,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X002129.SZ,X600703.SH,X000625.SZ,X003816.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000100.SZ,X000661.SZ,X002179.SZ,X000157.SZ,X600460.SH,X600741.SH,X000799.SZ,X002074.SZ,X002236.SZ,X002414.SZ,X600702.SH,X600779.SH,X600584.SH,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X000733.SZ,X600884.SH,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.236937444583012,0,0,0,0.252221031910753,0.0478693121716333,0,0,0,0,0,0,0.0432761311397509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101105677203342,0,0,0,0,0,0.03721896431709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681645814668932,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.116755836859047,0.35565315931671,0,0,0,0,0.104858752796516,0,0,0,0.054372010005303,0,0,0,0,0.0285004756827337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166861304083415,0,-0.122602783314462,0.00240378044499175,0.167538822889094,-0.00509064928235676,0,0,0,0,0,-0.0212618654223012,0.00477441231133252,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.101536299796855,0,0,0,0,0.0973344387470557,0,0,0,0,0,0,0.037759794103247,0.0700764029135373,0,0,0,0,0,0.145020454491468,0,0,0.0387685346615334,0,0.0537530412215796,0.0275534591409648,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.026814853113031,0,0.0755987966147574,0,0,0.145275939294139,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.188790321136561,0,0,0,0,0,0,-0.0210230197639287,0,0,0,0,0,0,-0.0970825200858209,0,0,0,0.0685669636716213,0,0,0,0,0,0,-0.070040115496683,0,0.388365797044306,0,0,0,0.178623977073051,0.0871076720337181,0,0,0,0,0,0.0353043970908808,0,0,0,0,0,-0.0377915976856631,0.0630135366647105,0,0,0,0,0,0
X600276.SH,0,0.15361432777908,0,0,0,0,-3.46944695195361e-18,0,0,-0.154351815595744,0,0,0,0.334314618500417,0.240516915447702,0,0,0,0,0,0,0,0,-0.373325575442841,0,0,0,0,0,0.14072505694967,-1.73472347597681e-18,0,0,0,0.00299276777187042,0,0,0,0,0,0,0,0,0,-0.0282264048205957,0,0,0,-0.0380113788133841,0,0,0.0136863090265363,0,0,0,0,0,0,0
X000568.SZ,0,0.517505460906254,0,0.0663931488606455,0,0,-0.00483267948506535,0.0668682691507297,0,0,-0.0668496357386406,0,0,0,0,0,-0.0999538034589381,0,0,0,0,0,0,0,0,0.175848025446167,0,0,0,0,0,0,0,0,0,0,-0.085172303102437,0,0,0.0457595200721711,0,0,0,0,0,0,0,0,0,0,0,-0.0475865082878895,0.0634245965194934,0,0,0,0,0,0
X600690.SH,0,0.0483632163335668,0,0,0.122913799559282,0.179138905569656,0,0.0571744917900649,0,0,0,0,0,0,0,0,0,0,0,-0.0552968196364647,0,0,0,0,0,0,-0.0107296517112208,0,0,0.131640599285396,0,0.287441871854257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215706054552551,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.483726695260453,0,0.236707861904569,0.0679100196188748,0,0,0,0,0,0,0.0232789003844264,-0.250803722571998,0,0,0,0,0.0755922833906002,0.229839329487286,0,0,0,0.0331387255164458,0,0,0,0,0,0.0681067765668144,0,0,0,0,0.0670949461618891,0,0,-0.0626527839348412,0,0,0.00196356986733252,0,0,0,0.103975456157906,0,0,0,0,0,-0.0458510365965721,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303155196749938,0,0,0,0,0.112642390245472,0,0,0,0,0,0,0,0,0,0,0.0383185122246156,0,0.066068961198838,0,0,0,0,0,0,0,0.0244530132023471,0,0,0,-0.128703608311259,0,-0.0289333215801332,0,0,0,0,0,-0.0524596620755849,0.0830575629912861,0,0,0,-0.0486535219169389,0,0
X002475.SZ,0,0,0,0.105640187976624,0,0,0,0,0,0,0,0,0,0,0,0,0.0685925622944222,0.249697999269573,0,-0.136020109777554,0,0.0594797276022104,0,0.231069022324171,-0.0683919584370771,2.16840434497101e-19,0,-0.0987826188648191,0,0,0,0,0.180599991416538,0,0,0,0,0,0,0,0,0.0499570996990827,0,0.0673994132377456,0,0,0,0,-0.145078954288206,0,0,0.00712488995866992,-0.00892762413569496,0,0,0,0,0,0
