,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X002236.SZ,X000100.SZ,X600183.SH,X300003.SZ,X300142.SZ,X600271.SH,X002007.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X002241.SZ,X600498.SH,X002506.SZ,X600177.SH,X002129.SZ,X600867.SH,X002049.SZ,X600487.SH,X300014.SZ,X000050.SZ,X300146.SZ,X600066.SH,X002008.SZ,X002371.SZ,X002463.SZ,X300136.SZ,X000977.SZ,X000066.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.231560072443411,0,0,0,0.0892255893278901,0,0,0,0,0,0.0651605170884752,0,0,0,0,0,0,0,0,0.0334304975700412,0.0681177373038037,0,0,0,0,0,0,0,0,0,0,0,-0.0373033620455666,0,0,0.104035270757717,0.0596912710275194,0,0,0,-0.229371697526181,-0.0394286410988047,0,0,0,0,0,0,0,0,-0.0185757223905093,0,0,0.033838155489994,0,0.0327832330229971,0,0
X000858.SZ,0.0146531089127147,0,0,0,0,0,0.434635094693432,0,0,0.145606388376286,0,0.129622607457669,0,0.140426429370995,0,0.115987829994131,0.0812400520377794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219753418647835,0,0,0,0,0,0,0.059046997658646,-0.0717776601126034,0,0,0,0,0,-0.0105085854901406,-0.00620129701625789,0,0,0,-0.017221035703329,0,0
X000651.SZ,0,0.235636414759681,0,0,0,0,0.108028167835337,0,0.0123053739941887,0,0,0.114309697029715,0,0,0.127907325756747,0,0.0191277088258584,0,0,0,0,0,0,-0.04938929491527,0,0.0264303133370376,0,0.0773903928460242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107256702783468,0,0,0,8.67361737988404e-19,-3.46944695195361e-18,0,0,0.019796158657311,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.189520197662964,0,0,0,0,0,0.0700520005275675,0,0,0,0,0,0,0,0.214318297528095,0,0.106959218489359,0,0,0,0,0,0,0,0,0.0512339932367699,0.141892537923724,0,0,0,0.131070340042493,0,0,0,0,0,0,-0.0296895076735475,0,0.00227572205491618,0,-0.00878752032745385,0,0,0,0.0338611968041548,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.013151248812234,0,0,0.224183723053638,0,0,0,0,0,-0.014625933709312,0,0,-0.103555077129916,0.0959371482979219,0,0,0.0357592945426136,0,0,0.200224437612015,0,0,0,0,0,0,0,0,0.0933463398210668,0,0,0,0,0,0,0,0.0599608205217679,0.0252398063866507,0,-0.0935987839973886,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0685366167277411,0,0,0.141386217108583,0,0,0,0,0,0,0,0,0,0.616788543742681,0,0,0,0,0,0,0,0,0,0.199516988909749,0,0,0,0.181800138608924,0.0225355810085613,0,0.0530256830645602,0,-0.0555836692072095,0,-0.10969188729898,0,0,0,0,0,0,0,0,-0.00275397057526081,-0.0186086090709065,0,0,0,0.061864538269935,0,0
X002304.SZ,0,0.075994585628495,0,0,0,0,0,0,0,0.115708543429084,0,0,0,0,0.177329840765707,0,0.166093609465912,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889764443248525,0,0,0,0.0201926863875592,0,0,0,0,0,0,0,0,0,0,0.0739644423702495,-0.0561127636894264,0.0575855856551819,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.171416010928102,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00461389325239507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452941639913234,0.000143966849728008,0,0,0.463664175053077,0,0,0,0.036711083715717,0.0678647843799882,0,0,0.0137263608423998,0,0,8.67361737988404e-19,0.0757687543965424,0,0,0,-4.33680868994202e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.112722758790464,0,0,0,0.00779839066153673,0,0,0,0,0,0,0,0.172234611769498,0,0,0,0,0,-0.0625041232202045,0,0,0.308854109925278,0,0,0,0,0.0563884308513481,0,0,0,0,0,0.0796270395961593,0,0,0.217808905237476,0,0.0116831572885186,0,0,0.0453809588653677,0.0423379242345765,0,0,0,0.00658899076955785,0,0
X000568.SZ,0,0.503392910404612,0,0,0,0,0.140907147551123,0,0,0,0,0,0,0,0.102817912156743,0.0150936085671718,0,0.224655545686777,0,0,-0.00600022224114328,0.0910814900028828,0,0,0,0,0,0,0,0,0,-0.110162373970828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649053221370286,0,0,0,0.0277782897040082,0,0,0,0,0.004930335958567,0,0
