,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X000050.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X002074.SZ,X600867.SH,X002294.SZ,X002180.SZ,X600089.SH,X002426.SZ,X000981.SZ,X000869.SZ,X002249.SZ,X600699.SH,X600498.SH,X002465.SZ,X002508.SZ,X002049.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.105618147537334,0.0500721534738171,0,0,0,0,0,0,0,0,0,0,0,0,0.108630942226683,0,0,0,0,0,0,0,-0.0610764600632541,0,0,-0.0896822555592241,0,0,0,0,0.380594320054675,0.0396272417690621,0,0,0,0,-0.0466392664561222,-0.0421583566028826,0,0,0,0,-0.141622820546338,0,0.07989180993826,0.0769909570284393,0,-0.105092037176546,0.0991267330084066,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.16171528447807,0,0.164440479038198,0,0,0.0803934535465389,0,0,0,-0.0278145652113922,0.00640587773985269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696530682928711,0,0,0,0,0,0.0370948337630839,0,0,0,0,0,0.0895213308170719,-0.0353044537239852,0,0.0399006969016008,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.087345867184976,0,0,0,0,0,0.0902395641087559,0.0494086566420737,0,0,0,0,0,0,0.0244933388506505,0,0,0,0,0.0770928854571516,0.0545782441301392,0,0,0,0,0.0373747555462318,0,0,0,0,0,0,0,0.140280054748009,0,0,0,0.0485932355094661,0,0,0,8.67361737988404e-19,-0.0161400384362246,-0.020362340238037,0,0,0,0,0
X000858.SZ,0.154124457934616,0,0,0,0.25501149299845,0,0,0,0,0.018286589571917,0,0.0565632041891177,0,0,0,0,0,0,0,0,0,0,0,0.0499902700547003,0,0,0,0,0,-0.01571760187541,0,0,0,0.0225295957708318,-0.0315231950966532,0,0,-0.0975187820996367,0,0.0606299931715624,0.0592504979301924,0.111942698871298,0,0,0,0,0,0,0,0,0.00674912769908842,0,0,0,0,0,0,0
X002304.SZ,0.216147881787786,0,0.0449560897389496,0.255786234115414,0,0,0,0,0,0,0.1791139423032,0,0,0.0642606043882061,0,0,0,0,0,0,0.0398467184142607,0,0.0995104854347735,-0.0697769147768233,0,0.0132098291100272,0,0,0,0,0,0,0,0.197340363023376,0,0,0,-0.022487908147939,0,0,0,0,0,0,0,0,-0.0941526827893465,0.136749490662717,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.291536601859367,0,0,0,0,0,0,0,0.050537090978823,0,0,0,0.111604635541702,0,0,0,0,0,0,0,0,0,-0.0251836794573466,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0673235506487733,0,0.0539542716251161,0,0,-0.0542037172157118,0,0,-0.0248248813953555,0,0,0,0.269213334813013,0,0,0.043469397092482,0,0,-0.0266171958808699,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243040391389329,0.0199334828079344,0.124591664134184,0,0.000949367126147788,0,0,0,0,0.00669642139671758,0.132307367614962,0.0110819967557645,0,0.00996216879327053,0,0,0,0,0,0,0.0206220200884096,0,0,0,0,0,0.0243371160182326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.0837237180162839,-0.0328882523831326,0.32137960272105,0,0,0,0,0.0245184899345231,0,0,0,0.00956822437593632,0,0,0,0,0,0,0,0,0.0661010200760433,0,0.0727985963572059,0,-0.129881887275441,0,0,0,0,0.360225496828465,0,-0.258606826719578,0,0,0,0.0668067901115054,0,0,0.00503271830189527,0,0,0,0,0,0,0,0.010462204888915,0,0,0.140107905014003,0,0,0,0,0,0,0
X000063.SZ,0,0,-0.123720883137091,0.231125616404622,0,0,0,0.225744921197665,0,0,-0.00428202352396444,0,0,0,0,0,0,0.217526781752241,0.255320997378692,0,0.253660460593105,0.107216254837666,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0227553900819834,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718082995560669,-0.0181926451833396,0,0,0,0,0,0
X600690.SH,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0322494296050713,0,0,-8.67361737988404e-19,0,0.126439201287156,0,0,0,-0.147674500357391,0,0,0,0,0,0,0,0.00368230267921996,0,0,0.0558885220826637,0,0,0,0,0.355996852049835,0.0257352213091477,0,0.130578935817272,0,0.0354966816869416,0,0,0,0,0,0,0,0.0197665746356105,0,0,0,0,0,0
