,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002241.SZ,X002456.SZ,X600487.SH,X002008.SZ,X600066.SH,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002294.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600271.SH,X002085.SZ,X600867.SH,X600089.SH,X000981.SZ,X000157.SZ,X600498.SH,X600177.SH,X600699.SH,X000596.SZ,X600566.SH,X002179.SZ,X000661.SZ,X600118.SH,X002129.SZ,X002180.SZ,X002049.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.344121724671378,0,0,0.135205356369038,0.158251256697537,0,0,0,0,0,0,0,0,0,0,0.0392990200870766,0,0,0,0,-0.00902047092955083,0.0269408116844589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360584107122637,0,0.0943197199796173,0,0,0,0,0,-0.0455642845576298,0.094238288395147,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.219719616028323,0,0,0,0,0,0.0139294402545784,0,0.177065778291074,0.107047206713187,0,0,0,0,0,0,0,0.00801158682729291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335564537357885,0,0.0821464640331211,0,-0.0521164442505106,0.0630049254187185,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0504172943976227,0,0,0.000787833763419243,0,0,0.291723176370186,0,0.015593063049928,0,0.0171317229253992,0.172490989852142,0.318288781572477,0.034382365767315,0,0,0,0,0,0.0184573718945823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223912208721884,0,0,0,0.0792750156540077,-4.33680868994202e-19,0,-0.0211719131281458,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.208758769678643,-0.0181178932338134,0,0,0.354078157116706,0,0,0,0,0,0,0,0,0,0.0963254773647473,0,0,1.73472347597681e-18,-0.0668950043248488,0.203449977449873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317867653987248,0.000603223479727787,0,0,0,0,0,0
X000651.SZ,0,0.0731295086643799,0,0.128714207431392,0,0,0,0,0.0409162140288472,0,0,0,0.019504490828885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759667489597914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854971985197008,0,0.11412736335528,0,0.00643887691007901,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.346203780300764,0,0,0,0,0,0.292493243586516,0,0,0,0,-0.128268800932916,0,0,0,0,0,0.111112345591767,0,0,0,0,0.351969249052184,0.0677083126996574,0,0.0308046723969487,0.177525253391715,0,0,0,0,0,0,0.268045436500386,0,0,0,0,0,-0.0261275929465856,0,0,-0.464217898162611,-0.0224807383964431,0.0466025229125895,0,0,0,0,0,0
X600276.SH,0,0,0.0367620130785336,0,0,0,0,0,0.0540816651287379,0,0.281137152607411,0,0,0,0,0,0.0656952244156129,0,0,0,-0.106257425637274,0,0,0,0,0.0156694744309537,0,0.15029996419494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955824828856922,0,0,0,0,0,0,-0.121201295558238,0.0242548044437384,0,-0.0207137106818082,0.0491682407138854,0,0,0,0,0,0
X002304.SZ,0.294246048012983,0,0,0.127888869970235,0,0,0,0,0,0,-3.3881317890172e-21,0.184532025333474,0.145023511039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190208859801471,0,0,0,0,0,0,0,0,0,0,-0.0745394913586093,0,0,0,0,0,0,0.0883925180791804,0,0,0,0,0,0,-0.0152780911954622,4.33680868994202e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.204442381993763,0,0.344152436271367,0,0,0,0,0,0,0,0,-0.0110482595997591,0,0.234491750562646,0,0,0.193916989059261,0,0,0,0,-0.166328427603197,0,0,0,0,0,0,0.056672130965563,0.102167903715173,0,0,0,0,0,0.449682290951963,0,0.198536645178226,0,0,0,0,0,-0.0825324743234437,0,0.184643452459096,0,0,-0.0267559940436676,0.00195496607671609,0,0,0,0,0,0
X600690.SH,0,0.25382159873449,0,0.0871247426358845,0.233693314217484,0,0,0,0,0,0,0,0,0.00351703255565977,-0.0433382278452486,0,0,0,0,-2.16840434497101e-19,0,0,0.256258044175294,0,0,0,0,0,0,0,0,0.0763663853182402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028304176541993,-0.139579177791919,0,0,0,-0.0180813173944147,-0.0025251609140514,0,0,0,0,0,0
X600703.SH,0,0,0.0058011401140124,0,0,0,0.482003934055137,0.116043617747591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15324413641324,0,0,0,0,0,0.223906627905088,0,0,0,0,0,0,0.0726827307717011,0,0,0.213352477586437,0,0,0,0,0.0164540845334169,0,0.170564706095702,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.373220122109673,0,0,0,0,0,0,0,0,0,0,0,0,0.133049617708158,0,0,0,0,0.0504823278687087,0.0170432875396966,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997603451156601,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.00574868435404586,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.27342965163952,0,0.0916014965106276,0,0,-0.0264851103538532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530423166990886,0,0,0,0,0,0,0,0,0,0,0,-0.119055797697113,0,0,0.0915990889472516,0,-0.0413165552752704,0.0876721851225349,0,0,0,0,0,0
X002475.SZ,0,0,0.0242865829790043,0,0,0,0,0,0,0,0.066471096475864,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.299654623181183,0,0.137535108646708,0,0.0188322940248869,0.234521359960395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112721880554523,0,0,0.00225054319358626,0,0,0,0.00346347299657932,0.00268753844489014,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.111340316820634,0,-0.139520944183417,0,0,0,-0.211196534404477,0.0990486559316867,0,0,0,0,0,0.0612759813356997,0,0,0,0.178036323660892,0.0003731850772557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687711711572605,0,0.167710625657263,0,0,0,-0.000500326668503622,0,0.0767253268560937,0,-0.0875561060381301,0,0,-0.00889837571486596,0.0446498176290339,0,0,0,0,0,0
X000338.SZ,0,0,0.0851265676104259,0,0,0,0,-0.0785431978725871,0,0,0,0,0,-0.0736477470045857,0,0,0,0,0,0,0,0,0,0,0.0189369755593864,0,0,0.0678359861409281,0,0,0,0,0.112566738266883,0,0,0,0,0,0.171386858632908,0,0,0,0,-0.0530082262478831,0,0,0.221594621932634,0.251172255612277,0,0,0,0.00714395218611068,0.0522087233276045,0,0,0,0,0,0
X002236.SZ,-0.216965272254275,0,0.553923419483178,0,0.115151744972172,0,0.108255695665748,0,0.151804973714176,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.118227251087939,0.0406109374057739,0,0,0,0,0,-0.0414829324687149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283393780728877,0.00790156657183061,-0.212282392318442,0,0,0.0260147584658905,-0.0265962560930724,0,0,0,0,0,0
X000625.SZ,-0.129378701743468,0,0,-0.0391882475255046,0,0,0,0,-0.0666779770355509,0,0.0479086425649588,0,0.0149824378276335,0,0,0,0,0,0,0,0,0,0.0586051661085937,0,0,0,-0.0724086886195646,0,0,0.0128173552562785,0,0,0,0,0.0778541417395568,0,0,0,0.014317759119775,0,0,0,0,0,0,0,0.0692346321472668,0,0.0858827094670658,0,0,-0.0197822078263319,0.0436086342460317,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602570355252384,0,-0.0652061840308703,0,0,0,0,0.32067561599932,-0.0915117477926776,0.0361216672890297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492424358659977,0,0.420082333717076,0,0,0,0,0,-0.138717339724998,0,-0.0252058202543991,0.461226644820471,0,0.0374572659434761,-0.0242784802032552,0,0,0,0,0,0
X002241.SZ,0,0,0.237480431499667,0,0,0,0,0,0.0993966709713454,0,0,0,0,0.152116740086524,0,-0.0418092318540493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564318304576905,0,0,0,0,0,0,0,0,-0.114329323023115,0,0,0,0,0,0,0.0939827405642317,0.0528885762453964,0,0,0.00872540540495181,0.0114897899399985,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0242633289471444,0,0.537879686767711,0,0,0,0,0,0,0,0,0,0,0,0.00487849737991061,0,0,0,0,0.229423299080757,-0.0265160322445179,-0.222121520920893,0,0,0,0,0,0,0,0.15952860144987,0,0,0,0.256253496581898,0,-0.185815626173487,0,0.0979834563485167,-0.0709129133681765,0,0,0.00966752254180824,0,0,0,0,0,0
X600487.SH,0,0,0.119119010178087,0,0,0,0,0,0.0417391298153619,0,0,0,0,0,0,0.248146325266304,0,0,0.226982174434663,0,0,0,0,0.00608765835891444,0,0,0,0.0362729420337839,0,0,0,0.191501609368343,0,0,0,0,0,0,0.178779776710781,0,0.0733605631898414,0,0,0,0,0,0.0887004030406377,0,0,0,0,0.0249995480378127,0,0,0,0,0,0,0
X002008.SZ,0,0,0.121560523950486,0,0,0,0,0.104335416865828,0,0.261536562690331,0.13251175589192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393197166006929,0.204752364986472,0,0.315040594418417,0.221348949291564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815217619236938,0,0,0,0,0,0.0237986893193521,0,0,0,0,0,0
X600066.SH,0,0,0.105591390144466,0,0,-0.155353471314691,0,0,0,0,0,0,0,0,0.302646123988859,0,0,0,0,0,0,0,0,0,0,-0.229843637558431,0,0.517232197671123,0,0,-0.198763590508551,0,-1.73472347597681e-18,0,0,0,-0.235578058963904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201459052937578,0.0415939021891399,-0.106655638290602,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.295408054848125,0,0,0,0,0.0617351923230407,0,0,0,0,0,0,0,0,0,0,0.0495163552626907,0.224002988818924,0,0,0,0,0,0,0,0,0,0,0,0.0023491955197446,0,0,0,0.0373041018277049,0,0,0.06123985025243,0,0.0755167922569531,0,0,0,0.052668521401016,0,0.0670822073466362,0,-2.16840434497101e-19,0.0146961730098289,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.0231456055520671,0,0,0.0428601256095611,0,0,0,0,0.256331295101993,0,0,0,0,0.0097942110722301,0,0.0763115150781288,0,0.0654621364979321,0,-3.46944695195361e-18,0,0,0,0,0.0546170591710369,0,0,0,0,0,0,0,0,0,0,0,0.0818834212916634,0,0,0,0,0,0,0.126428331332178,0,0,0.0393454712147919,-0.0282015237854204,0,0,0,0,0,0
X600809.SH,0.140179371469925,0,0,0.29062421639537,0,0,0,0,-0.0534614470535544,0,0.110372373376248,0,0,0,0,0.0686458728728851,0,0,0,0.11450262331118,0,0,0.104506556475706,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.128279675404261,0,0.0538280120391477,0,0,0,0,-3.46944695195361e-18,0,0,0.0881138039885311,0,0,0,0,0,0,0,0,0,-0.0145912359420886,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.16977051440262,0,0,0.173427336036804,0,0.0776120799291849,0,0,0,-0.0516970684505574,0,0,0,0,0,0.185306624358864,0,0,0.262644414589044,0.0579262012783813,0.193453124131928,-0.0341637922623225,0,0,0,0,0,0,0,0,0,0,0.10762593269821,0,0,0,0,0,0,0,0,0,0,0.0274549598024195,0,0,0,0,-0.0366674245668254,0.0304373074738209,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0.00635156489042655,0.0996373112821883,0.100891515576593,0,0,0.09188585686809,0,0,0,0,0,0.0218376757460909,0,0,0,0.051809910758793,0.000402332996867483,0,0,0,0.0708029655538856,0.0576580819799177,0.0342279204429555,0,0,0.0685615740207153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599773762458627,0,0.0116609901264544,0,0.0380715996526295,0,0,-0.012634729115286,0,0,0,0,0,0,0
X002508.SZ,0,0,0,0,0,0,0,0,0,0.215827779564637,0,0,0,0,-0.00658581327092616,0,0,0,0,0,0,0,-0.0813108266310589,0,0,0.145518375776899,0,0,0,0,0.15958089493978,-0.098590773303685,0,0,0,0,0,0,0,0,0,0,0,0,0.256719982962662,0,0,0,0,0,0,-0.0206829551077366,0.0215342906119474,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0377606229900461,0,-0.0395211940750512,0,0,0,0,0.0382850059727559,0,-0.0334775021047857,0,0,0,0,0,0.0500534599333153,0.050004418058066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383389293063952,0,0,0,0.12008964258943,0,0,0.100503668248294,0,0.0321136102615237,-0.0454121858388808,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0.232598605749871,0,0,0,0.0430763697002302,0,0,0,0,0,0,0,0,0,0,0.297243591603756,0.148073747483756,0,0.168341958989981,0.178248160967812,0,0,0,0,-0.165236030935801,0,0,0,0,0,0,0,0.132365695484197,0,0,-0.23680151244296,0,0.135600785666712,0,0,0,0,0,0,0,-0.0210500184561342,0.0536525205273681,0,0,0,0,0,0
X600271.SH,0,0,0,0.0609843807676825,0,0.0130544603874226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117816145270617,0,0,0.0481900458905938,0,0,0,0,0,0.0332611978420561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200490339857471,0,0.113927865754637,0,0,0,0.0342500755031489,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0463787113904685,0,0,0,0,0.0621097874181432,0,0,-0.136208388548816,0,0,0,0,0,0,-0.0303845835727185,0.115410154486171,0,0.0225267669668881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290388557497856,0,-0.0805074796122516,0,0,0,-0.124049101485739,0,0,-0.0248378659839598,0,0.0271608971004054,-0.160007494520189,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0.0624969834795852,0,0,0,0,-0.0235231815661598,0,0,0,0,0,0.0972679482463398,0.0471201652118787,0,0,0,0,0,0,0,0,0.214260371363865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130662472455142,0,0,-0.0121978768016068,0.00481450466363579,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.026184723675243,0,0,0,0,0,0,0,0,0.0223868788855106,0.10042856526278,0,0,0.104626287340821,0.0805398630214974,0,0,0,0,0,0,0,0.031828853102232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046524249631374,0,0,0,0,0,0,0.0134344299392049,0,0,0,-0.00227092055217755,0,0,0,0,0,0
X000981.SZ,0,0,0,0,0,0.044129462342961,0,0,0,0,-0.0470248374944601,-0.0127784194441195,0,0,0.0281062944277537,0,0,0,0.0242711876845086,0,0.0120518075881502,0,0,0,0,0,0,0.0974764115026415,0,0,0,0,0,0,0,0,0,0,0.00548166493747114,0,0,0,0.122932909060354,0,-0.0586588851949801,0,0,-0.0353048347905741,0,0,0,-0.0123028564805617,0.0113922696980937,0,0,0,0,0,0
X000157.SZ,0,-0.141071363846306,0,0,0,0.0112030777949524,0.063608452061846,0,0,0,0,0,-0.0655062038346134,0,0.137696661586245,0,0,0,0.0522139892134478,0,0,0,0,0,0,0.0685823254068379,0,0,0,0,0,0.0383827587097682,0,0,0,0,0,0,0.00972803617661529,0,0,0.00540595846290223,0,0,-0.153545209683063,0,0,0.0495649134498942,0.0313753563292937,0,0,0,0.0325821950665676,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,-0.0693558924182668,0,0.211488668804063,0,0,0.169237374695476,0,0,0,0.39546233128351,0,0,0.407934929082218,0,-0.074054900473271,0,0,0,0,0,0,0,0,0,0,0.119083730611787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152559002397852,0,0,0,0,-0.0223072700889912,0.0135484697350432,0.0114661516533634,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0404705105717177,-0.0326990241127407,0,0,0.104725542092334,0,0,0.0329074226479176,0,0,0,0,0,0.0403631264214229,0,0,0.0335100390281298,0,0,-0.0624887533008107,0,-0.0135656725329213,0,0.0205077330086188,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0225436693958489,0,0.00386935313357575,-0.0128346817746327,0,0,0,0,0,0
X600699.SH,0,-0.0773705659983409,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953973709083813,0,0,0,0,0.0605922850584519,0,0,0,0,0,0,0.0379104673172505,0,0,0.119074339773141,0,-0.0146856961883235,0,0,0,0,0,0,0.100615026843188,0,0,0,0,0,-0.0730990694438497,0,0,0,-0.0204731497542648,0.0902410772780812,0,0,0.00202940814741698,0,0,0,0,0,0
X000596.SZ,0.212882365747255,0,0,0,0,0.157686612975526,0.00401992701822215,0,0,0.039914568631152,0,0.206478849307564,0,0.0362109185825048,0,0,0,0,0,0,0,0,0,0,0,0,0.213231668919387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740880266598924,0,0,-0.132144602806073,0,0,0,-0.0131838199361337,0,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0,0,0,0,0,0.197106749529726,0,0,-0.0530739925364233,0,0,0,0,0.0385443278118173,0,0,-0.0654637679717039,-0.0301734362250487,0,0,0,0,0,0,-0.0874105659095089,0,0,-0.121689309029488,0,0,0,0,0,0.140639394269461,0,0.106252847263462,0,0,0,0,0,0,0,0,0.0675880155622653,0,-0.019286165926001,0.0333561315543463,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0602762029766225,0,0,0,0.0171166632289868,0,0,0.0879927579094444,0,0,-0.0638356624860193,0,0,0,0,0,0,0,0,0,0,0.0605496359491924,0,-0.0874761524930496,0,0,0,0.0763526807351479,0,0,0.0896445540304297,0,0,0,0.328017335161494,0,0,0,-0.107184095300379,0,0,0,0,0,0,-0.0176441377817956,0,-0.026481825632158,0.0432900721767825,0,0,0,0,0,0
X000661.SZ,0.055179013541727,0,0,0,0,0,0,0.0343542813615962,0,0,0.105127792852891,0,0,0,0,0,0,0,0,0.19880643612069,0,0,0,0,0,0,0,0,0,0,0,0,-0.044710423090671,0,0.0589699131684152,0,0,0,0.00813193629464762,0,0,0.279732568198873,0.034345690022549,0,0,0,-0.128047342069221,-0.0362064183923087,0,0,0,-0.0190331943958902,0.0473926443730241,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926362839900581,0,0,0,0,0,0,0,0,0,0.01331882442497,0,0.0178812918303853,0.0842251937958445,0,0,0,0,0,0.154603911852543,0.123267831388668,0,0,0,0,0,0.0399169996180224,0,0,-0.0164135729812461,0,0,0,0,0.0222606918777762,0,0,0,0,-0.0205632359187337,0.0293444306981064,0,0,0,0,0,0
