,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X000100.SZ,X002236.SZ,X000625.SZ,X300003.SZ,X600809.SH,X600487.SH,X002008.SZ,X600498.SH,X000596.SZ,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600177.SH,X600089.SH,X600066.SH,X002456.SZ,X002180.SZ,X002506.SZ,X600867.SH,X600522.SH,X002508.SZ,X600372.SH,X002129.SZ,X300136.SZ,X002241.SZ,X002223.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0964473818388676,0,0.0536726326627012,0,0,0,0,0,0,0,0.298083226904318,0,0,0,-0.0544691769436553,0,0,0,0.0422952782461344,0.155080232485586,0,0,0,0,0,0,0,0,0,0,0.0323770472275469,0,0,0,0,0.0653179211504008,0,0.00638351184859666,0,0,0,0,0,0,0,0,0,-0.0337838357203623,0.0401061525801382,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0811488579481385,0,0,0,0,0,0,0,0,0,0,0.0298773680978135,0,0,0,0,0,0.113592277442384,0,0,0.148002250298299,0,0,0,0.189047033179555,0,0,0,0,-0.0990592204750369,0,0,0,0,0.0091208925989412,0,0,0,0,0,0,0.0354250869809052,0,-0.0363785474758571,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.103921890712476,0,0,-0.00739949434254816,0,0,0,0,0,0.0765435967562476,0,-0.0393296573977723,0,0,0.721753378658032,0,0,0,0,0,0,0,0,-0.195307630935309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00862874696771229,0,0,0,0,0,0,0
X000651.SZ,0,0.0353270690969107,0,0,0,0,0,0.180074265482669,0,0,0,0,0,0,0,0,0,0,0,0.0741983256316946,0.0614660724861691,0,-0.0390326541667377,0,0.0196042439277606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118328627007189,0,0,0,0,0,-0.00615277206991091,-0.00636235651167313,0,0,0,0,0,0
X000858.SZ,0.093321474203614,0,0,0,0,0.0802728592907236,0.102516992177916,0.011773078035444,0,0,0,0,0.0798043509160698,0,0.229479111131864,0,0,0,0,0,0,0,0,0.123604593092634,0,0.0588074880053161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624010233564768,0,0,0,0,0.0284684648714349,0,0,0,0,-0.00201985316272514,-8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0.157323919981307,0,0,0,0,0,0,0,0,0,0,0,-0.228794736143114,0,0,0,0,0.0626827091325884,0,0,0,0,0.371521899737428,0,0,0,0,0,0,0,0,0,0,0.0589420657944119,0.0241219729902978,0,0,0,0,0,0,0,0,0.137198646039812,0,-0.0848186190947637,0,0,0.35206029309349,0,0,0,0.0429371043801112,0,0,0,-0.0825362630304436,0,0
X002304.SZ,0.150321593248023,0,0,0,0.449231918616041,0,0,0,0,0,0,0,0,0,0.173007662269883,0,0,0,0,0,0,0,0.174819444088557,0,0,0,0,0.0484091973425168,0,0,0,0,0,0,0.020038046790844,0,0,0,0,0,0,0,-0.00132800094739693,0,0,-0.165493623184782,0,0,0,0,0,-0.00332001178931641,-0.0108723207669817,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353503037535809,1.73472347597681e-18,-3.46944695195361e-18,0.101224683199134,0,0,0,0,0,0,0.189082895374061,0,0.0171655278558602,0,0,0,0,0,0,0,0,0,0,0.311252742616051,0,0,0,0,0,0,0,0.00152241181896476,-0.0234318843445116,0,0,0,0,0,0
X000725.SZ,0,0,0.0759425804827895,0,0,0,0,0,0,0.113925849694773,0,0,0,0,0,0,0,0,0,0.0715898025544989,0.0272256869372698,0.0357048185454662,0,0,0,0,0,0,0,0,0,0,0,0.0463345225546713,-0.0163335115048189,0,0,0,0.0674036225725881,0,0,0,0,0,0.0910715411965243,0,0,0.0198392134330508,0.0938634757790248,0,0,0.00420475703731117,0.0114589002464922,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306774582282819,0,0,0,0,0,0,0,0.24261595591728,0,0.21096906376383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138604098828956,0,0,0,0.0349658266407348,0,0,0,0,0.00921760083601759,-0.00984035291263596,0,0,0,0.128446221853654,0,0
