,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002456.SZ,X601877.SH,X600066.SH,X002008.SZ,X000100.SZ,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600487.SH,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X300136.SZ,X000157.SZ,X600089.SH,X000981.SZ,X600177.SH,X000050.SZ,X600566.SH,X000596.SZ,X002085.SZ,X600707.SH,X600498.SH,X002180.SZ,X000661.SZ,X002179.SZ,X300142.SZ,X600699.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.174069110450188,0,0,0.575042360846983,0.050007093288594,0,0.0068114701363486,0,0,0.0191682803709025,0,0,-0.0399693480880779,0,0,-0.0861656508206801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15070281109133,0,0,0,0,0,0,0.0961773103859317,0,0,0,-0.00329262538583537,0.0130925359374681,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.262202464701319,-0.171148253357489,0.352870625020683,0,0.0576993261978046,0,0.0170147690236934,0.193785961249584,0,0,0,0,0.120516261015081,0,0,0,0,0,0,0,0.0106770411571701,0,0,0,0,0,-0.0253296358322222,0,0,0,0,0,0,0,0,0,0,0,0.0705966123409746,0,0.0185888823488589,0,0,0,-0.0165043971785761,0.00450755938618825,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0418594881645865,0,0,0.213646449363333,0,0,0.197055431404395,0,0,0,0,0.280188861569786,0,0,0,0,0,0.14527922867633,0,0,0,0,0,0.0683593340444287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217131800080324,0.00970513159136974,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.51254915333504,0,0,0,0.0613638526247732,0.0558865571473523,0,0,0,0,0,0.0950823244894667,0.0925901860226752,0,0,-0.0717456001951001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135383931457055,0,0,0,0.0113384264584801,0,0,0,0,0,0,0
X000858.SZ,0.265489012286949,0,0,0.382345936784212,0,0,0,0,-0.0150380911555584,0.0203020107948652,0,0,0.314179310631171,0.0836258535993653,0,0,0,0,0,0,0,0,0,0.0460204855687604,0,0,0,0,0,0,0,0,0,-0.0338556470316971,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483277044864287,0,0,0,0,-0.00529888341327453,0,0,0,0,0,0,0
X600276.SH,0,0,0.0219095812484593,0,0,0,0.0373163161679097,0,0,0,0.240957289133193,0,0,0,0,0,0,0,-0.0236630026085239,-0.0801193929405142,0,0,0,0.0641532170690271,0,0.309444357401646,0,0.0544773930391441,0,0.0576775581077749,0,0,0,0,0,0,0,0,0,0,0.0454378936650636,0,0,0,0,0.0418935451340833,-8.67361737988404e-19,0,-0.0227524483427758,0,0,-0.0184122747753468,0.0286935135331213,0.0820122975857549,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.469737310850857,0.0831559052386475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080843396133277,0,0.0190055060927902,0.0535879193282691,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.159467509100507,0,0,0,0,0.218969950495277,0,0,0,0,0,0,0,-0.0731119584848725,0.0883279871832397,0,0,0,0,0,0
X002304.SZ,0.384079754099531,0,0,0.00402425018993411,0.00634755207324381,0,0,0,0,0,0,0.18976901729871,0.062871826461153,0.0271557419069914,0,0,0,0,0,0,0,0,-0.20100951913966,0,0,0.307129142658274,0,0,0,0,0,-0.0222871616521487,0,0,0,0,0,0,-0.0416025989910688,0,0.167820108347584,0,0,0,0,0,0,0,0,0,0,-0.021163288031866,0.0244601858830351,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.308746130017296,0,0,0,0,0,0,-0.0230942390393006,0,0,0,0,0,0.0753203451741822,0,0.10701994896926,0,0,0,0,0,0.161434158423294,0.104800325586902,0,0.0662898119477404,0.332184862912558,0,0,0,0,0,0,0,0.11880331067516,0,0.16733525701737,0,0.311800929723874,0,0.0497737557972136,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.466528748498751,0.0161897042995215,0.04208946807234,0,0,0,0,0.070146675075086,0,0,0,0,0.0791431306212983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538412880484004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187387646670143,0.112767146614305,0,0.0402922281475771,0,0.00309132734760467,0.00108392269568056,0,0,0,0,0,0
