,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X002371.SZ,X000625.SZ,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X002179.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X002236.SZ,X600741.SH,X000977.SZ,X600066.SH,X002049.SZ,X002241.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600522.SH,X600584.SH,X000800.SZ,X601877.SH,X002129.SZ,X601799.SH,X600183.SH,X600566.SH,X002223.SZ,X600060.SH,X002007.SZ,X600418.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.291794341105594,0,0.135632238269431,0.163776292561327,0,0,0,0.121496412216807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713397910866336,0,0,0,0,0,0,-0.0257976473191169,0.0561970704075592,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.00114547123596842,-0.00773028812466317,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.521868338793973,0,0,0,0,0,0,0,0,0,0,0.139240630097984,0,0,0,0,-0.016469579768767,0,0.00189546969925082,0,0.00408515015122972,0.0196341293350299,0,0,0,0.0479491142508673,0,1.73472347597681e-18,0,-0.0397260147269439,-0.00726231489685092,0,0,0,0,0,0.0252521497450576,0,0.0222304624105062,-0.0224281058751286,0,0,0,0,0,0,-0.0431840248494307,0,0,0,0,0,0,0
X600809.SH,0.493248777087509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296478776251503,0,0,0,-0.020631989111457,0,0,0,0,0,0,0,0,-0.0715010003587401,0.0481595566749793,0,0,0,0,0,0,0,0,0,0,0,0,0.0821113094835818,0,0,0,0,0,0,-0.0750631689514761,0.0786115262421502,0.0743052803777741,0,0,0,0,0
X002415.SZ,0,0.0151331272996196,0,0,0,0.0975589484600161,0,0,0,0,0,0.0144005590356485,0,0,0,-0.0241397261070899,0,0,0,0,0.0355673331094385,0,0.0651279967156725,0,-0.0984600161132187,0,0,0,0.10588551688129,0,0,0,0.0782226078930615,0,-0.0266255243835766,0,0,0,0.0631530459444318,0.0446733963826069,0,0,0,0,0.0302630518922084,0,0,0,0.0105840061749586,0,0,-0.00565616186277185,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.127262601691183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642886006329479,0.318056499533879,0.0439394754640885,0,0,-0.166890486137087,0,0,0,0,0,0,0,0,-0.0178449845314959,0,0.158205951709157,0.0883303649987744,0,0,0,0.310906442886776,0,0.25220873423462,0,0,0,0,0,-0.208921927892612,0,0.00345275018792276,0,0,0,0,0,0
X000568.SZ,0,0.89023614849972,0,0,0,0,0,0.0538360149794917,0,0,0,0,0.0203401564831419,0,0,0,0.0594668372400412,0,0,0,0.106850618879701,0,0,0.11912862904016,0.05685712160711,-0.138078878921084,0.0138935535308842,0,0,0,0,0,0,0,0,-0.090738128615202,0,0,0.0468399551026374,0,0,0.0331490552109821,0,-0.0997537320713645,0,0,0,0,0,0,0,0.0247784853215663,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.149835972535349,0,0,0,0,0,0,0,0,0.0902011366238247,0,0,0,0,0,0.0588099447311244,0,0,-0.153972849029792,0,0,0,0,0,-0.0142270985649392,0,-0.05114709888209,0,0.254039258038126,0,1.73472347597681e-18,0.0838519566281397,0,0,0,0,0.0736459438756551,0,0,0.0601962808970267,0,0,0,0,-0.0231339839288832,0,-0.0331737947095591,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.122623209988708,0.104109238186467,0.334667803152693,0,0.0885089735729441,0,0,0,-0.0980307686246808,0,0.0424639188918762,0,0,0.0445276345214176,0,0,0.0772503444653653,0,0,0,0.267279084176665,0,0,0,0,0,0,0,0,0,0,0.0523327746884458,-0.0524004433335181,0,0,0,-0.165228104537452,0,0,0,0,0,0,0,0,0,0,0.0143332999115527,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0098352412341823,-0.17104691571078,0,0,0,0,0,0,0,0,0,0,0,0,0.298934845179167,0,0,0,0,0.0260217131282927,0,1.73472347597681e-18,0,0,-0.138264912248694,0,0,0,0,0,0,0.148703291582033,0,0,0,0,0,-0.0587744253235733,0,0,0.308802952643622,0,0.0507639106940555,0,0,0,0,-0.0185317580438432,-0.105359244340855,0,0,0,0,0,0
X002475.SZ,0.253579051557181,0,0,0,0.0548415441671063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112403495969331,0.207048226268255,0,0,0,0,0,0,0,-0.034979605030841,-0.0749943961980463,0,0.414341697281008,0,0,0,0,0.0209859396574984,0,0,0,0.14425191012195,0.0322916500606594,0,0,0,0,0.0731505307895109,0,0,0,-0.0401398297016936,-0.2033030383807,-0.115642800405282,0,0,0,0
