,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600183.SH,X000157.SZ,X600066.SH,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X000066.SZ,X600522.SH,X000921.SZ,X002156.SZ,X600839.SH,X600460.SH,X002281.SZ,X000988.SZ,X000800.SZ,X600487.SH,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0340495819430868,0,0,0,0,0.00593227635066981,0,0,0.332462108903842,0,0,0,0,0,0,0,0.104922802755884,0,0.0244250983478775,0,0,0,-0.00628794620956186,0.050843351679967,0,0.0645865161222909,0,0,0,0,0,0,0,0,0,-0.0315742838748801,0.0614483699149857,0,0,0,0,0,0,0,0,-0.0423380027979069,0,0.00245277735698528,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0347726124266622,0,0,0,0,0.526280497772667,0,0,0,0,0,0,0,0.115950885722522,0,0.0296725629653079,0,0,0,-0.0474055405536651,0,0,0.0163021071320651,0,0,0,0,0,0,0,0,0,-0.0184331437729716,0,0,0.0183552010958334,0.0979908742448526,0,0,0,0,0.0660124146084186,-0.0888886332183212,0,0.00083828388116738,2.16840434497101e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.137095590153728,0,0,0,0,0,0,-0.00790696982393316,0,0,0,0.0191584729156298,0.272654082263203,0.0522347607401515,0,0.125082544207133,0.0616438279145064,0,0,0,0,0,0,0,0,0.0586397768431046,0,0,0,-0.0373969296327501,0,0,-0.0130221649811099,0.0774418540160473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.00642669601409255,0,0,0,0,0,0,0,0,-0.0422206103870128,0,0.0518690498605856,0.0642427631480544,0,0,0.211491405010341,0.0752301991120537,0,-0.0304690334775713,0,0,0,0,0,-0.115936502927736,0,0.18645450890666,0,0,0,0,0,0,0,0.0854160719999976,0,0,0,0,0,0,0,0,0,0,0,0.034695684728469,0,0.0509069185159799,0,0,-0.0942380068588623,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0797680738515387,0.0387450508330619,0.137701657661025,0,0,0,0.00281972034093203,0,0,0,0,0,0,0,0.0196343193869848,0,0,0,0,0,0.111107468120114,0,0,0,0,0,0,0,0,0.0235798355431918,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0121321186440729,-0.0108833930960722,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0211333736543209,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0188053704043496,0.0465174670848198,-0.0281806081702348,0.00564376946954034,0,0,0,0,0,0,0.261623931626429,0,0.0652831777810714,0,0,0.0794064043901364,0,0,0,0,0,0,0.331709836859828,0,0.0297974460769858,0,0,0,0,0,0,0,0.0216741254711801,-0.00849340228313961,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0580714850064739,0,0,0,0,0.0522714651565117,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742090902894069,0,0,0,0,0,0,0,0.256888548393166,0,0,0.127495226644777,0,0,0,0,-0.00269218594886401,0,0.0214966511263099,-0.0637139340883816,0,0,0,0.136730518112767,0,0,-0.0335188865215046,0,0,0.014693494700168,0,0,0,0.0256387713208515,0,0
X600809.SH,0,0.000102794529210276,0,0,0,0,0,0,0,0.0517356775569144,0,0,0.524853918386046,0,0,0,0,0,-8.67361737988404e-19,0,0.24967302050447,0,0,0,0,0,0,0,0.0609908623151171,0,0,0,0,0,0,0,0,0,0,-0.0137472776441259,0,-0.0378875946577693,0,0,0,0,0,0,0,0,0.0281806619246594,0.00219354963399618,0,0,0,0,2.16840434497101e-19,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0315032820786199,0,0,0.292060696532482,0,0,0,0,0,0,0,0,0,0.0929238965612888,0,0,0.262024796961343,0,0,0,0,0,0,0,0,0,0,0,0,0.0103175694239781,0,0,0.154403050502051,0,0,0,0.00184300015460745,0,0,-0.0951794725235206,0,0,0.0115249025124001,0,0,0,0.0852890614289205,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.142047644854709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286161531016162,0.0684977561624579,0,0.0426162577428278,0,0,0,0,0,0,0.564002818083997,0,0,0.0732626392544548,0,0,0,-0.0388664408234596,-0.232407816066639,0,0.0606978565846789,0,0,0,-0.000984469394949974,-0.0105987149151684,-0.0481787330683721,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.291002427816188,0,0.144070790440602,0,0,0,0,0,0,0,0,0.0185910043404292,0.404489186793122,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,1.23726966283372,0,0,0,-0.250722443875494,0,-0.310706191085321,0,0.253703022653012,-0.326335932753784,0,0,0,0,0,0,0.0649776040763853,-0.00654123336526431,0,0,0,0.0142030180211408,0,0
X003816.SZ,0.0395814969345984,0,0.0442053836840789,0,0,0,0,0,0,-0.0316960809085698,0,0,0,0,0,0.0330052773968135,0,0,0,0,0,0,0.0698966907757015,0.0141442154803362,0,0,0,0,0,0,0.008704136562992,0.171854109108284,0,0,0,0,0,0,0,0.0411188759493512,0,0,0,0,0,0,0,0,0,0,-0.149756280379901,0,-0.0579961783789626,0,0,0,0,0,0
