,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X000568.SZ,X600809.SH,X600690.SH,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002129.SZ,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X300142.SZ,X000100.SZ,X600089.SH,X600460.SH,X002180.SZ,X002074.SZ,X000661.SZ,X600702.SH,X000157.SZ,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X000977.SZ,X600779.SH,X002008.SZ,X601799.SH,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.658237870254991,0,0,0,0,0,0,0,-0.0104244729373073,0,0,0,0,0,0.0269514969439017,0,0,0,-0.0248384362074397,0,0,0,0.0584496366916071,0,0,0,0,0,0,0,0,0,0.0202843913237102,0,0.0682812409755679,0,0,0,0,0,0,0,0,0,0,0,0,-0.017944804420924,0,0,-0.0250917308726084,0,0,0,0,-0.00901709569833381,0,0
X000858.SZ,0.43855693877581,0,0,0,0,0.0406420706035063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081798669481614,0,0.115146430027872,0,0,-0.0609884548072423,0,0,0,0,0.024072845069409,0.130777606910988,0,0,0,0,0,0,0,0.0914070471547158,0.153713883895905,-0.0177865495474626,0,0,0,0,0,0,-0.0865039093776879,0,0,0,0.00587586851667236,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0937561881976074,0,0,0,0.0159153670092087,0.277073949573676,0,0,0,0,0,0,0,0.0958721735662542,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032664930362456,0,0,0,0,-0.0936183126202187,0,0.148721553205659,0,0.0950603086078847,0,0,0,0,0,0,0,0,-0.08768936057347,0,0,-0.00108107644107638,0,0,0,0,-0.00783907703223314,0,0
X002475.SZ,0,0,0.0791585721059683,0,0,0,0,0,0,0,0,0,0,-0.0197603125769615,0.218090653436102,0.28296248526487,0.0346428705534467,0,0,-0.00261474546457677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751321248418309,-0.112552852633335,0,0,0,0,0,0,0,0.122427798464744,0,0,-0.038119574719351,0,0,0,0,-0.00971239629041007,0,0
X000568.SZ,0.136788949458237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280979246517981,0,0,0,0,-0.00281318783062707,0,0,0,0,0,0.14056149479716,0,0,0,0,0,0,-0.0640823413439559,0,0.458570922339339,0,0,0,0,-0.0653359908325349,0,0,0,0.0288928508856363,0,0,0,0,0,0
X600809.SH,0,0.128779182591774,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.216168242951478,0,0,0,0,0,-0.0905820617439732,-0.125548276040781,0,-0.0259475486373939,0,0,0.0611781238880553,0,0,0,0.326541025938581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285310730413163,0,0
X600690.SH,0,0,0,0,0,0,0,0.0286363307814522,0.164510629475271,0.00183252081559692,0,0.397413880773826,0,0,0,0,0,0,0,0.118369202874576,0,0,0,0.0573149010333711,0,0,0,0,0.0913965487130878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409439451648424,0.0139518638191564,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0280316863775945,0,0,0,0,0,0
X600276.SH,0,0,0.152288056716099,0.152224727196325,0,0,0.0983031501475155,0,0,0,0,0,0,-0.132554550181622,0,0,0,0,0,0,0,0,0,0,0,0,-0.256349467862815,0.0113723023752682,0.0725443496436155,0,0,0,0,0,0.0446915349884768,0,0,0,0,0,0.0258668773186151,0,0,0,0,0,0,0,0.0720830489293387,0.0241163143793845,0,-0.0030230349175941,-0.0112209911278237,0,0,0,0.015559945147601,0,0
X002304.SZ,0,0,0.0478551801855586,0,0,0,0.124186275194806,0,0,0,0,-0.00499023651708888,0,-0.00376812324630822,-0.0883350177607891,0,0,0,0,0,0,0.0863282409036786,0.0760925739413412,0.214005414269976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380274338914062,0,0,0,0,0,0,0,-0.0230048952855632,0,0
X000651.SZ,0,0,0,0.099304577142415,0.0106048659641433,0,0.347106749527525,0,0,0,0,0.0998226675811971,0,0,0,0.0449298904118431,0,0,0,0.0287552821245219,0,0,0,0,-0.122961816363573,0,0,0,-0.0788876859484619,0,-0.0467474873853072,0,0,-0.0936421315661238,0,0.0873142667662045,0,-0.0935758093075554,0.00936209455608049,0,0,0,0.0466832225214439,0,0,0,0,0,0,0,0,-0.0391443567707962,0.00630887680878093,0,0,0,0,0,0
X600104.SH,0,0,0,0.131652153876233,0.0558076764361702,0,0,0,0,0,0,0.210512067329606,0,-0.0173865955878879,0.0452546391419108,0,-0.136528907469211,0,0,0,-0.0205163413571184,0,0,0,0,0.0580594864934849,0,0,-0.0367824905890655,0,-0.0398913108524701,0.0641652123468101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012462865794933,0,0,0,0,-0.0299160479733098,0,0
X600031.SH,0,0,0,0.0887656125125489,0,0,0,0,-0.132800733155314,0.126080654668845,0,0,0,-0.0539994338518897,0,0.048448037693463,0,0,0,0.275082048657233,0,0,0.0149516537341128,0,0,0.0431858147699831,0,0.00712994917377566,0,0,0,0,0,0,0,0,0.199718999583282,0,0,-0.0911898576989188,0,0.0256582941296537,0,0,0,0,0,0,0,0,0,-0.0219901345636405,0,0,0,0,0.00914085614838053,0,0
X000725.SZ,0,0,0.0143256473586223,0,0,0,0.122070503095022,0,0,0.0306856086754209,0.00806557453057056,0,0,0,0,0,0,0,0,0.005734318584747,0,0,0,0,0,0,2.16840434497101e-19,0,-0.000446366142871075,0.286164273447339,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0235529898330349,0,0,0,0,0,0,0,-0.00239071271315635,-0.0117553731835439,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144421120000169,0,0,0,0,0,0,0,0.261669184405053,0.144962015714726,0.0131912326242536,0,0,0,0.310115834711825,0,0,0,0,0,0.0868464732369828,0,0,0,0,0,0.0418734969947099,-0.0639588067566879,0,0,0,0,0,0
X300124.SZ,0,0,0.0479389691593769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452038653808148,0,0,0,0,0,0,0,0,0,0,0,0,0.185109201627316,0,-0.0714265501489392,0,0,0,0.0456853127984209,0,0.0784879391601849,0,0.0321033088497608,0,0,0,0,0,0,0,0,0,0.00928425556410455,-0.00732044806376744,0,0,0,0,0,0
X002241.SZ,0,0,0,0.233190418401555,0.237480658605965,0,0,0,0,0,0,0.0263416726210575,0,0.267970791339692,0,0,0,0.177198986061155,0,0,0,0,0,0,0,0,0,0,0,0,0.248031158903485,0,0,0,0.00297218188299488,0,0,0,0.295827393847723,0,0,0,0,0,0,0,0,0,0.193024810397875,0,0,-0.010869206904679,0.0655806458652103,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212578510032878,-0.305821885830011,0.0192314775284726,0,0,0,0.249998651432157,0.295877903534424,0,0,0,0,0,0.246925120293084,0,0,0,0,0.0204418224873843,0,0.389700168977971,0,0,0,0,0,0.0294656996725424,0,0,0,0,0,-0.110492491416436,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022234551169691,0,0,0.0391365803643942,0,0,0,0,0,0,0,0,0,0,0.0481308656175113,0.0447490067403363,0,1.73472347597681e-18,0.325229870574016,0,0,0,0,0,0,0,0.0805266904491212,-0.0892776681952583,0,0,0,0,0,0,0,0.00162810817064864,0,0,0,0,-0.00985032292659155,0,0
