,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X600584.SH,X600741.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000066.SZ,X300003.SZ,X300142.SZ,X002463.SZ,X000733.SZ,X600460.SH,X002156.SZ,X002007.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233680524542323,0,0,0,0.0115669470380885,0,0,0,0,-0.0521852421542481,0.0348468454695989,0,0,0,0,0.0352321818587232,0,0.0155245911109109,0.0603107724628083,0,0,0,-0.0124079970018524,0,0,0,0,0,-0.020592284369172,-0.00889161219266808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158486261677577,0,0.0786932031128541,0,0,0,-0.0712807212826413,0,0,0,0,0,0
X000858.SZ,0,0,0.198394125218819,0,0,0.0757352200701126,0,0,0,0,0,0.000672716651157343,0,0,0,0,0.0931092831440116,0.0777513657909417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080930462977886,0,0,0,0,0,0,0,0,0,0,0.0117569007466062,0,0,0,0,0,5.42101086242752e-20,-0.051368613806339,0,0,0,0,0,0
X000568.SZ,0,0.527790196823185,0,0,0,0,0,0.134385944420839,0,0,0,0,0,0,0,0,0.0234837354505365,0,0,0,0,0,0,-0.137290488862682,0,0,0,-0.0272569799084151,0,0.0125720995791326,0,0,0,0,0,0,0,0,0.0211235721419882,0.166793990302377,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0301741531229664,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00931123872572728,0,0,-0.109675842809557,0,0,0,0,0,0,-0.0276972391081478,0.303748837620016,0,0,-0.0573537820109905,0.188909625284943,-4.33680868994202e-19,0,0,0,0,0.279613779033701,0,0,0,0,0,0,0,0,0,0,0.073929168037794,0,0,-0.163516786918174,-0.0407044867830446,0,0,0,0,0,0,-0.00988780099305295,0,0,0,0,0,0,0
X600276.SH,0,0,-0.0227135401513877,0.054970734620843,0,0,2.71050543121376e-20,0,0,-0.14119510057258,0,0.0204492290832465,0,0,0,0,0,0,0,0,0,0,0,0,0.060899133817633,0.164881973532439,0,0.0210935939333368,0,0.191245282118841,0,0,0,0,0,0,0.050484273947969,0,0,0,-0.120417940869648,0,0,-0.350114116461006,0,0,0,0.0228092508696192,0,0,0,0.0290376962869066,0,0,0,0,0,0,0
X600809.SH,0,0,0.0284372286096522,0,0,0,0,0.229788705060601,0.113471854048733,0,0,0,0,0,0,0,0,0,0,0.0358792369881511,-0.14278174460802,0,0,0.0824196620576333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181044445034576,0,0,0,0,0,0,0,0,0,-0.362494097543704,0,0,0.37881756900028,-0.0418247482235363,0.0568339543422387,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.107075820177825,0,0,0.475066791737341,0.166755324259789,0,-0.0880330208649374,0,0,0,0,0.253511367185243,-0.459428278654221,0.0221483603624563,0,0,0,0,0,0,0,0,0,0.0322541973941275,0.0312376016464548,-0.019895904980324,0,0,0,0,0,0,0,0,0,0,-0.20809139901286,0,0,0,0,0,0,0,0,0,0,0.0577471986247076,0,0,0,0,0,0,0
X002304.SZ,0,0.206567372866173,0.113644046166089,0,0,0.0595013987329789,0.0497219797417933,0,0.0771011570970441,0,-0.0393480308781947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101021593015861,0,0.0493968968817037,0,0,0,0,0,0,0,0.133485431372952,0,0,0,0.0179293836955225,0,0,0,0,0,0,0.0294309388004286,0,-0.0111589662926032,0,0,0,0,0,0
X000651.SZ,0,0,0.374318912865849,0,0,0,0.0902597504699426,0,0,0,0.0982525049887328,0,0.0101033255547234,0.128427366805544,0,0,-0.172477647783606,0,0.160157347787525,0,0,-0.45979514814524,0,0,0,0,0,0.0404645215115426,0.100163779042471,0,0,0,0,-0.229641627335264,0,0,0.0741697382680345,0,0,0,0,0,0,0.0312664408746836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026399307876572,0,0,0,0.0971496179617387,0,0,0.0628778207074627,0.0771049534252694,0,0,0,0,0.0536796781302054,0.615886200977427,0.110269271755677,0,0,0,0,-0.0448562601297858,0,0,0,0,0,0,-0.0333910232333263,0,0,0,0.288922065189,-0.17416124487215,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
