,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X600089.SH,X000559.SZ,X000338.SZ,X600741.SH,X600372.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600177.SH,X000066.SZ,X600839.SH,X300124.SZ,X002294.SZ,X002465.SZ,X600312.SH,X000800.SZ,X600867.SH,X000869.SZ,X300003.SZ,X000016.SZ,X002074.SZ,X002129.SZ,X600582.SH,X000977.SZ,X600525.SH,X000581.SZ,X000550.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.113541188728734,0,0,0,0,0.262232377616126,0,0,0,0,0,0,0,0.0466800297882339,0,0,0,0,0.0225581413255532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802507302293728,0,0,0.258201116478453,0,0,0,0.00213556981824008,0.0448089364057795,0,-0.0290340934832486,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0753257639195356,0,0.168494676048948,0,0,0,0,0.237885954884938,0,0,-0.130532149670424,0,0,0,0,0.0496832923305314,0,0.194117020545731,0.000539941221745634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210169844971817,0,0,-0.113008354448754,0,0.0323919095560618,-0.126093003604814,0,0,0,0,0
X002415.SZ,0,0,0,0,0.312859876843625,0,0,0,0,0,0,-0.0393955498103141,0,0,0,0,0,0,0,0,0.0361878134082391,0,0,0,0.118207939132026,0,0.00689308466215995,0,0,0,0.005239492974008,0,0,0.0170457749744728,0,0,0,0,0,0.145995991068729,0.196296474489087,0,0,0,0,0,0,0,0,0.0040468599487977,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.260976827804572,0,0,0,0,0,0.134882327730178,0,0,0.243320195666969,0,0,0,0,0,0.0877539727323557,0,0,0,0,-0.058753021630894,-0.0174339125980817,0,0,0,0,-0.000475207179327245,0,0.0516407502193735,0,0,0,0,0.165543215976561,0,0.0133473227375095,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0741905612321357,0.0669680876581644,0,0,0,0,0,0,0.129618529461349,0,0,0,0,0,-0.00780649761662426,0,0,0.00570504570942656,0,0,0,0.0202054063456439,0.301501167574815,0,0,0.110755176106298,0,0,0,0,0,0,0,0,0,0.0325147247211741,0,0,0.0813964070771007,0,0,0,0,0,-0.0121151317679141,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.134236756648357,0,0.0117322280467872,0.183414106012964,0,0,0,0,0,0,0,0,0,0,-0.0872634159591864,0,0,0,0,0,0,0,-0.0214707525070551,0.314628097685578,0,0,0,0,0,0,0,0.0707975333767193,0,0,0,0,-0.0122468973453525,0,0,0,0,0,0,0,0,0,-0.0339046001386514,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0744721571824191,0,0,0,0,0,0,0,0,0,0,0,0.152331987050675,0.120266561011024,0,0.211777516567412,0,0,0.145788217077215,0,-0.123587781459934,0,-0.159063470449334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232598453280933,0,0,0.016989454461482,0,0.0347111435191915,-0.336950910450451,0,0,0,0
X002304.SZ,0,0.339862556390925,0,0,0,0.20606193655846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109222358469049,0,0,0,0,0.0257721020282096,0,0,0,0.114907943209427,0,0,0,0,0.14064259311577,0.0673608077132539,0,0,0.0126274858254501,0,0,-0.097563379635827,0,0,0,0,0,0,0.0277134551965931,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.00455532445260825,0,0,0,0,0.000173663563147767,4.33680868994202e-19,0,0.0357874443724197,0,0.352786063413714,0.294413970252772,0,0,0,0,0,0,0,0,0,0,0,0,0.0408478708314072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186940899279049,-0.0188771330960689,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0685988757689462,0,0,0,0,0,0.0237631605294518,0,0,0.127379705518405,0,0.0432138226194574,0.0553262643074442,0,0,0,0.0232335854128154,0.180494963438414,0.241078548841979,0.0317744877220122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020699457782826,0,0,0,0,0,0,0,0,0,0,0,0.0159739235812779,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.172957212789897,0,0.100666036651238,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.10468787233807,0.162695911125693,0,0,0,0,0.0107119446088082,0,0,0,0.120411024064392,0,0,0,0.0498371539650583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218640954564571,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155885480727661,0.28254386553154,0,0,0.184680593621911,0,0,0,0,0,0,0,0,0,0.0103120353816167,0,0,0,0,0.0480117864894761,0,0,0,0,0,0.000648358236315552,0,0,0,0,0,0,0,-0.000766565851341795,-0.0154156704144165,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0283252583193294,0,0,0,0.316456729521037,0,0,0,0,0,0.0502809254907407,0.349608603069568,0,0,0.0249582298852953,0,0,0.0594883653070258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556323964880467,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.158305390677816,0,0,0,0,0.176831034947326,0,0,0,0.0405058255883101,0,0.097084778311263,0,0,0,0,-4.33680868994202e-19,0.0607591554845062,0,0.00433765111416236,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.215698079265171,0,0,0,-0.0179737374609481,0,0,0,0,0,0
X600066.SH,0,0.310370014641199,0,0,0.0520445100815709,0,0.312647981352441,0.135926216311932,0,0,0,0,0,0,0,0,0,0,0,0.114594504058129,0,0,0.0616909158917012,0,0,0,0.0747477775811441,0,0,0,0.0804505593259391,-0.0471445980841719,0,0,0,0.0110870077047268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373966925267468,-0.0587434819950732,0,0,0,0,0,0
