,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600690.SH,X600809.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X000157.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002007.SZ,X002179.SZ,X002371.SZ,X300142.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X601799.SH,X300003.SZ,X600183.SH,X002074.SZ,X000800.SZ,X000799.SZ,X300146.SZ,X000066.SZ,X002008.SZ,X600089.SH,X600707.SH,X000977.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.189384871127689,0,0,0,0.173025986904771,0,0.0185860248282917,0,0,0.0460460121239563,0,0,0,0,0,0,0,0,0,0.0795686591263311,0,0,0,0,0,0,0,0,0,-0.126943479925038,0,0,0,0,0,0.128745194602272,0,0,0,0,0.0304959417130869,0,0,0,0,0,0,0,0,0,0,-0.0244086917470463,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.330907652206182,0,0.00919917676465048,0.148966066505142,0,0.0961451945307415,0,0,0,0,0,0,0,0,0,0,0,0.0194781532155457,0,0,0,0,0,0,0,0,0,0.00124775063990408,0,0.0325750042347871,0,0,0,0,0,0,0.118790025830592,0,0,0,0,0,0,0,0,0,0,-0.0222828762904498,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0720247988651711,0,0,0.0397621451398318,0,0,0,0,0.0240799675168519,0.00564880245449041,0,0,0,0,0,0,0,0,0,0,0,0.230428816808456,0.103409096193817,0,0,0.540895975075512,0,0,0,0,0,0,0,-0.057036907703983,0,0.0435475693173177,0,0,0,0,-0.146162040676683,0,0,0,0.00707852451848696,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0353232568598342,0,0,0,0,0,0,0.0558772977544657,0,0,-0.00652992972525619,0.0497535686917743,0,0,0,0.0184563490457069,0,0,0,0,0.196980749158341,-0.085579261462482,0,0,0,0,0,0.121383830612871,0,0,0,0,0,-0.162993356250059,0,0.0123438774620467,0,0,0,0,0.152322037987533,0,0,0.00942498387721098,0,0,0,-0.0110313531778965,0,0
X000651.SZ,0,0,0,0,0,0.0827228964948299,0,0.148429008724516,0.0518392588110218,0,0.0603241065647615,0,0,0,0,-0.0224713195166657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455464237779094,0,0,0.117472275269217,0,0,0,0,0,0,0.00309309291025909,0,0,-0.136407159888216,-0.0400802368287117,-0.00789815552214917,0,0,0,0,-0.0495607021225317,0,0
X000568.SZ,0.0597767146929218,0.585375258658165,0.0279844644595181,0,0,0,0,0,6.93889390390723e-18,0,0.0749806413915194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303861215521883,-0.0179687967466948,-0.0404555441199069,0,0,0,-0.0396857809162644,0,0,0,0.0347901285868402,-0.0669306012117121,0,0,0,0,0,0
X600031.SH,0,0,0.0797847994609943,0,0,0,0,0.074427598396272,0.233216710293746,0,0.00307604960953922,0,0,0.00264239320133305,0,0,0,0,0,0,0.0671876633015487,0.218497193464687,0,0,0,0,0,0,0,0,0,0,0,0.162885055436369,0,0,0,0,0,0,0,0,0,0,0,-0.065705785780451,0,0,0,0,0,-0.0121755581017198,0,0,0,0,-0.00953805250981336,0,0
X600690.SH,0,0,0.227943058421023,0,0.0166055769034215,0.0319224145111312,0,0,0.30671082491012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529078567665916,0.191629326471973,0,0,0,0.00948675196629216,0,0,0,0,0,0,0,0,0,0,0,0.0256154084099799,0,0,0,0,-0.0388452620560017,0,0,0.0452341527769566,0,0,0,0,0,0,-0.0493670084623508,0,0
X600809.SH,0,0,0,0,0,0,0.31940572673339,0.00332576544933569,0,0,0,0,0,0.0947349797601622,0,0,0.0549978793366173,0,0,0,0,-0.0240766276363146,0.245969016471928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514536584703243,0,0,0,0,0.166380020855497,-0.0238565055566533,0,0,0,0,0,0,0,0,0,-0.0604068532478315,0,0,0,0,0,0
X002475.SZ,0,0,0,0.165095798477203,0,0,0,0,0.00634666226395773,0,0,0,0,0,0,0,0,0,0,0,0.0808390145563161,0,0,0.444045417101179,0,0,0,0,0.040237921765847,0,0,0,0,0,0,0,0.0274028357007731,0,0.104175455033106,0,0,0,0,0,0,0,0,0,0,0,0,0.0088958384141574,0,0,0,0,0,0,0
