,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X000338.SZ,X600271.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600487.SH,X002236.SZ,X600809.SH,X000661.SZ,X600867.SH,X000100.SZ,X000596.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X600066.SH,X300142.SZ,X600566.SH,X600498.SH,X002179.SZ,X002294.SZ,X000157.SZ,X002007.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600522.SH,X002049.SZ,X000869.SZ,X600177.SH,X600089.SH,X002371.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.264398930121294,0,0,0,0,0,0,0,0,0,0,0.0638262258938337,0,0,0,0.141272831663751,0,0,0,0,0,0,0,0,0,0,0,0.0134790886477488,0,0.123840802364953,0,0,0,0,0,0,0,0,0.000814037421917354,0,0,0,0,0,0,0,0,0,0.00212843394246051,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0466161427241203,0,0,0,0,0,0,0,0.217355175750662,0.545531427524193,0,0,0,0,0,0.00615975712459995,0,0,-0.110842365540837,0,0,0,0.0170452614910134,0,0,0,0,0,0,-0.120548847178,0,-0.00202006316801033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331372079657544,0.0181233020502054,0.0353854756158247,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0925529838018869,0,0,0.167815156088972,0.0412397298156588,0,0,-0.00287124648870989,0,0,0,0,0.00641333490579811,0,0.129769141363653,0,0.0623233820530847,0,0,0,0.337784760948896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323435678232525,0.0202426237105899,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0765448028894973,0,0,0,0,0.0499548684493243,0,0.13222310047018,0,0,0,0,0,0,0,0.16560917334621,0,0,0,0,0,0,0.0540605977592691,0,0.197712996757079,0,0,0.357085721783752,0,0.0393016487503661,0.109816726104076,0,0,0,0,0,0,0,0,0,0.0725626588541783,0.0237201479387004,0.0315061228802342,0,0,0,0,0,0
X000858.SZ,0.182984019551419,0,0,0,0,0.193323602140309,0.346280409187231,0,0.0139592009656248,0,0,0,0.163500047933029,0,0,0,0,0,0,0,0,0,0,0.0596058296182227,0,0,0,0,0.0977401708932938,0,0,0,0,0,0,0,0,0.00366171335675074,0,0,0,0,0,0,-0.0186648399931917,0,0,0,-0.00445684005077957,0,0,0.00833886073048085,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0383755750436794,0,0,0,0.106413054949118,0,0.0292948203142773,0,0,0,0.008806370663269,0,0.182792755699887,0,0,0.229051370037975,0,0,0.0208274469803843,0,0,0,0,0,0.0420670454259383,0,0,0.00759310284114234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155941629764772,0.0210788117140434,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0473492322273327,0.644884497385391,0,0,0,0,0,-0.108699185765182,0,0.178773216012059,0,0,0.109052280551035,0,0.0513189885690558,0,0,0,0,0,0,0.0793670543389329,-0.000378936075673402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971838689158963,0,0,0,0,0,0,0,0,0,0,-0.00543629711449484,-0.0129646813630475,0,0,0,0,0,0
X000725.SZ,0,0,0.0529889503214435,0,0.0202566089810581,0,0.052446738951178,0,0,0,0,0,0,0,0,0,0,0,0,0.00134254298638679,0,0.00638343032540744,0,0.0138288130841662,0,0,0,0.190238541193361,0,0,0,0.061697682846229,0,0,0,0,0,0,0,0,-0.0906259739207238,0,0,0.474029460866894,0.124601374794923,0.0325822213305352,0,0,0,0.00997671232164094,0,0,0.00842039096930219,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.314145821021161,0.289701779878727,0,0,0,0.153879776728869,-0.117431659043287,0,0,0,0,0,0,0,0,0,0,0.0853906612428944,0,0.0784743128047425,0,0,0.142152531791199,0,-0.0189559920897976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562203104714368,0,0,0.0119740581052735,0.00523673625241029,0,0,0,0,0,0
X002475.SZ,0.159695623681998,0.0700601231579841,0,0,0,0,-0.0883277161574431,0,0,0,0.0337199262454466,0,0,0,0,0.176768195920009,0,0,0,0,0,0.317061290379526,0,0,0,0.21254377725507,0,0,-0.118099822312142,-6.93889390390723e-18,0,0,0.0216575493508944,0,0,0,0,0,0,0,0,0,0,0,0.16781074641552,0.105526278839037,0,0,0,0,0,0.0115480650390065,0.0305363208607819,0,0,0,0,0,0
