,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X600741.SH,X300003.SZ,X002007.SZ,X600183.SH,X002371.SZ,X000100.SZ,X000596.SZ,X000977.SZ,X002241.SZ,X300014.SZ,X601877.SH,X000625.SZ,X002236.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X002463.SZ,X002129.SZ,X600498.SH,X002456.SZ,X002179.SZ,X002223.SZ,X600271.SH,X000066.SZ,X600118.SH,X300136.SZ,X600487.SH,X600584.SH,X002414.SZ,X600522.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.238737690662527,0.239770516968877,0,0,0,0,0,0,0,0,0,0.115965900133012,-0.0964814576371511,0,0,0,0.198564110067704,0,0,0,-0.0444718052683001,0,0,0,0,0,0.162819005748327,0,0,-0.206445656845617,0.0766564754581686,0,0,0,0,0,0,0,0.0295375627426019,0,0.0241196220705983,0,0,0,0,0,0,0,0,0,-0.0548560577085947,-0.00413619101793842,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0561214925427137,0,0,0,0.0784488709086265,0,0,0.393748902307468,0.0943652008311504,0,0,0,0,0,0,0,0,0.000407907379586424,0,0.202185532901646,0,0,0,0,0.0429609945217257,0,0,0,0,0,0.00686263064263721,0.00825391094930781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113622597284792,0,0,0,0,0,0
X600276.SH,0.0828098999742982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763848692569589,0.0570229572936112,0,0.0646997500541106,0,0,0,0,0,0,0.0166018536462043,0.00205157611832904,0.122019419552736,0,0,0,0,0,0,0,0,0,-0.0342744543737138,0,0,0,0,0,0.0101825994237144,0,0,0,0,0,0,0,0,0,-0.00369709253791499,0,0,0,0,0,0
X000651.SZ,0,0.0133731865537933,0,0,0,0.0476216156065768,0,0,0,0,0,0,0.240007617668395,0,0.159577960812321,0,0,0,0,0,0,0,0,0,0.0100568226266642,0,0,0,0,0,0,0.204140312310044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142326612903049,0,0,0,0,0,0
X002415.SZ,0,0.0716883038621652,0,0,0,0,0.00811984887090442,0.19494511271288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860559742399018,0,0,0.0470894231552051,0,0.11114172467997,0,0,0,0,0,0,0,0,0,0,0.207919135884583,0,0,0.0669159475587399,0,0,0,0,0,0,0,0.0287583940866962,0.000283457004109222,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.607682468175449,-1.38777878078145e-17,0,0.0294706893867965,0.00161643629322559,0,0,0.0729703707219163,0,0,0,0,3.46944695195361e-18,0.0264295215926175,0.0905366442719699,-3.46944695195361e-18,0,0,-1.38777878078145e-17,0,0,0,0,0,0.000155702393588773,0,0,0,0,0,0.0901848092978551,0,0,0,0,0,0,0,0,0.202633077246588,-0.0530896090108663,0.0346284083298325,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0502311054691243,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447712932754283,0.065203625042229,-0.0747098881818375,0,0.134395263807708,0,0,0.193368300438275,0,0.0322086654387831,0,0,0,0,0.0166898371085307,0,0.528756279227303,0,0,0.0538109365144038,0,0,0.0675382072230287,0.1720015332215,0,0,0,-0.170542935167322,0,0,0,0,0.0379144947098641,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.2698228997597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202841238795119,0,0,0,0.0130737423638405,0,-6.93889390390723e-18,0,0.242834419164354,0,0,0,0,0,0,0,0,0,0,0,0,0.00601210854902912,0,-0.0543310608983847,0,0.277873403328131,0,-6.93889390390723e-18,0,0,0,0,0,-0.0225629478728899,0.0169708537354247,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0130095046344111,0,0,0,0,0,0.0221557439641292,0,0,0,0,0,0,0,0,0,0.0954943905488943,0.199857081468137,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0261291546752193,0,0,0,0.139853700082025,0,0,0,0.069813919386097,0,0.155574696210072,0,0,0,0.0663571928964806,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0792413310198046,0,0,0,0,0.0157890901890644,0.054910539604075,0.0708193310636987,0,0,0,0,0,0,0,0,0,0.0775012238123813,0,0,0,0,0.0812305532578993,0,0,0.458311970916462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
