,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X600271.SH,X002236.SZ,X300142.SZ,X300124.SZ,X002179.SZ,X002008.SZ,X000625.SZ,X002241.SZ,X002506.SZ,X600183.SH,X002371.SZ,X600498.SH,X600177.SH,X600867.SH,X600487.SH,X000977.SZ,X000050.SZ,X300014.SZ,X600066.SH,X300146.SZ,X000066.SZ,X600118.SH,X600522.SH,X600372.SH,X600566.SH,X600776.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.106452596942498,0,0,0,0,0,0,0,0.173927426053368,0,0,0.149929886415311,0,0,0,0,0,0,0,0,0,0,0,0,0.177503750966951,0,0,0,0,-0.0378927201985018,0,0,0,0,0,0,0.0724817418607138,0,0,0,0,0,-0.105597308456816,0,0,0,0,0,0,0,-0.00840465915850275,0.0403716203991305,0,0.297394142126804,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00455671758121032,0,0.339664584813104,0,0,0.102629351932569,0,0,0,0.21078387488754,0,0,0,0,0,0,0,0,0,0.0601850667474442,0,0,0,0,0.0390146588310716,0,0,0.115226696771279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219597253848963,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.48868093863646,0.086688894321275,0,-0.0382950914655143,0.210637672531377,0,0.0893413334775608,0,0.182074600148387,0,0,0.245068299444363,0,0,0,0,-0.0258221893268026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149182598990295,0,-0.00727911010251096,-0.0612073757435541,0,0,0,0,0,0,0,0,0,0,0.00194411614545909,0,0,0,0,0.0164399878459452,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.00542379151637744,0,0,0,0.176694496177458,0,0,0,0,0.256016745971439,0,0,0,0,0,0.00808811527198246,0,0,0.0318434720095175,-0.131474965070292,0,0,0,0,0,0,0,0,0,0.143624368209401,0,0,-0.00900833088952438,0.0976800496038261,0,0,-0.0334360684251311,0,0,0,0.220030616611473,0,0,0,0.00320976154176099,0,0,0,0,0,0
X600104.SH,0,0,0.0593043040275354,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.283359289346245,0,0,0,0,0,0,0.143243857110064,-0.0142520401815161,0.0588945885534333,0,0,0,0,0,0,0.231214383640928,0,0,-0.00155723641387549,0,0,0,0,0,0,0,0.0148837370578245,0,0.0152547937675142,0,0,-0.00156526504693518,0,0,0,0,0.00520408679117841,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.284188476023739,0,0,0,0,0,0,0,0,0,-0.0905369343270495,0.110911624810066,0,0.545738659191053,0,0,0,0,0,0.170754689912868,0,0,0,0,0,0,0.16797097812152,-0.155559869496331,0,-0.0747845423260348,-0.0473738385716205,0,0,-0.00819898559292122,0,0,0,0,-0.0235459563855843,-0.0128545678948663,0,0,0,0,0.0149514352785952,0,0
X002304.SZ,0,0,0.21272737429929,0,0,0,0,0,0,0.0727827176689022,0,0,0,0,0.0205099400904154,0.0963707549564816,0.0891388825379679,0,0,0,0,0,0,0,0,0,0.00856461384881679,0,0,0,0,0,0.0194171511583268,0,0.065650609258026,0,0,0.103792043051804,0,0,0,0,0,0.0282686408030442,0,0,0,0,0,0,0.108323220793313,-0.0169466216468491,-0.065293397028722,0,0,0,-0.0222034583077111,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0493762424850459,0,0,0.260402351665067,0,0,0,0,0,0,0,0,0,0,0,0,0.0137753825303286,-0.0732218313101006,0.268047033267459,0,0,0,0,0.0963547237588082,0.17338546066785,0,0,0,0,0,0,0,0.0725455649293505,-0.0375768884890457,0,0,0,0,0,0.0915104935902341,0.327456250758778,0,0.0498383783165893,-0.112601159530788,0,0,0,0,0,0
X000725.SZ,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0224647969230842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345966187495521,0,0,0.188994757812406,0,0,0,0.0574094549046336,0,0.375989367723496,0,0,0,0.0434971261053202,0,0,0,0,-1.0842021724855e-19,0,-0.0075144768055797,0,0,0,0,0.0307287904285457,0,0
X000568.SZ,0,0.343977058090308,0,0,0,0,0,0.030544379146653,0,0,0,0,0.00459970042188448,0,0,0,0.201656564288992,0,0,0,0,0,0.0488933603670892,0,0,0.00835491461415467,0.0264704049047063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113237488442474,0,0,0,0,0,0,0,0,0,-0.0188362782234625,-0.0406433207550831,0,0,0,0,0,0
X600031.SH,0,0,0.345604195776471,0,0,0,0,0,0,0,0,0,0,0.157577386625024,0,0,0,-1.73472347597681e-18,0,0.157176679343149,0,0,0,0,0,0,0,0,0,0,0.0593518417160272,0,-0.0613189876639613,0,0,0,0,-0.0261062095710196,0,0,0,8.67361737988404e-19,0,0,0.0807272443043234,0,0,0,0,0,0,-0.0140193753882987,0.00936420360508792,0,0,0,0.101971509142589,0,0
X600690.SH,0,0,0,0,0,0.105317620471435,0,0,0,0,0,0,0,0,0.262543966456515,0.152702620697154,0,0,0,0,0,0,0,0,0,0.0441179668312777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058955069111822,0,0,0,0,0.0333754025959282,0,0
X002475.SZ,0,0,0.114057701715231,0.0679798784212916,0,0.259833897879299,0,0.247852863841199,0,0,0,0,0,0,0.0315813137663035,0,0,0,0,0,0,0,0.19558532861134,0,0,5.55111512312578e-17,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0916686413843357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203482461264701,0,0,0,0,0,0,0,0,0,0.348888534137412,0,0.257605500650764,0,0,0,0,0,0,0,0,-0.0334282732059641,4.33680868994202e-19,0,0,0,0.0501216162782886,0,0
X600741.SH,0,0,0.0727060075477597,0,0.0362296233696222,0,0.0907688472047794,0,0,0,0,0.300557986506662,0.21395544793504,0,0,0,0,0,0,0,0,0,0.0565204497729772,0,0,0,0,0,0,0,0.031559397548681,0,0,0,0,0,0,0,0,0,0,0,0.0565289041348193,0,0,0,0,0,0,0,0,0,0.01036104355502,0,0,0,0.0231353328013202,0,0
X000596.SZ,0.0863155915877221,0,0,0,0,0,0.0567571504323994,0,0,0.601139550487545,0,0,0,0,0,0,0.187593669324103,0.150106487242156,-0.0993008398334937,0,0,0,0,0,0,0,0.0562953408686267,0,0.105830550077501,0,0,0.173497000493976,0,0,-0.104805637956334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797801909230466,0,8.67361737988404e-19,-0.0409520795459581,0,0,0,0,0,0
