,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600522.SH,X600702.SH,X600460.SH,X000157.SZ,X600584.SH,X600884.SH,X300003.SZ,X000800.SZ,X000799.SZ,X600487.SH,X000066.SZ,X002414.SZ,X002294.SZ,X601799.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.270964433134943,0,0.0105880246732683,0.3630911601689,0,0.0677751585379661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166519572362719,0,0.22323159583836,0,0,-0.0412663114768425,0,0,0,0,0,0,0.124236086946117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312578166325948,0,0,0,-0.0066924185385136,0.0113516602663598,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.504585257715256,0.0460580280475021,0,0,0.220141742192594,0,0.113968776973994,0,-0.0234919565339733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245257944368818,0,-0.00405861047812907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014551555468559,-0.0479069438220703,0,0,0,0,-0.0216807798572417,0.00139561647737252,0,0,0,0,0,0
X600809.SH,0.327414689189141,0,0,0,0.493995228761607,0,-1.73472347597681e-18,0,0,0,0,0,0.00966137832320004,0,0,0,0,0.1038745171152,0,0,0,-0.164901050561077,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0402093788697891,-0.0434773404910385,0,0,0,0,0.059834903800434,-0.0115338634168721,0,0,0,0,-0.044781262044403,0.0321738325699927,0,0.0427848065051352,0,0,0,0,0,0.00798804683448569,0,-0.0420078561800516,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11311518591454,0,0,0,0.0693507011691455,0,0,0,0,0,0,0,0,0,0.027461827849427,0,0.0806219047277497,0,0,0,0,0,0,0,0,0,0,-0.0205724470013552,0,0.137069859188247,-0.0468122641572081,0.148698878989196,0.0172322189059086,0.17218632396949,0,0,3.46944695195361e-18,0,-0.0326036184969302,0,0,0,0,0,0
X000568.SZ,0.390664859274273,0.0459596041895595,0.780279134966505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967121079308602,0,0,0,0,0,0,0,0.0539022170748049,0,0,0,-0.0523327912644115,0,0,0,0,0.0344717367323587,0,0,-0.0424316775825713,0,0,0,-0.0236475907349536,0.0360776546138921,0,0,0,0,0,0
X600276.SH,0,0.0450998327978284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123568214805312,0,0,0,0,0,0.183713353883029,0,0,0,0.0321146354418439,0,0,0,-0.0809759432085018,0,0,0,0,0,0.197597585106344,0,0,-0.147695304828553,0,0,0.062289621143319,0,0.0127018436132599,0,-0.0137565661459241,0.0142396476979599,0,0,0,0,0,0
X600690.SH,0.0978764439967101,0,0,0,0.123478987340807,0,0,0,0,0,0.270592063287082,0,-0.0776290653596564,0,0,0,0.191453297938903,0,0,0,0,0,0,0,0,0.0109613416614343,-0.0507147999107991,0,0.000528274126965437,0,0,0,0,0,0,0.0865313283990616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151514425003949,-0.00623937394993587,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0984275579445134,0.130996495559362,0,0,0.19229834568824,0,0,0,0,0.0221582536263048,0,0.112699204056951,0,0,0,0,0,0,0,0.0327235748077641,0,0,0.275263711930989,-0.0837202940796466,0,0,0,0,0,0,0,0,0,0.0281268197546904,0,0,-0.0481046863775801,0,0.0300600495506574,0,-0.101573136705204,0,0,-0.0145912992680029,-0.0105559895467147,0,0,0,0,0,0
X002304.SZ,0,0.397592902281048,0,0,0.0105899390377593,0,0,0,0,0,0,0,-0.0772174070658447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167175959675976,0,0,0,0,0,0,0,0,0.0407117010641665,0,0,0,0,0,0,0,0,0,-0.140736391447865,0,0.123201101144588,0.00366716555592164,0,-0.0221950716594444,-0.0282238843104978,0,0,0,0,0,0
X300124.SZ,0,0,-0.0417008555151293,0,0,0,0,0.520051395396629,0,0,-0.0766414146160429,0,0,0,0,0,-0.0236505348812935,0,0,-0.0897966129637257,0,0,0,0,0,-0.0771082911244857,0,0,0,0,0,0,0,0,0.151785306702797,0,0,0,0,0,0,0,0,0,-0.0532559201037981,0,0,0,0.0682389041448187,-0.0283537305346681,0,0.0099006318834707,0.002283224217103,0,0,0,0,0,0
