,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X600741.SH,X000977.SZ,X600372.SH,X600066.SH,X002049.SZ,X002028.SZ,X002241.SZ,X000661.SZ,X000921.SZ,X600584.SH,X600522.SH,X002129.SZ,X601877.SH,X000800.SZ,X600566.SH,X601799.SH,X600183.SH,X002223.SZ,X600060.SH,X002007.SZ,X600177.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.206235507613511,0.142188842368987,0,0.0619654863906168,0,0,0.134136823662117,0,0,0,0,0,0,0,0,0,0.0985422733041445,0,0,0.018593922823199,0,0,0,0,0,0,-0.0757971249942149,0,0,0,0,0,0,0,0.0607838860608208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.472612841685299,0,0,0,0,0,0,0,0,0,0.0933528229885628,0,0,0.0607892482205284,0,-0.0505114430127452,0,0,0,0,0,0,0,0.0494512726720756,0,0,0,-0.0238381435184048,0,0,0,0,0,0.0294926203189242,0.0597227062388068,0,-0.0095952212709994,0,0.0429276242737859,0,0,0,0,-0.00541950186414647,0,-0.0477825918442286,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.123986925177189,0.0787473590146711,0,0,0,0,0,0,0,0,0,0,-0.0866754055652254,0.0972734538593154,0.126847543591,0,0,0,0,0,-0.0571639960526623,0.0486510769063672,0,0,0,0,0.00406763799381456,0,0,0,0.113469178896085,0,0,0,0,0,0,0,0,0,0,-0.0139169107901373,0,0,0,0,0,0
X600809.SH,0.45869707874513,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.197009065999152,0.0178294748617103,0,0,0,0,0,0.293714167514544,0,-0.100097721903862,0.111692658517999,0,0,0,0,0,0,0,0.0437773627110128,0.0558758221395542,0,0,0,0,0,0,0,0.0161061785420841,0,0,0.0575504151065141,0,-0.265911303470113,0,0,0,0,0,0,-0.00739125457657843,0,0.105816072048333,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0640628773024502,0,0,0,0,0,0,0,0,0,0,0,-0.208442644007972,0,0,0.120869538731117,0,0.0341635340619999,0.0353941732934488,-0.132223564764468,0,0,0.0599079321095045,0,0,0,0,0.00790660767253693,4.33680868994202e-19,-0.0234584939393981,0.334880029331519,0,0,0,0,0.0425485572311078,0.0108206410119142,0,0,0,0.153252993132482,0,0,0,0,-0.000406938055390461,0,0,0,0,0,0
X600690.SH,0,0,0.0246530257855363,0,0,0,0,0.168679706770918,0,0,0,0,0,0,0,0,0.0933694142984572,0,0,0,0,0,0,0,0.12144437989072,0,-0.131861829120689,0,0,0,0,-0.0508879903777945,0,0,-0.0136194925854104,0,0.249926430660633,0.0439961355779155,0,-4.33680868994202e-19,0,0,0,0,0.0450366518410429,0,0,0,0,0,0,-0.0232539031426335,0,0,0,0,0,0,0
X000568.SZ,0,0.852373614187211,0,0.101392399216785,0,0,0,0,0,-0.00070855719002689,0,0.019902462614802,0,0,0,0,0,0,0,0,0.105901026770246,0,0.126177416121666,0.065574981206598,0,0,-0.158770047541446,0,0,0,0.0158680923712874,0,0,0,0,0,-0.0357855444470179,0.0298722578050154,0,0.0340265759708376,0,0,0,0,-0.0318777449224388,0,0,0,0,0,0,0,0.0354346923936968,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0075867305223305,0.183879880100711,0.1049649434537,0,0,0,0,-0.11081958340363,0.168122477005839,0,0.069144139890244,0,0,0,0,0,0.0749052949832977,0,0,0.229188442559975,0,0,0,0,0,0,0,0,0,0,0,-0.132057748931985,0.120314664272036,0,0,0,-0.18363891547832,0,0,0,0,0,0,0,0,-0.0287041679665274,0,0,0.0414736571829941,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0920845814405933,0,0,-0.17935868142667,0,0,0,0,0,0,0,0,0,0,0.0998578782403998,0,0,-0.0209004043710159,0,0.0534744882023193,0.102466554148419,0,-0.0438823448177923,0,0,0,0,0,0,0,0,0,0,0.136122597564679,0,0,0,0,0,0.35688835112776,0,0,0,0.09421654774374,0,0,0,0,0,-0.123365248071228,0,0,0,0,0,0
X002475.SZ,0.136536516891174,0,0,0,0.0413724526528713,0,0,0,0,0,0,0.00803117565513669,0,0,0,0,0,0,0,0,0,-0.0623738047441162,0,0,0.322362544850635,0,0,0,0,-0.109548716053029,0,-0.101321442146881,0,0,0.317924232442236,0,0,0,0,0,0,0,0,0.19544237098057,0.196753211257467,0,0,0,0,0.0389581214523778,0,0,-0.0388289802545421,-0.215561065826824,-0.0168778621374697,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00389142232807596,0,0.0668817445137217,0,0,0.122834955344749,0,0.0313938726468845,0,0,0,0,0,0.0301526342498213,0,0,0,0,0,0,0,0,0,0,0,0.0346496287745671,0,0,0,0,0,0,-0.0481949972004464,0.0571648292705535,0,0,0,0,0,0,0,0,0,0.010516992971013,0,-0.0605748438018359,0.0573416296078447,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.201126199276381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110879912443308,0.169054079440916,0,0.195861457395619,0.0703158312245883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146876763620502,0,0,0,0,0,0,0.0492637076106424,0.209275869408315,0,0,0,0,0.476659360525727,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0.20776779787734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177552061023944,0,0,0,0,-0.0680203000182457,0,0,0.32994035745895,0,-0.0349604424353518,0,0,-0.0012450216118224,0,0,0,0.0803784215459075,0.00397701301818462,0,0,0.095886995945834,0,0,0,0.0502511867713593,-0.0928009281943837,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174418318406483,0,0,0.188128917317113,0,0.142763023430732,0,0,0,0,0,0.144249308344834,0,0.0227986573960386,0,0.00533812298253869,-0.184530667191904,0,0,0.01559600652923,0,0,0,0,0,0.197015571028902,0,0,0.0263789707238809,0,0.099001103904425,0,0.159817877283059,0,0,0,0,-0.0616698310249359,0.111804670217029,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0522069920511083,0,0,0.0843728394001623,0,0.0114448597766138,0,0,0,0,0.0171833587535056,0,0,0.207561398654106,-0.049319237396466,0.00644151300049904,0,0,0,-2.16840434497101e-19,0,-0.0543581092318106,0,0.288040610269851,-0.143049837694049,0,0.0969089467693372,0,0,0,0,0,0,0,0,-0.0311642019715973,0.0882912404218845,0,0.0251946284693862,0,0,0,0,0,0,-0.0132932550771325,-0.157005949557088,0,0,0,0
X000725.SZ,0,0,0,0,-0.019182970445064,0,0,0,0.00749065002286652,-0.006977130749385,0,0,0,0,0,0,0,0.0163150642176546,0,0.0982354170598349,0.287428229585532,0,0,0,0,0.0809330991875559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446781882923431,0,0,0,0.0157243818790302,0,0,-0.00623816062678915,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0315506822242402,0,0.0223764745435583,0.134987455424962,0,0,0,0,0,0,0,0,0,0,0,0,0.03098710698205,0,0,0.181709820445769,0,0,0,0,0.0126784382766992,0,0,0,0,0.0410633506040183,0,0,0.0306549681743798,0,0.0261610532620762,0.0561459736788214,0.0214198745541344,0,0,0,-0.0679073121221252,0,0,0,0,0,0,0,-0.00930786878176469,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0551044722016407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962571209354945,0,0,0.127362507413117,0.00670872501279419,0,0.30048561326903,0,0,0,0.126937937147,-0.0323245305411296,0.273097517117362,0.0647586586139671,0,0,0,0,0,0,0,0,0.129928849239543,0,0,0,-0.0564153504961178,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0512315758314956,0,0,0,0,0.120312809469139,0,0.0530125765661096,0,0,0,0,0,0.0332164831424269,0,0,0,0,0,0.0164595372443474,0,0,0,0,0,0.101037696566579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.086191212142238,0.0787683396169031,0,0,0,0,0,0
X000596.SZ,0,0.151376846516215,0,0.14619103166138,0,0,0.396287363731737,0,0,0,0,0.0497033609034351,0,0,0,0,0,0,0.0372644128672663,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00535064568767512,0,0,0,0.014506461557266,0,0,1.73472347597681e-18,0,0,0,0,0,0.0974032542082343,0,0,0,0,0,0,0,0.0125877841604231,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525019267634037,0,0.0499543896718533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248527540408128,0,0,0,0,0.00293530206048859,0,0.113184799348578,0,0,0.0677561961656157,0.112419064999004,0,0,0,0,0,0,0,0,0,-0.00162935698160061,0,0,0,0,0,0
