,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X600460.SH,X600741.SH,X600884.SH,X000733.SZ,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X601799.SH,X600563.SH,X002236.SZ,X600584.SH,X002176.SZ,X600487.SH,X002414.SZ,X000800.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0182816194176019,0,0.20977850807494,0,0.0415596846664432,0,0,0.0811767243350725,0,0,0,0,0,0,0,0,0.067368137919296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296140444649644,0,6.93889390390723e-18,0,0,0,0.0037447141259839,0,0,0,0,0,-0.0164960724500316,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0569258322607217,0.365700354609775,0,0,0,0,0,0,0,0,0,-0.0149338651430611,0,0,0,0.0120779943191209,0,0,0.0274132926345089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133440003490857,0,0.145505357590361,0,0.0447078594534988,0,0,0.0367947120365899,0,0,0,0.0138628778470442,-0.0657064158496587,0.00887878786266384,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.659063590454761,0.0375081850846809,0,0,0,0,0,0,0,0,-0.0343427308402458,0,0,0,0,0,0,0.060072423876276,0,0,0,0,0,0,0,0,0,0,0,0.0610092644224244,0.00930032474076084,0,0,0,0,0.0322616665323507,0,0,0,0.0162525683969776,0,0,-0.205973259058401,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.234137366951302,0,0,0,0.0462737643883884,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.066070386115365,0,0,0,0,0,0.0133910549946156,0.018641253676697,0,0,0,0,0,0,0,0,0,0,0.384853840543426,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257187534767376,0,0,0,0,-0.0426324663141848,0,0
X002415.SZ,0,0,0.0642098606198604,0,0,0.445134237584694,0,0,0,0,0,0,0,-0.15691345810782,0.143709838356466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228831112508818,0.741618825718551,0,-0.0327992281772899,-0.00368895380916943,0,0,0,0,0.122115583691693,0,0,0,0,0,0,0
X002304.SZ,0,0,0.104765387022861,0,0,0,0,0.0848743524474139,0,0,0,0,0,0,0,0,0,0.0170056002797733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575188508066073,0.0631295615891895,0,0.320032448979383,0,0,0,0.0286378599492982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156891671388367,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218043717680267,0,0,0,0,0,0,0,0,0,0.172679598502425,0,0,0.069294375080204,0,0,0,0,0,0,0,0,0,0.0777463830679846,0,0,0,0.121525557375688,0,0.0845426841149724,0,0,0,0,0,0,0.0730903795357415,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0196278136396715,0,0,0,0.211227232694002,0,0,0,0,0,0.0548505160157042,0,0.121931451772092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943305430663919,0,0,0,0,0,0,0.0397082595989155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182073785300123,0,0
X002475.SZ,0,0,0.0904950973822028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885518193855718,0,0,0,0,0.0973224531536689,0,0,0,0,0.0464582762529101,0,0,0.00150786216765328,0,-0.0794752034319274,0.125111560993362,0,0,0,0,0,0,0.399870704274817,0.0850868124744216,0.0234314736203984,0.15434976546008,0,0,0,0,0,0,0,-0.065990922379381,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538534218195737,0,0.115289191261279,0,0,0,0,0.0787110003129287,0,0.147233387395713,0,0,0.0741412815222006,0.0184653074115801,-0.113167153246261,0,0,0,0,0,0,0,-0.0494869265439143,0,0,0,0,0,0,0.0447666532619114,0,0,-0.0387092138208872,0,0,0,0,0,0.0099963125455791,0,0.0659062329085952,0,0,-0.00174496002567341,0,0
X600104.SH,0,0,0,0,0,0,0.067952332229819,0,0,-0.0375449453540084,0,0,0.100613780564981,0,0,0,0,0,0,0,-0.0264351639665713,0,0,0,0,0,0,0,-0.0935842522979489,0,0,0,0,0,0.345155178529364,0,0,0,0.165489842971987,0,0,0,-0.0902561239577977,0,0,0,0.139366514163214,0,0.104013024840589,0,0,1.35936391757087e-05,0.0364236884361083,0,0,0,0.0372509439821429,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.14450530303843,0,0,0,0,-4.33680868994202e-19,0,0,0,0.124977835513846,0,0,0,0,0.0226615068150249,0,0,0,0,0.0880634167913561,0,0.0827996670127275,0,0,0.0304435193237527,0,0,0.0384212287945477,0,0,3.46944695195361e-18,0,0,0.136422827111004,0.0178816813558085,0,0,0,0.105085691266721,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.074357473400913,0,0,0.0721392249076275,0,0,0,0,0,0,0,0.00963995018603094,0.0227510223392253,0,0,0.06034442280588,0.0119762727926819,0,0,0,0,0.339635237652605,0,0.0259706291890699,0,0,0,0,0.131832814848788,0,0,0.0853353921958735,0,0,0,0,0,0.0593183192411381,-0.0389138885625777,0.0931110163887045,0,0,0.120416886666748,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.0275762191313639,0,0,0,0,0,0,0,0,0,0,0,-0.0367225512981585,0,0,0,0,0.0869940469628997,0,0,-0.140899252207919,0,0,0,0,0,0.327834507758323,0.334535335462313,0,0.0935235466146454,-0.00240261897127635,0,0,0,0,0,0,0,0,0,0.10624943694965,0,-0.306234182657108,0.0671822150305032,0,0,0,0,0.117910411310162,0,0
X300124.SZ,0,0,0,0,0.168749975463872,0,-0.0281032577613818,0,0,0,0,0.0898741713184028,0,-0.00417481758536839,0,0,0,0,0,0,0,0,0,0,0,0,0.0518896310788649,0.086077012285814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182078500510533,0,0,0,0.189137946221881,0,0,0,0,0,0,0,0,0,0.0297107477528207,0,0
X600031.SH,0,0,0,0,0,0,0.175082196125576,0.0583675223715932,0,0,0,0,0.0487798560721913,-0.00467178789655232,0,0,0,0,0.158246605746609,-0.127465241092794,-0.0194335301964205,0,0,0.270322971802276,0,0,0,0,0,-0.0751171071635099,0,0,0.118281879540748,0,0,0,0,0.137251675448708,0,0.272239957059825,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0185954587683912,0,0
X000725.SZ,0,0,0.0294464476639113,0,0.0313984909635844,0,0,0,0,0,0,0,0,0,0,0.0478249461714671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158263120462157,0,0,0.355059390360331,0,0,0,0,0,0,0,0,0,0,0,-0.0261560287163959,0,0.0137553425808927,0,0,0,0,-0.019118373632904,0,0
