,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X600118.SH,X601877.SH,X000550.SZ,X002475.SZ,X000559.SZ,X000050.SZ,X000568.SZ,X002294.SZ,X600066.SH,X600839.SH,X002129.SZ,X600271.SH,X002456.SZ,X000400.SZ,X300003.SZ,X000869.SZ,X300124.SZ,X002007.SZ,X000623.SZ,X000800.SZ,X600435.SH,X002038.SZ,X002292.SZ,X600177.SH,X000977.SZ,X002049.SZ,X002008.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0527481236440305,0,0.0957148413313276,0,0,0,0,0.0943843936461153,0,0,0,0,0.251531671369389,0,0,0,0,0,0.00188826844875871,0.0173162142336781,0.0638709434199281,0,0.0359900736679206,0,0,0,0,0,0.00821194138543424,0,0.130684747629475,0,0,0,0,0.0768072171901214,0,0,0,0,0,0,0,0,0.0405819125101953,0,0,0.0105535838046898,0,0,0,0,0,0,0
X600519.SH,0,0,0.0874731876502812,0,0,0,0,0.239164403280985,0,0,0,0,0,0,0,0,0.173164456814154,0,0,0,-0.0176670985670545,0,0,0,0,0,0,-3.3881317890172e-21,1.0842021724855e-19,0,0,-0.0641802713875715,0,0,0,0,0,0,0,0,0,-0.0541573977961918,-0.0286750345032061,0,0,0,0,0.101326425216541,0,0.0522152217626368,0,0,-0.0373364652922734,0,0,0,-0.08185798555567,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145835654760375,0.252708883942069,0.102046669245604,0,0,0,0.0755464828734366,0,0.0136485671783308,0,0,0.0411079442022845,0,0,0,0,0,0,-0.152942039900447,0,0,0.0603887141632632,0,0,-0.0757691311304051,0,0,0,-0.00633859787072809,0,0,0.0194440014415447,0,0.0288485478022356,-0.0556319202452634,0,0,0,0,0,0
X000651.SZ,0,0,0.14671282793481,0,0,0,0,0,0,0,0.242899834897905,0,0,0.0582006414587209,0,0,0,0.0529620383389573,0.0428876824551806,0,0,0,0,0.214457918050338,0.0252610421992435,0,0,0,0,0,0,0.0321317525408032,0,0,0,0,0,0,0,0,0,0,0,0,0.125851393164308,0,0,0,0,-0.193622495606499,0,-0.000486249009684476,0.00833608048392721,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0470788533981535,0,0,0,0,0,0,0,0,0.121511778661364,0.0386697993858155,0,0,0,0.0733189311336781,0,0,0.21412678683882,0,0,-2.16840434497101e-19,0,0,0,0.0306295494558496,0,0,0,0,0.213701290429783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095097844657204,0,0.0813306838523151,0,0,-0.000601554546370636,0.0192801561780295,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0600288622737778,0,0,0,0,0,0,0,0.0251858821151612,0,0,0,0.0908417663212839,0,0,0.0516183116970219,0,0,0,0,0.152687741374943,0,0.0652428051685145,-0.0163820954289345,0.23541541132741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289565776942625,0,0,0,-0.00669983933623938,0,0,0,0,0,0,0
X000625.SZ,0.394314328343043,0,0,0,0,0,0,-0.0651994620609754,0,0,0,0,0,0,0,0,0,0.0465152697135647,0,0,0,0,0,0,0,0,0.10226869696653,-4.33680868994202e-19,0,0,0.116912665267448,0,0,0,0.122242212390641,0,0,0,0,0,0,0.0582923198521117,-0.00875988134979746,0,0,0,0,0,0.0572855083131732,0,0,-0.00581644670696385,-0.0172016490778532,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0693743817671001,0.318730586940641,0,0,0,0,0,0.0662094705945775,0,0,0,0,0,-0.0689920040655037,0,0,0,0,0,0.117633542584285,0,0,-0.0182632683555152,-0.0609747338997063,0.155421493259426,-0.0763519994882814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349935248215959,0,0,0,0,0,-0.0714746979601611,0,0.000288009481399538,0.0508736794655994,-3.46944695195361e-18,0.300065439494858,0,0,0,0
X600276.SH,0,0,0.135175127079234,-0.036056945386643,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411769142854327,0.104092962641534,0,0,0,-0.032164330879474,0,0,0,0,0.0507485623137555,0,0,0,0,-0.0183475852296145,0,0,0.0309743995453655,0,0,0.0861301954499947,0,0,0,0,0,0,0,0,-0.165854405686135,0,-0.0577655080399894,0.209603101738649,0,0.01928042941573,-1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495485844278382,0.0358079850628674,0,0,0.0412106874396327,0,0,0.0515172300190333,0,0,0,0,0,0,0,0,0,0.0390763546633948,0.109557421325207,0.00146270367240189,0.107979767029861,0.0465766710844353,0,0.0914171350845228,0,0,0,0,0,0,0,0.0169981918425605,0.0220588515050485,0,0,0.00796774026869883,0,0,0,0,0,0,0
X600690.SH,0.184772276502102,0.0804977196709889,0,0,0,0,0,0,0,0,0,0.178813641139741,0,0,0,0,0,0,0,0.193013236740171,0,0,0.0238896857075575,0,0,0,0,-0.00403879530270071,0.131817564138299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922075308697617,0.113828292214128,0,0,-0.00647637116641441,0.0645130393972093,0,0,0,0,0,-0.0313722414964895
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.154473646857241,0,0,0,0,0.370384887579324,0.0214600692698541,0,0,0,0,0,-1.73472347597681e-18,0,0.0285445493667763,0,0,0,0.219637408381649,0,0,0,0,0,0,0,0,0,0,0,0.0643502291299934,0,0,0,0.0461662181055577,0,0,0,0,0,0,0.0143341052801019,-0.0334182430897118,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.144564021011177,0,0,0,0,0,0,0,0,0.0475004127116088,0,0,0,-0.0015154508695687,0,0.128151725128975,0,0,0,0,0.0189084451188315,0,0.125355444827282,0,0,0.024474593190453,0,0,0.120396205835713,0,0,0.206687030991327,0,0,0,0,0,0,0,0.0898968975036757,0.118798222845762,0,0,0,0,0.081596172846731,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0352615566999125,0.0982715620737186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245647843588071,0,0,0,0,0.304167918988809,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134814204631945,0,0,-0.0107588187018891,-0.000195228523598703,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,-0.0331332003258519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000903766256625429,0.0214778649764966,-0.079647855968809,0,0,0.034491187464488,0,0,0,0.198154978154882,0,0,0,0,0,0,0,0,0.0128119242074598,0,0,0,-1.73472347597681e-18,0,0.219165626797742,0,0,0,0,-0.0137586782858493,-0.00363965369265891,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.459837499323753,-8.67361737988404e-19,0,0.0379923952259516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236773290501283,0.0299820222908204,0,0,0,0.0107482072524321,0,0.00769849406537116,0,0,0.0515227983758665,-0.00654094715388954,0,0,0.00115879088398444,-0.00648299192285523,0,0,0,0,0,0
X600741.SH,0.183549197962868,0,0,0,0,0.31784106274187,0.00721656575296093,0,0,0,0,0.116435909792889,0,0,0,0,0,0,0.0810700754432456,0,0.0604409884843275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942337939509016,0,0,0,0.0142188949781527,0,0,0,0,0,0,0,0,0,0,-0.0124582629839743,-0.0196491506360273,0,0,0,0,0,0
X600703.SH,0.0132297534803083,0,0,0,0,0,0.0844372251898206,0,0,0,0,0,0.0896305849485128,0,0,0,0,0,0,0,0,0,0,0.0790372618083638,0,0,0.039669267851135,0.0225806128574776,0,0,0,0,0.0486311558745626,0,0,0,0,0.0192290223653083,0,0.0823872687993639,0.0165618702408758,0,0,0,8.67361737988404e-19,0,0.0982789082886877,0.0104039956149334,0,0,0,0.00214671278214402,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.136746724180443,0,0,0,0.138806133435986,0.0460023099564152,0,0,0,0.0825695481024531,0,0,-0.0334213142069286,0.113755561938729,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222821574924321,-1.73472347597681e-18,0,0.0926260537972541,0,-0.0120976315885401,8.67361737988404e-19,0,0,0,0,0,0
X000100.SZ,0,0,0.517985306189984,0,0,0,0,0,0,0,0,0,0.0149643656853672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148123621559627,0,0.185043532954079,0,0,0,0,3.46944695195361e-18,0,0,0,0.0259569214633087,0.153241634702821,0,0,0.0675875166995577,0.00753220852417954,0,0,0,0,0,0,0,0,0.00114167826476852,-0.0149825635727326,0,0,0,0,0,0
