,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600703.SH,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X002456.SZ,X600498.SH,X600487.SH,X000100.SZ,X002007.SZ,X000661.SZ,X300146.SZ,X600566.SH,X000625.SZ,X002179.SZ,X600867.SH,X600809.SH,X000596.SZ,X600177.SH,X002180.SZ,X002294.SZ,X000157.SZ,X300142.SZ,X600089.SH,X002506.SZ,X300136.SZ,X600066.SH,X000977.SZ,X600372.SH,X002241.SZ,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.774704136964268,1.38777878078145e-17,0,0.0904943349518632,0,0,0,0,0,0,0,0.036160229704431,0,0,0,0,0,0,0,0.0945136623759512,0,0.0163195460535411,0,0,0,0,0,0,0,0,0,-0.031834329608594,0,0,0,0,0,-0.0103792675688616,0,0,0,0,0,0,0,0,0.0119709915353863,0.00475425062103289,0,0,0,0,0,0
X600104.SH,0,0,0.172479772405551,0,0,0,0,0,0.0235967670253511,0.0182366566047681,-1.73472347597681e-18,0,0,0,0,0.444196321895035,0,0,0,0,0,0,0,0.109918335858631,0,0,0,0.00440929283215838,0,0,0,0,-0.00878049518896811,0.18447275334934,0,0,0,0,0,0,0,0,0,0,0.0396449971560245,0,0,0,0,0,-0.191632710923336,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0882919080009952,0,0.141920614938204,0,0,0,0,0,0,-0.00904375620700178,0,0,0,0,0,0,0,0,0,0.543988460269575,0.0505950061475254,0,0.144003769552323,0.0523525259865064,0,0,-0.121059129234357,0,0,0,0,0,0,0,0,0.0611443444095757,0,0,0,0,0,0,0,0,-0.0943741625166802,0,0,0,0,0.211312590595953,-0.0344345017713156,0.0856068735927012,0,0,0,0.0104625121041617,0,0
X600276.SH,0,0,0.0755356890500915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384996665335586,0,0,0,0.0804443834762763,0,0,0,0,0,0.0051887782519805,-2.16840434497101e-19,0.295463230268466,0,0,0,0.047930404843445,0,0,0,0,0.0824823910583637,0,0,0,0,0,0,0,0,0,0,0,0.0644164986777657,-0.0166444913788107,0.0375339208197804,0,0,0,0,0,0,0
X000651.SZ,0.139729742331957,0,0,0,0,0.133190220442882,0,0,0,0,0.0284846438723205,0,0,0,0.226655672443172,0,0.120456920203072,0,0,0.0593071381068142,0,0.0209526141818457,0,0,0,0,0,0,0.00355020388732054,0,0,0,0.0100077836192961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.12542045553444,0.0441100386150412,0,0,3.46944695195361e-18,0,0.183421368993454,0,0,-0.0143948247849039,0,0,0,0,0.0999263426194384,0,0,0,-0.0170083989852656,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171378422247166,0.254030812166315,0.141056973013063,0,0,0,0,0,0,0,0,0.109847910876098,0,0,0,0,0,0,0,0.0190842594391994,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.36006472868789,0,0,0,0,0,0,0,0,0.441367400260021,0,0,0,0,0,0,0,0,0.0279982400843162,0,0,0,0.0269513495927442,0.0709447850082247,0,0,0,0.0536848917238077,0.185815526916998,0.0321243786038391,0,-0.108565499848025,0,0,0,0,0,0,-0.0137885644759129,0,0,0,0,0,0,0,0,0.0434961977653964,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537722135483064,0,0.0851150723444399,0,0,0,0,0.224872258668275,0.133643782531256,0.401536187515388,0,0.0614926747073432,0.0238259112718289,0.0523960349528884,0,0,0,0,-0.0385283074490685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.190250674563282,0,0,0,-0.00766242702297833,0,0,0,0,0.0852360565568942,0,0,0,0,0.289553384920726,0,0,-0.032272862342725,0,0,0,0,0,0,0,0.0723807051815927,0,0.0554542289888671,0,0,0,0,0,0,0,0,0,-0.103357276043601,0.185545901966415,0.225151128676358,0,0,0,0,0,0,-0.018439273263957,-0.0316751577277237,0,0,0,0,0,0
X000063.SZ,0,0,0.208266760406106,0,0,0,0,0,0,0,0.281766442180291,0,0,0.217433390344515,0,0,-0.00536269270801138,0,-0.0333576302852673,0,0,0,0.18925637873629,0.174987141482329,0.207658965621619,0,-0.0605192637784647,0,-0.149934056520002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109613818939875,-0.118533050448822,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144648461977833,0,0,0,0,0,0.566953927645517,0,0,0,0,0.262837898351855,0,0,0,0,0,-0.0953096064289592,0,0,0,0,0,0,0,0,0.0868092044386871,0,0.172353770791987,0,0,0,0,0,0,0.0214192715187532,0.0670845957108262,0,0,0,0,0,0
X600031.SH,0,0,0.0382320907294287,0.0468337061484715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.132342515137684,0,0,0,0.0442038759191795,0,0.0666186647383163,0,0,0,0,0.295762017117703,0,0,0,0,0,0.246492882358931,0,0,0.0541094923654757,0,0,-0.0219773367607131,0.0250926209290968,0,0,0,0,0,0
X000338.SZ,0,0.0856145407902134,0,0,0.0840746068586758,0.0497931807268413,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0231771201460059,0,0,0,0.0904883523087751,0,0,0,0.106304315413919,0.110767760412668,0,0,0,-0.0547258044832758,0,0,0,0,0,0,0,0,0,0,0,0.00250081571526851,0,0,0,0,0,0,0,-0.00938045658416253,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125624499305846,0.305700588143979,0,0.0620257767785936,0,0,0,0,0,0.315215326132656,0,0,0.472913812336033,0,0,0,0,0,0,0,0,0,0,-0.0722612309763372,0,-0.223014531451762,0,0,0,0.158043374398014,0,0,-0.0555256055259041,-0.00136169944514894,0,0,0,0,0,0
X000568.SZ,0,0.0194659569637751,-0.0690648134016266,0,0,0.475498811929382,0,0,0.113962657312126,0,0,0,0,0,0,0,0.0717887937475168,0,0,0,-0.00848593731357366,0,0,0,0,0,0.0148643392918767,0,0,0,0,0,0,0.308781661563592,0,0,0.181419428457939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101454926796125,0,0,0,0,0,-0.03772404265327,0,0
X600741.SH,0,0,0,0,0,0,0.0735372646897874,0,0.0436391733698003,0,0.109973405825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150515574545953,0,0,0,0,0.18020408300896,0,0,0,0,0,0.124780858884298,0,0,0.0775734811988927,0.133286807293155,0.0158413411840068,0,0,0,0,0,0,0.0160137919725742,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0.671678610732073,0,0,0,0,0,-0.10570867008294,0.119426378259835,0,0,0,0,0,0,-0.312263289937944,-0.0266873384967905,0,0,0,0,0,0,0,0.318490300534587,0,-0.0290238390998504,0,0,0,0.0614043111982399,0,0,0,0,0,0,0,0,0,0.0654816441238142,0,0,0,0,0,0,0,0,-0.00607986789600356,0,0,0,0,0,0,0
X601877.SH,0,-1.73472347597681e-18,0,0,0,0,0,0,0.151472241146464,0,0.0210062073239542,0,0,0,0,0,0,0,0,0.0333240704589619,0.0387204752713464,0,0.201472483605983,0,0,0,0,0,0.0228156488314279,0.0101670510580855,0,0,0,0,0,0,0,0,0,0.00448439627910256,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.00144947486102306,-0.0262386218991154,0,0,0,0,0,0
X600271.SH,0,0,-0.101201148753675,0,0,0,-0.123335460265191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186349594317943,0,0.0140830551296378,0.133716659783118,-0.132399784010221,0,0,0.293878539481067,0,0,0,0,0,0,0,0.0833760587747068,0,0,0.0246779627098886,0,0.533656247053981,0.356581660741788,0,0,0,0,0.134610885621914,-0.00540355627832177,-0.00972921493267423,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0727296556520577,0,0,0.0752156741586763,0,0.603972919749057,0,0,0,0,0,0,0.0111773659203429,0,0,0,0,0,0,0,0,0,0,0,0.0663858274355363,0,0,0.028409831481524,0,0.0614682688244544,0,0,0,0,0,0,0.149805551558263,0,0,0.0475456041612316,0,0.00471453421923914,0,0,0,0,0,0,-0.0307120559578337,1.73472347597681e-18,0,0,0,0,0,0
X002236.SZ,0,0,0.382130600540139,0.152197804027875,0,0,0,0,0,0,0,0,0,0.046187958381656,0,0,0.241240494758053,0,0,0.0765893681211558,0,0,0,0.00506823475639206,0,0,0,0,0.0069360736875163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171400943321903,-0.265741121405758,0,0,0.641784769257498,0,0,0.0158562140534665,0.0439171727695534,0,0,0,0,0,0
X002008.SZ,0,0,0.288741569530167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874459801268414,0,0,0,0,0,0,0,-0.0622862143865994,0,0.083426338263574,0,0,0,0.0397129885475511,0,0.0997004262910811,0,0.246205062435233,0,0,0,0,0,0,0,0,-0.00481879956059396,0,0,0,0,0,0.0362560715421147,0,0,0,0,0,-1.73472347597681e-18,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.0703627835196577,0.330435638392604,0,0,0,0,0,-0.132435591034077,0.113338876331618,0,0,0,0,0,0,0.0360711226040181,0,0,0,0,0.273365231854532,0,0,0.0821283701880962,0,0,0,0,0,0,0,0,-0.0421439264772834,0.32438399117998,0,-0.0161147004408556,0,0,0,0,0.183259225388479,0,-0.0386640108299811,0.00825252440930466,0,0.13773945423017,0,0,0,0
X600498.SH,0,0,0.120521193662838,0,0,0,0,0,0,0.461320937553193,0,0,0.144720504507346,0,0,0,0,0,0,0.0684094332373944,0.150559256717573,0,0,0,0.014887831154857,0,-0.0211372798233272,-2.16840434497101e-19,0,0,0,0,-0.043512394783357,0,-0.103051874139593,0,0,0,0,0,0,0,0.0452263836724412,0,0,0,0,0,0,0.0606339353483889,0.492731477015935,0.0729793931346218,0,0,0,0,0.0441298548166805,0,0
X600487.SH,0.149747880340093,-0.0857074738278836,0.0255173837385369,0,0,0,0,0.294959538216625,0,0.241775141181447,0,0,0,0,0,0,-0.129070771417477,0,0,0,0,0,0,0.288612927414422,0,0,0.327476950315946,0,0,0,0,0.156306197250668,0,0,0,0,-0.0807105285072601,0,0,0,0,0,0,0.201981847892455,-0.0584290882812998,6.93889390390723e-18,0,0,0,0,0,0.00965446831502441,0,0,0,0,-0.256378492316439,0,0
X000100.SZ,0,0,0,0,0,0,0.00820802377991748,0.161015452761993,0,0.0457980286877628,0,0.0426772607035634,0,0,0,0,0,0,0,0,0.0137524724674624,0,0.0165649982732672,0,0,0,0,0.0612706394009971,0,0,0,0,0,0,0,0,0.0350804649627349,0,0,0.0986022858719176,0,0,0,0,0,0,0,0.0667130785934886,0,0.119600167281204,0,-0.0213837665885102,-0.0087604140276836,0,0,0,0,0,0
X002007.SZ,0,0,0,0.281667771517226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167391328816645,-0.0546675109494214,-0.0587389190826385,0,0,0.217371114644788,0,0,0,-0.0254671537850586,0.0892872645254701,0,0,0,0,0.470448524689548,0,-0.0139741987581964,0,0,0,0,0,0,0,-0.132086360486184,0,0,0,0,0.183319842728039,0,0,-0.010723401293215,0,0,0,0,0,0
X000661.SZ,0,0,-0.375823040799411,0,-0.252665866510775,0,0,0,0,0,0,0,0,0,-0.22151910991008,0,0.580850508063335,0,0,0.155757496218254,0,0.101302583475508,0.442327170442799,0,0,0,0.168642075832585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433039602530316,0,0,0,-0.0244451243381911,-0.0280090518329502,0,0.653397014172525,0,0,-0.372001400474223,0
X300146.SZ,0,0,0,0.414355744810952,0,0,0.337371403505465,0,-0.306424528831721,0,0,0,0,0.0113865831275918,0,0,0,0.578046109163657,0,0,0,-0.020022166142386,0,0.371389747355042,0,0,0,0,0,0,0,0.267743547228872,0,0,-0.0646660357269601,0,-0.0343185440754447,0,0,0,0,0,0,0,0,0,0.130916062259573,0,0,0,0,0.0193262481180616,-0.0570673459600456,0,0,0,0,0,0
X600566.SH,0,0,0,0.450281396297152,0,0,0,0,0,0,0,0,0,0.0401522742729122,0,0,0,0,0,0.136619584687619,0,0,0.0786696422539182,0,0,0,0.218635109649791,0,-0.246451468250022,0,0,0,0.166658135322314,0,0.0529775605602651,0,0,0,0,0,0,0,0.061000416252973,0,0,0,0,0,0,0,0,0.0157417911013488,-0.0509295896120223,0,0,0,0,0,0
X000625.SZ,-0.00920468753411049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557136642861654,0,0.0360626304114033,0,0,0,-0.0434139447595859,0,0,0,0,-0.00201420858957922,0.165613194462476,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.352755788126188,0,0.0906603784991149,0,0,0,0,-0.0144794569867171,-0.0783991152705011,0,0,0,-0.0706822963139728,0,0
