,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X002129.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X000100.SZ,X600702.SH,X600460.SH,X000157.SZ,X600584.SH,X600884.SH,X300003.SZ,X600487.SH,X000799.SZ,X000800.SZ,X002414.SZ,X000066.SZ,X002294.SZ,X002007.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.33079055918979,0,0.0158411871742285,0.341745455060257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121173641324739,0,0.300502247377074,0,0,0,0,0,0,0,-0.0448824989331629,0,0,0,0.0707932298840867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00776628972927609,0.0146327672888551,0,0,0,0,0,0
X000858.SZ,0.243934932402945,0,0,0,0.390102988462206,0.00983915290875562,0,0,0,0,0.117291224183102,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0187352212669568,0,0,0,0,0,0,0.029171509001276,0,0,0,0,0,0,-0.0079548564791413,0,0.0495939585479117,0,0,0,0,0,0,0,0,0,-0.0240560231127261,0.081337157203286,0,0,0,-0.0160802945465247,0,0,0,0,0,0,0
X600809.SH,0.356662237930628,0,0,0,0.468387690558363,0,0,0,0,0,0,0,0.0196610721442578,0,0,0,0,0.0964682290745056,0,0,0,-0.144434613367258,0,0,0,0,0,0,0,0,0,-0.0578754023059748,0,0,0,0,0.0749439664769929,-0.00461093010260219,0,0,0,0,0,0,-0.0593574497499829,0,0.00720221544668079,0,0,-0.0193623307307991,0,0.00214722561499829,0,-0.0700215903730503,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684445682553947,0,0,0,0,0,0,0,0,0,0,0,0.0554841424209818,0,0.0475435568091751,0,0,0,0,0,0,0,0,0,0,-0.00455059965335195,-0.0127762980853123,0.214194934611097,0,0.0624736129521696,0.150878915254847,0.117875522292545,0,0,0,-0.0022198420966096,-0.0351399802381404,0,0,0,0,0,0
X000568.SZ,0.499575609447654,0.130975271027044,0.610616442136769,0,0,-0.00390311873424979,0.123502438619887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166526767753146,0.0301499392024662,0,0.0204593721094496,0,0,0,0,0.0399804731800064,0,0,0,0,-0.0950547591380402,0,0,0.00853368843713528,0,0,0,0,0,0,-0.021310826070552,0,-0.0155279039649227,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0.0291633886857905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739447978495762,0,0,0,0,0,-0.059310728657851,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.152110258270784,-0.195479892506671,0,0,0,0,0,0.00163717518476193,0.118697342342264,0,-0.0172829862268894,0.0435254830709098,0,0,0,0,0,0
X600690.SH,0.114595513744331,0,0,0,0.238985580532787,0,0,0,0,0,0.206486368974792,0,-0.0539048646859702,0,0,0.135194568244983,0,0,0,0,0,0,0,0,0,0,-0.0297783792746444,0,0,0,0,0,0,0,0.0126645593339311,0,0,0,0,0,0,0,0,0,0,0,0,0.0185775182031182,0,0,0,-0.00162341394071454,-0.038033458274761,0,0,0,0,0,0
X002304.SZ,0.0177340175266897,0,1.38777878078145e-17,0,0.456316865018154,0,0,0,0,0,0,0,0,0,0,0,0.0476053190646948,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0285726477840976,0.0583146753371583,0,0,0,0.0374729939796759,0,0,0.0616768820518628,0,0,0,0,0,-0.0667322936651001,0,0,-0.0823601692487324,0,0,-0.0103745725784676,0.0753717188089954,0,-0.00829860253850697,-0.0544448049821921,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0916371337831274,0,0.0452237618978469,0,0,0.182651825194179,0,0,0,0,0,0,0.0499231859114298,0,0,0,0,0,0,0,0.178550208241822,0,0,0.254623756112137,0,0,0,0,0,0,0,0,0,0,0,-0.0673443900406773,0,0,0,0,0,-0.0134742594217955,0,0,-0.0169086824280539,-0.0245483894886289,0,0,0,0,0,0
X300124.SZ,0,0,-0.0529391179629116,0,0,0,0,0,0.502891901253337,0,-0.10010163748822,0,0,0,0,-0.0458216432924133,0,0,-0.121266390499158,-0.0863117811187527,0,0,0,0,0.0947556762336113,-0.12494329727542,0,0,0,0.249288738399069,0,0,0.0489534007661556,0,0,0,0,0,0,0,0,0,-0.0421883281152157,0,0,0,-0.00426680590328128,0,-0.0269715919900088,-0.00727054338572715,0,0.0176792066313697,0,0,0,0,0,0,0
X000651.SZ,0,0.0428199774407478,0,0,0,0.00208057437393883,0.426591277535217,0,0,0,0,0,-0.104465591493029,0,0,0,0,0.182091663587888,0,0,0,0,0,0,0,0,0,0.0287161765513002,0.000564599530555525,0,0,0,0,0,0,4.06055113480544e-05,0,0,0,0,0,0.0540584093896554,0,0,0,0,-0.14587534694598,5.42101086242752e-20,0.0999802334126965,0,0,-0.0106986569686205,0,0,0,0,0,0,0
