,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X002304.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002241.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000100.SZ,X000596.SZ,X300142.SZ,X600741.SH,X300124.SZ,X600183.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000157.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X002456.SZ,X000800.SZ,X600584.SH,X002049.SZ,X002414.SZ,X002179.SZ,X002463.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X600118.SH,X002223.SZ,X601799.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140629593447421,0.142620217620336,0,0,0,0,0,0,0,0,0,0,0.00506122745409611,0,0.0583280055071939,0,0,0.0323469784037478,0,0,0,0,0.151769285042916,0,0,0,0,0,0,0.045309977906757,0,0,-0.0466880764353101,0,0,0,0,0,0.0433034006790482,0,0,0,0,0,0.00667923537792943,0,0,0.0413419038965676,0,0,-0.00351911911522704,0.0010674505861033,0,0,0,0,0,0
X000858.SZ,0.139968625167591,0,0,0,0,0,0,0,0,0.0458084817060116,0,0,0,0.281780201991844,0.11637979033207,0,0,0,0.0762657920313592,0,0,0,0,0,0.143849462290043,0,0.0298504407703752,0,0,0.0549329659346527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101199589750674,0,0,0,0,0.00997788896303896,-0.00884078087938352,0,-0.00928932263662072,0.0147830138111135,0,0,0,0,0,0
X600276.SH,0,0.118588987786313,0,0.0363729511145401,0,0,0,0,0.385751362333468,0.00546032180809273,0,0,0,0,0,0,0,0,0,0,0,0.0105158232481191,0,0,0.0673807729704834,0,0,0.209280696515292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00351913212650398,0,0,0,0,-0.0620906620289554,0,-0.0101181248236587,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0404700700058844,0,0,0,0,0,0,0,0.0691283082562646,0,0,0,0,0.229853378892955,0,0,0,0,0,0,0,0,0.0656488434514679,0,0.0190732730158221,0,0,0,0.0655976701943545,-0.09436425820134,0.100900018835155,0,0,-0.0189211822471841,0.111930101068905,0,0,0,0,0,0.103913424523052,0,0,0,0,-0.0660735144417907,-0.0127409761197889,-0.0169128286826831,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0700653090443549,0,0,0,0,0.21823478185667,0,0,0,0,0,0,0.0599278773618139,0,0,0,0,0,0,-0.0797179070737733,0,0,0.140002707373355,0,0,0,0,0,0,0.05086022362932,0,0,0,0.044911588157917,0.0411355949490507,-0.0549201480993554,0,0,0,0,0.00917256123615841,0.00184303040024228,0,0,0,0,0,0,0
X002415.SZ,0,0,-0.0694956261548048,0,0,0,-0.197198013867041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735138467374649,0.594084746579349,0,0,0.169425576617181,0,0,0,0,0,0.16803963554354,0,0,0,0,0.0477836524171179,0,1.73472347597681e-18,0.0493776677663951,0,0.006550644109853,0,-0.00143495293067528,0.0232971483145687,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0137659304391277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060269413072646,0,0,0.104624186671371,0,0,0,0,0,0.467377582462035,0,0,0,0,-0.000892804163606771,0,0,0,0.158085019255253,0,-0.0327296633323765,0,0,0,0,-0.0393493739883542,0.0012915290007734,0.00298341034402687,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.143282705212172,-0.0383399349415413,0,0,0,0,0,0,0,0.00647449936183265,0,0,0,0,0,0,0,0,0,0,0,0,0.0539894369288873,0,0,0,0,0,0.110578974304703,0,0,0,0,0,0,0.0424444761235427,0.334935768759564,0,0,0.0882098613965351,0,0.11600403174926,-0.0881086122000122,0.0476255157881558,-0.0495136443020349,0,0,0,0,0,0
X000661.SZ,0,0,0.285156246886562,0.0589488654454987,0,-0.136902785002709,0,0,0,0,0,0,0,0,0,0,0,0,-0.114749467614128,0,0,0.0957860511810353,-8.67361737988404e-19,0,0.0198969072882275,0,0,0,0,-3.46944695195361e-18,0,0,0.0409744452237241,0,0,0.0451766114881663,0,0,0,0,0.164107530465196,0,0,0,0,0,0,0,0,0,0.0670347989234544,0.00577792526873053,1.0842021724855e-19,0,0,0,0,0,0
X002304.SZ,0,0.347300407941573,0.0275362519351376,0,0,0,0,0,0,0,0,0,0,0.116209855983716,0,0,0.224402163134355,0.0217793302349788,0,0,0,0.0187015431539812,0,0,0,0.0521593922562552,0,0,0,-0.0404984431986072,0,0,0,0,0,0,0,0,0,-0.0224982495094463,0,0,0,0,-0.0751162669679636,0,0,0,0,0,0,-0.00552493903910305,0.00927952853356283,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0825637515779975,0,0,0,0,0.0424884031964897,0,0,0,0,0,0,0,0,0,0,0.115812971892516,0,0,0.0809052366167426,0,0,0.0335065130549321,0,0.0306119522456407,0,0,0,0.378622023680793,0,0,0,0,0,-0.147839860186868,0.00444474335184042,0,0,0,0,0.108454740430911,0,0,0,0,0,0,-0.0179696585249076,0.0166783614723815,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.0662498200675865,0,0,0,0,0,0.0221357353003209,0,0,0,0,0,0,0.10155167782446,0,0,-0.0276709321916234,-0.0226833754109692,0,0.382705923430831,0,0,0.135932679497969,0,0,0,-0.0526690912624795,0.0487317907348325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103088837557722,0,0.00199694441377813,0.00539395910936898,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0441454827802235,0,0,0,0,0,0,0,0.0267163689547174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695507585708906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147316930795205,-0.0459101975855845,0,0,0,0,0.0417248450010806,0,0,0,0,0,0,-0.00080962406725754,-0.000199116495135335,0,0,0,0,0,0
X000568.SZ,0,0.704186440478421,0,-1.73472347597681e-18,0.17825904347734,0,0,0,0,0,0,0,0,0,0.160226243988201,0,0,0,0,0,0,0,0.00728327771668758,0,-0.0377205238233285,0,0,0,0,-0.0394023444334836,0.0194709891730701,0,0,0,0.0688736148895194,0,0,0,0,0.0718619877163113,0,0,-0.0571922945680677,0,-0.0143374957779429,0,0,0,0,0,0,0.00858504146272594,-0.0135037115206375,0,0,0,0,0,0
X600809.SH,0,0.231552023429568,0,0,0,0,0,0,0,-0.0769259963069853,0,0,0,0.421594114011301,0,-0.138868906921429,0,0.0195788469460101,0,0,0,0,0,0,0.0103491709144074,0,0.0814760703157824,0,0,0,0,-0.130226614448336,0,0,0,0,0,-0.0590396458242848,-0.0117546357224833,0,0,0,0,0,0,0,0,0,0,0,-0.000418440457880435,-0.00518936964004816,-0.00819440724184545,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.128203878757483,0,0,0,0,0.11260056092114,0,0.0329677865098166,0,0,0,0,0,0.031512765416159,0,0,0,0.0233020285704624,0,0,0,0,0,0.0281441594777257,0,0,0,0,0,0,-0.15577582628232,0,-0.0637301777501938,0,0,0.0828049277392897,0,0,0,0.0387223329222406,0,0,0,0,0,0.00166354243082159,0,0.00590565744897432,0,0,0,0,0,0,0
