,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600487.SH,X600498.SH,X000100.SZ,X002008.SZ,X600809.SH,X000625.SZ,X002007.SZ,X000661.SZ,X300142.SZ,X000157.SZ,X000596.SZ,X600867.SH,X600566.SH,X002179.SZ,X300146.SZ,X600177.SH,X600066.SH,X002456.SZ,X002506.SZ,X600522.SH,X600089.SH,X600372.SH,X002180.SZ,X002241.SZ,X000977.SZ,X300136.SZ,X600699.SH,X002294.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.32123417159921,0,0.159677204519248,0,0,0.0797277254005683,0,0,0,0,0,-0.00562724780547521,0,0,0,-0.071802677017937,-0.0366703029622568,0.0343771469011875,0,0,0,0,0,0,0,0,0,0.396566279667202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161278822949015,0,0.0322362367846379,0,0,0,0.0061764128129208,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0516565732521742,0,0,0,0,0,0,0,0,0.0133592947341558,0,0.0916296277472947,0,0.100740455692516,0.0372273221726903,0,0,0.241423583425417,0,0,0.0519167235456731,0,0,0,0,0,0,0,0.0771493356497561,0,0,0,0,0,0,0,0,0,0,0,0.143646115849477,-0.0505209524726262,0,0,0.174371513496282,-0.0598041143861187,-0.0195183225472824,0.0400700673072106,0,0,0,0.0653948400343373,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364974066119896,0,0.547073934389625,0,0,0,0,0.329513514050917,0,0.184545066209571,0,0,-0.0657932920108893,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506769124379184,0,0,0,0,0.0167759959338718,0.063650388712594,0,0.0235290964756087,0.0338948742010463,0,0.184158467182029,0,0.17399768458015,0,0
X000651.SZ,0.0680845866911932,0,0,0,0,0,0.140334758872067,0,0.3008298859341,0,0,0,0,0,0.0849168855933881,0,0,0,0.0908332914378977,0,0,0,0,0,0,0,0,0,0,0.00301782603095934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221176144669446,0,0,0.102372192908603,0,0.000170644287452059,0,0,0,0,0.040133596074387,0,0
X000858.SZ,0.123105092360744,0,0,0,0,0,0.207601612334012,0,0,0,0,0,0,0.000992636393646161,0.129408594672256,0,0,-0.0284619653297694,0,0,0,0,0,0,0,0.182414941699321,0,0,-0.0507644020531768,0,0,0.308229151181306,-0.0133775016165359,0,0,0,0,0.0130434896455222,0,0,0,0,0,0,0,0,0.0262167510414907,0,0,0,0,0.00197575283018582,0.0190304444115156,0,0,0,0,0,0
X600276.SH,0,0,0.165126827674138,0,0,0,0,0,0,0,0,0,0,0,0.121103745898525,0,0,0,0.361607367955488,0,0,0,0,0,0,0.0691025556748963,0,0,0,0.0873695939704778,0,0,0.0452818920089566,0,0,0,0.136004134155497,0,0,0,0,0,0,0,0,0,0,0,0.0465170582900385,0,0,0.0194100253059916,0.030251957502827,0,0,0,-0.0257195175363687,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.342622316668252,0,0,0,0,0,0.123296992039672,0,0,0,0,0,0,0.266860863552411,0,0,0,-0.111511240063087,0,0.368817304938063,0,0,0,0.0188124733976803,0,-0.0484443076095316,0,0,0,0,0,0,0,-0.00738930914374716,-0.0517943027140574,0,0,0,0,0,0.0213223552290164,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.134935742967594,0,0,0,0,0,0,0,0,0,0,0,0.0217491476001626,0,0,0,0,0.0154764142151538,0,0.0201546631079892,0,0,0,0,0,0,-0.112820709788501,0,0,0.146102479175406,0,0.351701470888134,0.0822030322880522,0,0,0,0,0.0118258245971816,0,0.191575236075364,0,0,0,0.00294134678127861,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0907146406027509,0,0.0279635417099428,0,0,0,0,0,0,-0.0961431673234389,0,0,0,0,0,0,0.167659891675945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138754036332949,0,0.20068866452839,-0.0120735023905637,0,0,0,0,0,0,0.444584158758511,0,0,0,0,-0.0303659343261123,-0.00268019880076661,-0.012494480891874,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109694859343519,0,0,0,0.0240848005353086,0,-0.0315135220784011,0.106954552421061,0.145910079138586,0.452236634852549,0,0,0,0,0,0,0.0523492378216458,0,0,0,0,0,0,0,0,0.0456876341431504,0,0,0,0.190610184383566,0.0421634937924375,0,0,0,0,-0.028718976376379,0,0,0.0260185757676321,-0.0427972966112838,0,0,0,0.154237224691485,0,0
X600031.SH,0,0,0.0505146485456338,0,0,0.0655700174360454,0,0,0,0.178237461726595,0,0,0,0,0.38091599474333,0,0,0,0.0625532689223282,0,0,0,0,0.0906059350553311,0,0,0,0,0,0.0182296770879838,0,0.0495515175768461,0,0,-0.0446986445011722,0,0,0,0.0397288418941844,0,0,0,0.163033812286315,0,0,0,-0.263868402741759,0,0,0,0,-0.0240767067210543,0.0278024935374725,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0722888964091939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301201662197069,0,0.00849350734995403,0,0,0,0.0460176874559932,-3.46944695195361e-18,0,-0.123552029759631,0,0,0,0,0.105143393450221,0.0832407258803255,0,0,0,0,0,0,0.161176468209242,0.0169750646196391,0,0,0,0,-0.0107902600521445,0.0237831382396559,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.167198276970415,0,0.0625704321781628,0,0,0,0,0,0,0,0,0,0.0437686186534793,0,0,0,0,0,0,0.429937077522602,0,0.248998505226403,0,0,0,0,0.0267049224782173,0,0,0.0685469654464502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233230072687077,0.0589037411187488,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0136011730740261,0,0,0,0,0,0,0.0630323011743921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192117123358787,0,0,0,-0.119264088708539,0,0,0,0,0,0.536731904050677,0,0,0,0,0,0,0,0.229288417609162,0,0,0,0,0.00264611562574457,0.0836511159667166,0,0,0,-0.0497505039308386,0,0
X600741.SH,0,0,0,0.131521528864008,0,0,0,0,0,0,0.0699610619840335,0,0,0,0,0,0,0.121523857080106,0,0,0,0,0.0270065729870515,0,0,0.2320819133281,0,0,0,0,0,0,0,0,0,0,0,0.139265598913874,0.018699998930905,0,0,0,0,0,0,0.075954209883674,0.0138042972678732,0,0,0,0,-0.000578782378781558,0.0226579343862166,0,0,0,0,0,0
