,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X002241.SZ,X000568.SZ,X000100.SZ,X600118.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X000559.SZ,X600177.SH,X002506.SZ,X002074.SZ,X600372.SH,X300003.SZ,X000157.SZ,X002085.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X000050.SZ,X002007.SZ,X002426.SZ,X002294.SZ,X002180.SZ,X002249.SZ,X600867.SH,X600089.SH,X000869.SZ,X002508.SZ,X002465.SZ,X002049.SZ,X600699.SH,X002179.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.349246436365851,0.044223995304974,0,0,0,0,0.0523602427992304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455975719595817,0,0,0,0.012603944200569,0,0.17045049632113,0,0,0.141991103877545,-0.0991100960183657,0,0.0126426393396217,0,-0.123924509063595,0,0,0,0,-0.0923930344095027,0,0,0,0,0,-0.107805901987454,0.120418475337335,0,0,0,0,0,0
X600104.SH,0,0,0,0.00878958894992561,0,0,0,0.0709663485514458,0,0,0,0.112872144185344,0.0398991255646084,0,0,0,0,0,0,0,0,0,0,0,-0.00256487645746608,-0.0109994573929731,0,0,0,0,0,0,0,0,0.0231065182273201,0,0,0.0278478326802345,0,0,0,0,0,0,0,-0.0180102215984054,0,0,0,0,5.42101086242752e-20,0.0476973953740445,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0355225239791144,0,0,0,0,0,0,0,0,0,0.00584861598065943,0,0,0.0673714357819651,0.0178512785374186,0,0.0888801571063294,0,0,0,0,0.0668526422389021,0,0,0,0,0,0.0390691127490625,0.068605254515403,0,0.056482515282872,0,0,0,0.107923376123049,0,0,0,0,0,0,0,0.0106314276237679,0,0,0,0,0.0382745028346641,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.24966718652591,0,0,0,0,0.208655096013754,0.00179149515331867,0,0.0438532676812478,0,0.000307736797245452,0.0410134752453366,0,0,0,0,0,0,0,0,0.0780865578007611,0,0,-0.000533670646157218,0,0,0,0,0,0,0,0.0588933059552418,0,-0.0263016477856779,0,0,0,0,0,0,0,0,0,0,0.00803883581375579,0,8.67361737988404e-19,-0.0120018574465634,0,0,0,0,0,0
X002304.SZ,0,0,0,0.560627886185587,0,0,0,0,0,0,0,0.0705896744881333,-0.127394928812828,0.114262010136492,0,0.170447043004709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101632474456751,0,0,0.215393059498407,0,0,-0.0604769174553094,0,0,0,0,-0.103608325158938,0,0,0,0,0,0,0,0.0452453982968771,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.059277322088728,-0.0709230344491623,0,0,0.0304813889901314,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.103723582432141,0,0,0,0,0,0.11337910172909,-0.00742288143356265,0,0,0,-0.0468327581078101,0,0,0,0,0.0201986869604368,0,0.00565063556986503,0,0.0446607729982971,0,0,0,-0.0111644670649301,-0.00257993099466749,0.140657362407266,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.00699195476043697,0,0,0,0,0,0.0935125472152346,0,0,0,0,0,0.232280804181076,0,0.053606851517607,0,0,0,0.180465167943916,0,0,0,0,0,0,0,0,0,0.0504711506762956,0.00886081915995836,0.0269490301910357,0,0,0,0,0,0,0,0,0.0643422108176573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,-0.10938075773876,0.164236973910621,0,0,0,0,0,0,0,0,0,0,0.358395769749494,0,0,0,0,0,0,0.0998353852945306,-0.238182051026198,0,0.110487919207166,0,-0.0179148450168023,0,0,0,0,-0.205504488817251,0,0.0257600446434342,0,0.203567727116045,0,0,0.164810272222535,0,0,0,0,0,0,0,0,0,0,0,0.00160796990811148,0.0299434323995155,0,0,0,0.315138357801144,0,0
X000063.SZ,0,0,0,-1.38777878078145e-17,0.31994567542237,0,0,0.273777599573277,0,0,0,0,0,0,0,0,0,0,0.083867480386795,0.137793312225126,0,0.127695409635701,0,0.131289529718341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550327617735144,0,0,0,0,0,0,0.0721643133463499,0,0,0,0,0,-0.0976264996270941,-0.0259452424612146,0,0,0,0,0,0
X600690.SH,0,0,0,0.180083121518952,0,0,0,0,0.014505787089687,0,0,0,0,0,0,-0.0743202043990951,0,0,0,0,0.11128635285051,0,0.0546509447910118,0,-0.0200740925902805,0,0,0,0,0,0,0,0.00981410925559169,0.0372116590194429,0.0318079930934978,0,0,0,0,0,0,0.102646908344668,0.0182002659431847,0,0,0,0.120188653142436,0,0,0,0,0.00461445497157013,0,0,0,0,0,0
