,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000100.SZ,X000338.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X600177.SH,X002085.SZ,X002456.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X600867.SH,X002294.SZ,X000559.SZ,X002292.SZ,X600089.SH,X002180.SZ,X600522.SH,X002426.SZ,X002074.SZ,X002506.SZ,X000623.SZ,X002508.SZ,X600498.SH,X000536.SZ,X000547.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0871098381900761,0,0.160867636607243,0,0,0,0,0,0,0,0,0,0.0965455536327513,0,0.0207235554765807,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0773186883655911,0,0,0,0,0,0,0,0,0,0,0.0738016809726433,0,0.00773038419928885,0,0,0,0,0,0,0,0,0,0,0,0,0.00210081633942734,0,0,0,0,0,0
X600104.SH,0,0,-0.0326394798755482,0,0,0,0,0,0,0,-0.041041874192502,0,1.04803083918283,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550567336184431,0.0232947724568774,0,0,0,-0.140561786865493,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284357398437347,0,0,-0.033388722743833,0,0,0,0,-0.00759721513358135,0,0,0,0,0,0
X000651.SZ,0,0,0,0.100845169288988,0,0,0,0,0,0.516713806466617,1.04052814922053,0,0,0,0,0,0,0,0,0,-0.00333319457797189,-0.0640546239953625,0,0,0,-0.00342511526583196,-0.0185932176063259,0.0649438734475432,0,0,-0.138989409217971,-0.19687848492999,0,0,-0.171515015874608,0,0,0,0.186005130958673,0,0,0,0,0.229151683246006,0,0,0,0,0,-0.0824277199628767,0.0442904758868819,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0797178015602461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943040619010959,0,0,0,0,0,0,0.0314942653825598,0,-0.0912625229957847,0,0.0536031073009092,0,0,0,0,0,0,0.0828742213468538,0.276585137319403,0,0,0,0,0,0,0.0024348429109463,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.186106751486476,0,0,0.148813231803063,0,0,0.462979180112744,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654062120558867,0,0,-0.0103580116305667,0,0,0,0,0,-0.0268210657959762,0,-0.0101249606082297,0.0189612300986246,0,0,0,0,0,0
X000725.SZ,0,0,0.0730952767330411,0,0,0,0,0,0,0.101565146116991,0,0,0,0,0.0508188466648312,0,0,0.152826849914678,0,0,0,0,0,0,0,0,-0.0646453388028771,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358882470368755,0,0.0335165714393467,0.211003588422246,0.0297910979324378,0,0,0,0,0.240089248557923,0.0216148668451196,-0.0114874138437958,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0458209565778715,0,0,0,0,0,0,0,0,0,0,0.112225671979318,0,0.0754400298581242,-0.0725350649419211,0,0,-0.00935547001611948,0,0,0,0,-0.00205768803760367,0,0,0,0,0.0665380477277384,-0.0240460140884226,0,0,0,0,-0.0913308526165526,0,0,0,0,0,0,0,0,0,0,0,0.207159931216462,0,0,0.00969276078072137,0.0419318164467293,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.262549616812192,0,0.254317522067231,0.166453904624073,0,0.0474765368784746,0,0.0280389237376751,0,0,0,0,0,0,0,0,0,0,0.0128957876661961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148702189877711,0,0.00774271811883976,0,0,0,0,0,0
X000625.SZ,0,0.191066172969527,0.102053141039102,0,0.23343580371168,0,0,0,0,0,0,-0.00928715965873021,0,0,0,0,0,0,0,0,0,0.153291253560259,0,0,0,0,-0.0971151517075865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492381880483553,0,0,0,0,-0.0117244651280964,0,-0.0144825115034104,0.0163494174387267,0,0,0,0,0
X000063.SZ,0,0.00996941802544041,0.0815459746116433,0,0,0,0,0,0,0,0,0,0,0.126418340545079,0.0534139747360861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196626213249325,0,0,0,-0.00371296191516716,0,0,0.124752081440996,0,0.199715101813182,0,0,0,0,-0.0153077368417391,0,-0.00314026935993054,0,0,0,0,0,0,0
X600690.SH,0,0,0.22134555825924,0,0,0,0,0,0,0,0,0,0,0,0.0219316071123858,0,0,0,0,0,0,0,0,0,0,0,-0.128903697393527,-0.0227368537082934,0,0,-0.0374246248757341,0,-0.017216315436922,0,0,0,0,0,0,0.127349222909172,0,0,0.0481411526652002,-0.0510025262136697,0,0,-3.46944695195361e-18,0,-0.0919908608392992,0,0.0201999437662721,-0.0285869633065003,0,0,0,0,0,0
X600703.SH,0,0,0,0.127690684240046,0.0873883221641987,0,0,0,0.244053383549006,0,0,0,0,0,0,0,0,0,0,0,0,0.0660710785470123,0,0,0,0,-0.191643623957082,0.252456322034724,0,0,0,-0.0203349301549141,0,0,0,0,0,0.120712288904716,0,0,0,0,0,-0.0099459975960051,0,0,0,0,0,0.183563344827952,0.0218289457013074,0,0,0,0,0,0,0
X600741.SH,0,0.408443203353059,0,0,0.0598218704629078,0,0,0.184608421869438,0.0304821313252544,0.00942008539770903,0,0,0,0,0,0.0528220482847204,0,0,0,0,-0.0465685862414999,0,0,0,0,0,0.0182667160544494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110171426847534,0,0,0,0,0.108332299985274,0,0,0,0,-0.00491563050378464,-1.35525271560688e-20,0,0,0,0,0,0
X600031.SH,0,0,0,0.0243305079687664,0,0.0904111891321009,0,0,0,0.160914619919846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149738986379757,0,0.409267635714357,0,0,0,0,0,0,0,0,0,0.0500975354668214,0,0,0,0,0,-0.0121766285913656,0,0,0.255005854578122,0,-0.200237164714955,-0.116637898813244,0,8.05683103559831e-05,0,0,0,0,0,0
X000568.SZ,0.0951101342701694,0,-1.73472347597681e-18,0,0.431022532476263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782254144820901,0.10840113750293,0,0,0,0,0,0.0118067892332644,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00239287131535634,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.0669885077729404,0,0,0,0,0,0,0.101991753941333,0,0,0,0,0.0483541896746203,0,0,0,0,0,0,0,0.063681606871721,0.0275853766619275,0,0,0,0,0.224600094575343,0,0,0,0,0,0,0,0.11597836224113,0.265555828425184,0,0,0.184780144959717,0,0,0,0,0,0.00461538589038428,-0.0277449420398282,-0.00273233538792074,0,0,0,0,0,0
X002475.SZ,0,0,-0.119376915302618,0,0,-0.281795844269827,0,0,0,0,0,0,0,0,0,0,0,0,-0.106885247115774,0,0,0,0,0,0,0.147651687273062,0.34561668018467,0,-0.00725336522989805,0,0,0,0,0,0,0,0,0,0.145349187930623,0,0,0,0,0.0967627050381978,0,-3.46944695195361e-18,0,0,-0.0221385083155926,0,-0.0263929167552747,0.00687716975020404,0.0584217936258834,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,-0.114325627440515,-0.0716582849735929,0,0,0,0,0,0.371787000686801,0.0175384818714731,0,0,0.0875789180477424,0,-0.0740564701053817,0,0,0,0,0.0982774306605671,0,0,0.42127369001933,0.0565053613008718,0,0,0,0,0,0,0,0.29182655205093,0,0,0,0,-0.0952491710678862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,-0.00545198537932365,0,0,0,0,0,0,0,0,0,0,0.0183063209521072,0,0,0.0117343158230198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359304305710803,0,0,0,0,0,0,0.0107608210455394,0,0.0113675609071437,0.0443467741359201,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.27766093523133,0.0110417170503322,0,0,0,0,0,0,0,0,0.0607363568243364,0.0161501695096229,0,0,0,0,0,0,0,0,0,0,0,0.4527859957738,0,0,0,0.278512186501264,0.293041272908224,0,0,0,0,0,0,0,0,0.120569212485264,0.0431756613477861,0,0,0,0,0,3.46944695195361e-18,0.014558866653052,-0.0552356040616185,0.0465826897136804,0,0,0,0,0,0
