,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X600867.SH,X002456.SZ,X600809.SH,X000625.SZ,X600271.SH,X600487.SH,X600066.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000596.SZ,X000661.SZ,X300136.SZ,X002180.SZ,X000050.SZ,X002007.SZ,X002508.SZ,X600522.SH,X000157.SZ,X002038.SZ,X600498.SH,X000977.SZ,X002179.SZ,X002049.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.416376081252122,0.00532212683969101,0.10366084906551,0,0,0,0,0.0655999441033923,0,0.0283296119923354,0,0,0,0,0,0.044177279240781,0,0,0,0,0.0317097565954573,0,0,0,0,0,0,0,-0.0107310571432197,0,0,0,0,-0.0160696467585978,0,0,0,0,0,0,0,0.0238179480222828,0,0,0,0,0,0,0.00291506399422698,0.00439222411919671,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.11256023437406,0,0,0,0,0,0.0837130255336185,0,0,0,0,0.0686278122086022,0,0.0678640761911824,0,0,0,0,0,0,0.192682465005784,0,0,0,0,0,0,0,0,0,0.16759440737642,-0.14414342561363,0,0,0,0,0,-0.073475191180153,-0.116175160522647,-0.0469566974012226,-0.0147193457676476,0,0,0,0,-0.028846622517883,-0.0529733176803739,0,0,0,0,0,0
X002415.SZ,0.0355143756927826,0,0,0,0.0557738522879577,0,0,0,0,0,0,0,0,0,0.175119696585391,0,0,0,0,0.126914177961974,0,0,0,0,0,0,0.114141334048829,0,0,0,0.193813073019887,-0.0384488184090702,0.162773708447045,0.0559907724978929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00908106782684167,-0.0315605240120005,-0.131309429113063,0,0,0,0,0
X000858.SZ,0,0,0,0,0.184976436345846,0,0.173274142458459,0,0,0,0.187705384616959,0,0.158993287476612,0,0.00934289138130836,0,0,0,0,0,0,0,0,0.0219232246082095,0,0,0,0,-0.0576792262561898,0,0,0,0,0,0,0,0,0,0,0,0.0212885719270762,0,0,-0.0295133183937733,0,0,0,0,0,0,0,0,0.00239666896347485,0,0,0,-0.0536429676071007,0,0
X000651.SZ,0,0,0,0.424255640832157,0,0,0,0,0,0.275615166444828,0,0,0,0,0.0670717166869897,0,0,0,0,0,0,0.0283611735541712,0.0320758982966543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464035059487203,0.314349788943805,-0.0589379024142794,0,0.108815442043049,0,0,0,-0.142272161386411,0,0,0,0,0,0.0589140405652951,0.101000389405985,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0773518320631826,0,0,0,0,0,0,0.0764734862508414,0,0.352178663687829,-0.0635639880930439,0.181868866593097,0,0,0,0,0,0.0602159481492915,0,-0.115690539080187,0,0,0,0,0,0.0182336780768242,0,0,0,0.0473375405645099,0,0,0,0,0.00868177489147038,0.0303401617584578,0,0.216192299567075,0,0,0.0270540568382741,0,0,0,0,-0.0530368848487924,0.00396583597759815,0,0,0,0,0,0
X002304.SZ,0,0,0,0.256625461443099,0,0,0,0,0,0,0.114202968975761,0,0.306661377470304,0,0,0,0,0,0.0365441663216512,0,0,0,0,0.0468551066948099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295982813771609,0,0,0,0,0,0,0,0,0,0,0.011053536801583,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0793162691755382,0,0,0,0,0.0417742749867295,0,0,0,0,0,0,0,0,0,0,0,0.0970855042167659,0.118981929956778,-0.0058749395211793,0,0,0,0.143178599294254,-0.00972386164147914,0,0,0.0556727589180158,-0.15985330307534,0,0,0,0.0111956668805117,0,0,0.0588005112345262,0,0,0,0,0,0,0,0.0414456958611265,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414618914354555,0,0,0.0181387089076618,0,0,0,0,0,0,0,0,0.0595768890351362,0,0,0,0.0879657079183383,0,0.0696628190959985,0,0,0,0,0,0.16910611962393,0,0.320175164992622,0,0.0747431562793145,0,0,0,0,0,0,0.123063093104142,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.282496685114205,0.177279137340509,0,0.161809391684281,0,0,0,0.123572058812618,0,0.043886446233246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838966527782842,0,0.0660710576183178,0.0424019398431642,0,0,0.0529191152759968,0,0,0.0332016030667326,0,0,0,0.0491141098223812,0,-0.131730554566473,0,0,0,0,-0.00417823767715318,-0.00185171775239035,0,0,0,0,0,0
