,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X600271.SH,X000596.SZ,X600809.SH,X000661.SZ,X002236.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X600487.SH,X002456.SZ,X600776.SH,X600498.SH,X600867.SH,X300142.SZ,X000157.SZ,X002180.SZ,X000977.SZ,X000050.SZ,X300146.SZ,X600177.SH,X002241.SZ,X002179.SZ,X002371.SZ,X600066.SH,X600522.SH,X600089.SH,X000066.SZ,X600118.SH,X600372.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.240684718115882,0,0,0,0.0785554631516164,0,0,0,0,0,0,0,0,0,-0.0990214556362464,0,0,0,0.0249650405398585,0.0393766348969285,0.0281842919066384,0,0,0,0,0,0,0,0,-0.000975923064943856,0,0,0,0,0,0,0,0.0828819296536252,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175560462841387,0.0207238822590581,0,0,0,-0.00646448664810754,0,0
X000858.SZ,0,0,0,0,0,0,0.240947168324021,0,0,0,0.0131053684753072,0,0,0.338513897652111,0,0,0,-0.0417726006034759,-0.000498019005233226,0.0550460172858026,0.112490059165111,0,0.0532487762564006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,-0.0142091441213842,-0.00121323802604308,0,0,0,-0.00520360156877382,0,0
X002415.SZ,0,0,0,0,0,0.00283014039021392,0,0,0,0.0105633946849267,0.0294583217266639,0.090583529267294,0,0.0405439110617812,0,0,0.0956171482861032,0,0,0,0.0588141178547694,0,0.269392694182852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192531834889477,0,0,0.021128416825263,0.161023493393916,0,0,0,0,0,0,0,0,0,-0.0326578742831214,0.0505461889484329,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0701618249191333,0,0,0.0626805857300612,0.0386145249229658,0.321062258001436,0,0,0,0,0,0.0300903613892294,0,0.128656245170317,0,0.0338506768111121,0,0,0.060601805530011,0,0,-0.0277663032334129,0,0,0,0,0,0.0214515061380725,0,0,0,0,0,0,0,0,0,0.151940308941555,0,0,0,0,0.0133743596898761,-0.13548275189053,0,0,0,0,0,0
X000651.SZ,0,0.17226870579434,0,0.151971653819226,0,0,0,0,0,0.113272720340666,0,0,0.0413270092051905,0.0169163651224077,0.00783487490279511,0,0,0,0,0,0,0,0.115709774780066,0,0,0,0,0,0,0,0.0219813629528201,0,0,0.0045799581634895,0,0,0,-0.0371739750918126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805839570148077,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0909949196215773,0,0,0,0.220110512964683,0,-0.0617350000281758,0,0.104575099518977,0,0.156174155455305,0,0,0.607182940714835,0,0,0,0,0,0.0473945197296752,0,0,0,0,-0.111377058913587,0,0.0337461421844423,0,0,0,0,0,0,0,0,0,0,0,0.0563253441408312,0,0,0.0524824438396881,0,0,0,0.119108147193264,0,0
X002304.SZ,0,0.160525438798021,0,0,0,0,0,0,0,0,0.158092104114484,0,0.0270620455320907,0.230854458088421,0,0,0,0,0,0.147065097705379,0,0,0,0.107579960361286,0,0,0,0,0,0,0.00615915663556129,0,0,0,0,0,0,0.0254373032935895,0.0356478573294519,0,0,0,0,0,0,0,0.0392567653048925,0,0,0,0,0.00391435710645592,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0683499227145913,0,0.0349288960291498,0.0228216941350849,0,0,0,0,0,0.157821821686122,0,0,0,0,0.0639075886643274,0,0.0716223300680047,0,0,0.0469282880926159,0,0.121317119641537,1.38777878078145e-17,0,0.0108151170020531,0,0,0,0,0.186666102604755,0,0,0,0.0792522461083504,0,0,0,0,0,0,0,0,0,-0.0413293354756574,0.0339752315956289,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0146387315112571,0,0,0.014869814136885,0,0,0,0,0,0,0.040513780107496,0,0,0,0,0,0.252855092062062,0.0678390463966038,0.0115975967068938,0.401515663902447,0,0,0,0,0.158285075956631,0,0,0,0,0,0,0,0,0,0.0527863510436031,0,0,0,0,-0.0189113694721649,0,0,0,0,0,0,0
X600690.SH,0,0.224401590285262,0,0.127085584584155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.00535909649298816,0,0,0,0,0,0,0,0,0,0.0822143752322027,-0.011538525677647,0,0,-0.0013978394137836,0,-0.0441573893912155,0,0,0,0,0,0,0.408220414037548,0,-0.0140810673835677,0,0,0,0,0,0,0
