,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600031.SH,X000625.SZ,X002456.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X600867.SH,X600089.SH,X002085.SZ,X002294.SZ,X000981.SZ,X600699.SH,X600498.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002180.SZ,X002049.SZ,X600566.SH,X002179.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.350077807473603,0,0.236640834542572,0.0968577271068531,-0.0323924885884626,0,0,0,0,0,0,0,-0.0571908018163767,0,0,0,0,0,0,0.0990776446979686,0,0.0303379594568227,0.0656418600470438,0,0,0,0,0,0,0,0,0,0,0.0540380076321543,0,0,0,0,0,0.0273751110482488,0.0496814412320844,0,0,0.0278625537721264,0.058884664162368,-0.0515608963948712,0,0,0.0239920588164084,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.382002423417971,0.0985796338359552,0,0,0,0,0,0.0591891029165442,0,0,0,0,0,0.0790477401698422,0.00388908451015492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896732387108392,0,0,0,0.101424172924972,0,0,0,-0.0464093354925975,0,-0.0432897755877694,0.0495294031603681,0,0,0,0,0,0
X002415.SZ,0,0.0605542033834776,0,0,0,0,0,0,0,0,0.0294102517392502,0,0,0,0.30827480046624,0,0,0,0,0,0.175603282336571,0.0762411208216849,0,0.152898218666988,0.0168317205375529,6.93889390390723e-18,0,0,0.115121046984234,0,0,0,0.0305374255556333,0,0,0,0,0,0.0085644260891225,0,0,0.0151578465173936,0,0,0,0,0.053522890481224,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X000651.SZ,0,0.249172030485317,0,0,0.118192826635841,0,0,0,0.0498329280141682,0,0,0,0,0,0.0238737108838751,0,0,0.227897226979322,0,0,0,0,0,0,0,0,0.0627530851549124,0.0182053867680261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00339757742955199,0,0,0,0,0,0
X000858.SZ,0.0325593569118109,0,0,0,0,0,0,0.137272222108391,0,0,0,0.324167580948511,0,0,0,0,0,0,0,0,0.00834166443059091,0.000264675375976071,0,0.0311940955998614,0,0,0,0.268670436226927,0,0,0,0,0,0,0,0,0,0.0398698071467595,0,0,0,0,0,0.00787126345942948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.31165646840426,0,0,0,0,0.15707316777781,-0.0933365383832866,0.22897285392235,0,0.034183120455786,0,0,-0.188713696267823,0,0,0.0454628685175806,0,0.0503036520436279,0,0,0,0,0,0,0.478329385025791,0,0,0,0,0,0,0,0,0,0.0176399597877195,0.213315136949272,0,0,0.0623438101055243,0,0,0,0,0.0312756352045329,0.0245882443149636,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0297130227881476,0,0,0,0,0.307828722500629,0,-0.023452261255654,0,0,0,0,0,0,-0.152723169404939,0.0646912909465989,6.93889390390723e-18,0,0,0,0,0,0,0.0811613022489515,0,0,0.125625887700078,0,0,0,0.0844656932808709,0,0,0,0,0,0.0979647393817461,0,0,0,0,-0.153044510386074,0,0,0,0,0,0.00927394965302859,0,0,0,0,0,0
X002304.SZ,0.0223736825384585,0,0,0,0.637968303351571,0,0,0,0,0,0.00693938937499333,0,0.100045424506143,0,0,0,0,0,0,0,0.0100746677720489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122245280287741,0.11043509104851,0,0,0,0,0,0,0,-0.0271819899523016,0,-0.0201135791820549,-0.0281437100294475,0,0,-0.0478237681379554,0,0.00575973212243855,0.0170810172672949,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.355489926287198,0,-0.138102437789018,0,0,0,0,-2.16840434497101e-19,0,0.123704905926018,0,0,0,0,0,0,0,0,0,0.0329626194257172,0,0.205198253760418,0,0,0,0,0,0,0,0,0,0,0,0.166430996791268,0,0,0,0,0,0,0,0.130377975924108,0,0,0.225195371963053,0,0.026125005257705,1.73472347597681e-18,0,0,0,0,0,0
X600690.SH,0,0,0.108550425984677,-1.73472347597681e-18,0,0,0,0,0,0,0.0468592129529653,0.0749571155290096,0,0,0.0615530881703344,0,0.169281152637798,0,0,0,0.0495945756702037,0,0,0,0,0.0824897552037643,0.218227659713948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207221762791243,0,0.0192701358555676,-0.00379129831236635,0,0,0,0,0,0
