,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X300124.SZ,X000725.SZ,X000063.SZ,X600104.SH,X002371.SZ,X002129.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002241.SZ,X000100.SZ,X002236.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X000977.SZ,X600522.SH,X601877.SH,X300142.SZ,X600460.SH,X000157.SZ,X600741.SH,X002074.SZ,X000733.SZ,X600183.SH,X300003.SZ,X002463.SZ,X002007.SZ,X002294.SZ,X000066.SZ,X002414.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0469633749548947,0.0614725633557298,0.063283217256022,0.0261278383951029,0,0,0,0.160905861469457,0,0,0,0.0181407131298729,0,0.0214226431477853,0,0.00884948318211368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294851174985403,-0.0219843925685489,0,0.0939432752876829,0,-0.012743169014553,0.0226311615970401,0,0,0,0,0,0
X000858.SZ,0,0,0.0190688763338687,0,0.0412921568942333,0,0.537829363847881,0,0.0839652627054411,0,0,0,0.0399753086876387,0,0,0,0,0,0,0,0.0892585561341375,0,0,0,0,0,-0.0842051842448757,0,0.039528047423198,0,0,0,0,0,-0.00645520028514447,0,0,0,0,0,0,0.0131669400714048,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0267061684406267,-0.013325397058073,0,0,0,0,0,0
X002415.SZ,0,0.0766254836527565,0,0,0,0,0,0,0.0408023409634221,0,0,0,0,0,0.0681377510365737,0,0,0,0,0.166364664978871,0,0,-0.0884571358590896,0,0,0,0,0,0.216332524240583,0,0,0,0.079958619552256,0.0493584921073335,-0.128789259614671,0,0,0,0,0,0.0885321188665604,0,0,0,0,0,0,0,0,0,0,-0.00174884255750142,-0.0251324142757987,0,0,0,0,0,0
X000568.SZ,0,0.356029533621938,0.228983991330547,0,0,0,0.38396817829949,0,0,0,0,0,0,0,0.106719037882788,0,0,0,0,0,0,0,0,-0.0172993988509755,0,0,0,0,0.126266082898682,0.0189706943165361,-0.130158422220679,0,0,-0.000797050314029379,-0.0143145389134375,0,0,0,0,0,0,0,0.0108331737235695,0,0,0,0,0,0,0,0,-0.0147130050784876,0.026089534389413,0,0,0,0,0,0
X600809.SH,0,0.173203315356693,0,0,0,0,0.195631861793432,0,0,0,0,0,0,0,-0.0108825582291078,0,0.0593428138179706,0,0,0,0,0,0.0317886214983035,0,-0.169955859491192,0,0,0,0.0500004919745603,0.0574389801743275,0,0,0.151743450204702,-0.0322039320239483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363173967134611,0,0,0,0,0,0
X600276.SH,0,0.0463505169335845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297193942624707,0.164279979829828,0,0,0,0,0,0,0.031139720872595,0,0.02113127674515,0.131438058531359,0,0,0.0073146079355779,0,0.0467369722599927,0,0,0,0,0,0,0.23389697292986,0.0448433136635094,0,0.105159177104183,0,0,0,0,-0.0133667957433338,-0.012477770341057,0,0,0,0,0,0
X002304.SZ,0,0.385248294345978,0,0.381607805745606,0,0.00249537491959105,0,0,0,0,0,0,-0.0613341209289863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596321751691359,0,-0.0413506962657645,0.10496536727852,0.128254775025018,0,-0.0349351766975843,0.0234827053128695,-0.0113780839524112,0,0,0,0,0,0,0,0.0698044740546149,0,0,0,-0.124795139308226,0,0,0,0,-0.0112117895347508,0.0139443631216157,0,0,0,0,0,0
X000651.SZ,0,0.165342468378548,0,0,0,0,0,0,0,0.314271407752982,0,0,0,0,0,0,0,0,0,0,0.12540929898216,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00657449328519803,0,0,0,0.0018139438930714,0,0,0.0673352211113051,0,0,0,0,0,0,0,-0.014563269421522,-0.00480342368842828,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.094364919416601,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.171011848585118,0.0956397770015168,0,0.0193992989119524,0.153070996078667,0,0,0.0931301512371309,0,0,0,0,0,0,0,0,0.0167501968052684,0.0825376856286533,0,0,0,0,0,0,0,0.114798386076305,0.0983739234408906,0,0,0.0850756961095902,0,0,-0.0218722717062803,0.0729476598222754,0,0,0,0,0,0
X600690.SH,0,0,0,0.11868241366576,0,0.188686993020229,0.116424718043432,0.0371223937348061,0,0,0.065176600860452,0,0,0,0,0,-0.191789781889296,0,0,0,0,-0.0500577087333922,0,0,0,0,0,0,-0.310312606607296,0,0.157630246598767,0,-0.0304707895916277,-0.000240774212379861,0,0,0,0,0,0,0,0,0.0767416749680807,0,0,0,0,0,0,0.0201858690106604,0,0.00655968773214394,0.0597376259978016,0,0,0,0,0,0
