,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600703.SH,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X600522.SH,X002463.SZ,X002007.SZ,X002028.SZ,X000800.SZ,X002074.SZ,X600460.SH,X300142.SZ,X601799.SH,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3709858169851,0,0,0.241433950311678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175654976050059,0,0,0.246876737221276,0,0,0,0,0,0,0.109832843275159,0,0,0,0,0.00189481712193885,0,0.104852795691121,0,0,0,-0.0169712733272088,0,0,0,0,0.0362294529708822,0,0
X000858.SZ,0.132927766771017,0,0,0,0.157433593946104,0.317029196949694,0,0.0293948124735676,0,0,0,0,-0.0976146539925929,0,0,0,0,0,0,0,0.0397780898049181,0,0.0698984748000561,0,0,0,0,0.0845663889077047,0,0.0327887850691927,0,0,0,0,0.00663481319311329,0,0,0.0322015725176277,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.00390331758669801,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0902575132261397,0,0,0,0,0,0.0374884840326246,-0.0063297822940035,0,0,-0.00806493375483113,0,0,0,0,0,0,0.19345986087951,0.0327222969693113,0,0.179742387194744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472892833340826,0,0,0,0,0,0.0118179851495836,0,0.0557005092985307,0,0,0,0.0396701661637931,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0945913139976807,0,0,0.0215159350994368,0,0,0,0,0,0,0,0.0899071573816604,0,0,0,0,0,0,0.0028414884740127,0,0,0,0.0702801699464649,0,0,0.0128621645062108,0,-0.0165536668832055,0,0,0,0,0,0,0.0395791967371433,0,0,0,0,0.17544846031705,0,0,0.0373127401825924,0,0.0193654232096585,-0.0133263287883837,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.480020626250665,0,0,0,0,0,0,0,0,0,0,0,0.320915804183672,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0366131845511481,0.0812800505014635,0,0,-0.0535730553275421,0,0,0,0,0,0,0,0,0,-0.0280716026243941,0.0198250932711685,0,0,0,0,0,0
X000568.SZ,0,0.533388117732292,-0.015562757237528,0,0.454340975472717,0,0,0,0,0.0626034912986149,0,0,0,0,0,-0.0741002299678264,0,0,0.0584043693857311,0,0,-0.0261980606485488,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381432137609295,0,-0.0984401524284673,0,-0.00699959981386434,0,0,0,0,0,0.0380052391520421,-0.058781275150597,0,-0.0313742157178324,0,0,0,0.0158102017948867,-0.0136109582440783,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889935822274785,0,0,0.209956365111776,0,0,0,0,0.0591357881093419,0,0,0,0,0,-0.0895660208305242,0,0.0649869435288299,0.23817652399859,-0.0282296857690466,0,0,0.0511532546880666,3.46944695195361e-18,0,0,0,0,0.0176915195426666,0,0,0,-0.0123093846912051,0.030006887946679,-0.00519462954600265,0,0,0,0,0
X600690.SH,0.0289030822465727,0,0,0,0,0.257716002801245,0,0,0.238630007014521,0,0,0,-0.0205675236140716,0,0,0,-0.0074061197564661,0,0.0429754997921957,0,0.116838756155036,0,0,-0.00501803114946391,0,0,0,4.33680868994202e-19,0,0.0297142665588115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919420905923735,0.000759880830184174,0.0219854049028094,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.536715728168512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244302717137706,0,0,0,0,0,0.0564679465973903,0,0,0,0,0.0855215434606129,0.146731787357137,0,0.1434154324414,0,0,0,0.114035013050298,0,0,0,0.0967718669105677,0.0850648923398943,0,0,0,0,0,0.0806339224178073,-0.158544579614122,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.271993936357385,0.0554262590946359,0,0,0,0,0,0.228345804479581,0,0,0,0,0,0,0,-0.167417861169272,0,0,0.0368851443217539,0,0,0,0,0.118417219109684,-0.0563570385308666,0,0.0310147215788142,0.0238403637140674,0,0,0,0,0.0297434939229785,0,0,0,-0.0611891514659541,-0.138282652682223,0,0.307899239873225,0,0,0,0,0,0,0.00232407795795524,0.0115871210258738,0,0,0,0,0,0
