,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X600271.SH,X300003.SZ,X300136.SZ,X002508.SZ,X002008.SZ,X600089.SH,X600522.SH,X002294.SZ,X600177.SH,X600487.SH,X000157.SZ,X002007.SZ,X600118.SH,X600867.SH,X600699.SH,X600372.SH,X600566.SH,X000981.SZ,X600809.SH,X000559.SZ,X000050.SZ,X002074.SZ,X000066.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170505202989076,0,0,0,0,0,0.0341610766645761,0,0,0,-0.0853566951465717,0.0133507713195778,-0.0875912624796404,0.0433263684864378,0,0.102086018118064,0,0.0998756810126006,0,0,0,0.110612407344469,0,0,0,0.0732962857498785,0,0,0,0,0.366492621096399,0,0,0,0,0,0,0,-0.00810334145338655,-1.6940658945086e-21,0,0,0,-0.114542710673485,0,0
X600104.SH,0,0,0,0.311824534249746,0,0,0,0,0,0.123502019424342,0,0.329328321038115,0.0243858934110929,0,0,0.0677081905269686,0,-0.0543673449874698,0,0,0,0,0,0,0,-0.0667818266161073,0,-0.13730824328167,0,0,0,0,0,0,-0.0494781165877239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903447307961573,0.0237529279776942,0.018749291576764,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.211429290903851,0.0808893751560513,0.0595327876959125,0,0,0,0,0.0215872719407704,0,0,0.396600196154152,0,0,0,0,0,0,0,0,0,0,0,0.0462999897436376,0,0.22965706274324,0,0,0,0,0,0,0,0,0,0,-0.187393806806923,0,0,0,0,-0.0320688413132072,0,0,0,0,0,0,-0.00252101815314788,0,0,0,0,0,0,0
X000651.SZ,0,0.0575009109380392,0,0,0.111128050266047,0.0772895913757995,0,0,0,0,0,0,0,0,0.0339744726896776,0,0,0,0,0,0.203416671118314,0,0,0,0.0118510413945373,0,0,0,0.0373865281438488,0,0,0,0,0,0,0,0,0,0,0,0,0.278452928760199,0,0,0,0,0.0345895528450311,0,0,0,0,-0.00190264719673721,-0.00610022432899287,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743646660079034,0.0665702037254745,0,0,0,0,0,0,0.0662732388520077,0,0,0,0,0.0652202709360632,0,0.0195901514594968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00783684748130523,0,0.0155109500950675,0,0,0,0,0,0.0060451989626432,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0731276272755413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319910476912787,0.596577999259181,0,0,0,0.0433219249897646,0.281282438992445,0,0,0,0,0,0,0,0.140279860812064,0,0.0655386380136676,0,0,0,0,0.0253930503216861,-0.117562293717387,0,0,0.0528106596454955,0,0,0.0533126349829462,0,0,0,0,0,0
X600276.SH,0,0,0.127432193361623,0,0.00242990651771472,0,0,0.000749798122614006,0,0,0,0.267127930686615,0,0,0,0,0,0,-0.127327423334801,0,0,0,0,0,0,-0.0964927227861861,0.0292741830394078,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00897178044333626,0,0,0,0,-0.0259673524788404,0,0,0,-0.118751761186456,-0.0232563337533807,0.0167228843329897,0,0,0,0,0,0,0
X002304.SZ,0.666669037463692,0.403914815524544,0,0,0,0,0,0,0,0.0514076259294382,0,0.102201109549834,0,0,0,0,-0.240242797966953,0,0,0,0,0,0,0,0,0,0.0704829110088055,0,0,0.0742587046092085,0,0,0,0,0,0,-1.0186336753657,0,0,0,0,0,0,0.255532086793999,0,0.107253619466971,0,0,0,0,0,-0.0226479888016523,-0.0588086583678736,0,0,0,-0.225483950758127,0,0
X000063.SZ,0,0,0,0,0.0310023110911907,0,0,0,0,0,0.304852863362012,0,0,0,0.0088076701522028,0,0,0.108711119809737,0,0.0148707889306105,0,0,0,0.0621038619607092,0.116393579564655,-0.0446838209152961,0.100089578849508,0,0,0.0972966949645936,0,0,0,-0.00670988664965957,0,0,0,0,-0.0221826223966932,0,0.133656427662057,0,0,0,0,0,0,0,0,0,0,-0.0141744784842755,-8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0.29308828577877,0.0438217209290336,0.160669028833749,0,0,0,-8.67361737988404e-19,0,0,0.0116674267199464,0.192471397217929,0,0,0.120704176038287,0,0,0,0,0,0,0,0,0,0.0138807623887184,0,0,0,8.67361737988404e-19,-0.0297010984674212,0,0,0.132808836376584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295839779395591,0,0,0,0.0192372968496918,0,0,0,0,-0.00394337752678246,0,0
