,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X600271.SH,X600118.SH,X300124.SZ,X002508.SZ,X002085.SZ,X002456.SZ,X600089.SH,X000157.SZ,X600372.SH,X600177.SH,X600522.SH,X002007.SZ,X300003.SZ,X300136.SZ,X000981.SZ,X600487.SH,X002294.SZ,X600699.SH,X600867.SH,X000066.SZ,X002074.SZ,X000559.SZ,X002180.SZ,X002008.SZ,X600435.SH,X002292.SZ,X600498.SH,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.19549576023626,-0.0332791058647857,-0.0623505883928933,0,0,0,0,-0.066942560420102,0,0,0,0,0.0936410005535588,0,0,0,0,0,0,0,0,0.0598538907698718,0,0.0510327534837213,0,0.0240082574793372,0,0,0,0,0,0,0,0,0,0.006840002638105,0,0.120535627337902,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0324177555025297,0,-0.0219209447780501,0,0,0.044798555199629,0,0,0,0.0809144676188925,-0.0190675989459231,0,0,0,0.0246105786019629,0,0,-6.93889390390723e-18,0,0,0.145858247399716,0,0,0,0,0,0,-0.0290764547685669,0,0.130299340995122,0,0,0,0,0,0,0,0,0.0905009893924061,0,0,0,0,-0.00948773754454442,-0.0147838431782843,0,0,0,0,0,0
X002415.SZ,0,0,0,0.222064374635354,0,0,0,0,0,0,0,0,-0.0472243002047604,0,0,0,0.130614493436545,0,0.22144082622556,0.0782324615469011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848093122975889,0,0,0,0,0.0363100111634495,0,0.249573000905112,0,0,0,0,-0.0720417131704993,0,0,-0.20817073197932,0,0,-0.00862975155010365,-0.000648915437834854,0,0,0,0,0,0
X000651.SZ,0.0601627742288304,0,0,0,0,0.063642642018574,0,0,0,0,0,0,0.272388780014367,0,0,0.0163450814037726,0,0,-0.00606248780102665,0,0,0,0,0,0,0,0,-0.0704080481340661,0,0,-0.0239758863541219,0,0,0,0,0,0,0.0522628697430362,0,0,0,0,0,0,0,0,0,0.0179861341043675,0,0.04185165001009,0,0.0195267258500849,-0.00318341763111393,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0127318875717773,0,0,0,0.213954863943373,0,0,0,0,0.258680440761985,0,0,0,0,0,0.125147682515829,0,0.0248539350464174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216184427350919,0,0,0,-0.127081906918254,0,0,0,0,-0.00342169254562914,0,0,0,0,0.00250048918430617,0.00363315807930448,0,0,0,0,0,0
X000725.SZ,0,0,0,0.361475194903724,0,0,0,0,0.126053462185343,0,0,0.014333802286742,0,0,0,-0.416492722293601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144883374843885,0,0,0,0,0.207864492597365,-0.0792347881602723,0,0,0.113040836572359,0,0.0404275404910782,0.311851475427701,0,0,0,-0.0499842502755003,0.0348281264841554,0,0,0,0,0,0
X600276.SH,0,0,0,0.0502909734108191,0.0715883814497607,0,0,0,0,0,0,0.257286087542011,0,0,0,0,0,0,-0.100575513997219,0,0,0,0,0,0,0,0,0,0,-0.113526266187883,-0.0512577744078076,0,0,0,0,0,0,0.0408702010823316,0,0,0,0,0,0,0.174595763960592,0,0,0,0.0679395675582452,0.141073970143086,0,-0.00849589234320023,0.00537019369545211,-0.153247930931629,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0706341250613857,0,0,0,0,0,0,0,0.297385457686141,0,0.0519624699477577,0,0,0,0.0238970176895882,0,0.145261732904382,0,0,0,0,0,0,0.0639383647798548,0,0,0,0,0,0,0,-0.0299517347599929,0,0.117718237242256,-0.170651642755061,0,0,0.0837773743474456,-0.0678854310330099,0,0,0,0.0314623148247396,0,0,0.123538637182722,0,0.0128841644364682,-0.0022375906222502,0,0,0,0,0,0
X000625.SZ,0,0,0,0,8.67361737988404e-19,0.0317563378284441,0,0,0,0,0,0,0,0.195308327042551,0,0,0,0.222593876668329,0.16415757554434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187413235081029,-0.142870623014237,0,0.066723746112659,0,0,0,0,0,0,-0.0435738733057604,0,-0.0275388994447721,0.1189952380252,0,0,0,-0.0143147468681871,0.00801011274877946,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.155010691076033,0,0,0,0,0,0,0,8.67361737988404e-19,0.06222623741402,0,0,0,0,0,0.0481944661734631,0,0,0,0,0,0,-0.0126750795222353,0,0,0,0,0,0,0,0,0.0710573961573605,0,0,0,0,0,0,0,0,0,0.0244930031924958,0,0,0,0.0493725958299809,0,0,-0.0101885367190947,0,0,0,0,0,0
