,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600690.SH,X000568.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X601877.SH,X300003.SZ,X000157.SZ,X300124.SZ,X600183.SH,X000625.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X000066.SZ,X002371.SZ,X300136.SZ,X600271.SH,X002456.SZ,X002008.SZ,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600177.SH,X002180.SZ,X000050.SZ,X002129.SZ,X002508.SZ,X600498.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0401286752224419,0,0,0,-0.0698679955629418,0.183555426127498,0,0,0,0,0,0,0,0.314793241689437,-0.0150898794885187,0,0,0.0692662980217461,0.284376262047303,0,0,0,0,0,0,0,0,0,0,0.0909115222435659,-0.0239275284810644,0,0,0,-0.0302802690644976,0,0,0,0,-0.088167379553439,0,0,0,0,0,0,0,0,0,0,-0.0563939647653406,-0.0130610252825381,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653383060018411,0.531357549319206,0,0,0,0.0590208404595744,0.0154864399455455,0.0597919676177084,0.00237796193897088,0,0,0.0216283157011069,0,0,0,0,0,0,0,0.0293961955385915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100546606611978,0,0,0,0,-0.00132708487278701,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0249987870047271,0,0,0,0,0,0.279111726205437,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937002593471971,0,0,0,0,0,0,0.0399127194390793,0,0,0,0,0,-0.0891946864225371,0,0,0.160663966472865,0,0.0441528406950391,0,0,0,0,0,0,0.0104007664692082,0,0,0,-0.055519274883073,0,0
X600276.SH,0.18187278983933,0,0,0,0,0,0.0219672841293765,0,0,0,0,0,0,0.0296327191804697,0,0.247235638669354,0,0,0,0.100592567218732,0,0,0,0,0,0,0,0,0.0944277224942558,0,0,0,0,0,0,0,0,0.0843021766197309,0,-0.0852270638240002,0,0,0,0,0,0,0,0,0,0,0,0.0240823482508501,-0.0159395801572741,0,0,0,0.0101135557447063,0,0
X002415.SZ,0,0,0,0,0,0,0.0335486721614085,-0.193004020786699,0,0,0,0,0,0.0885105011946152,0.0181926837948062,0.0757205664790242,0,0,0,0,0,0.565648132134458,0,0,0,0,0.0417417312617271,0,0,0,0.0597039906887332,0,0,0,0,0,-0.0519598745455632,0,0,0.0485335559675835,0,-0.0362727194890539,0,0,0,0,0,0,0,0,0,0.0634874353559094,-0.0329580269368616,0,0,0,-0.0500467135567995,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559818774915343,0.068849806966555,0,0,-0.0275615672198066,0,0,0,0,0,0.0297249991036783,0,0,0,0,0.0269901078523101,-0.0407999669649368,-0.0697905099888041,0,0,0,0,0,0,0.0613842836823976,0,0,0,0,0.0253778775221509,0,0,0,0,0,0.0136284726256498,0,0,0,0,-0.0198142287664961,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0620233452883356,0,0,0,0,-0.0626686817620158,0,0,0.307763248039022,0,0,0,0,0,0,0,-0.138767992677225,0,0,0,0.2068654104279,0,0,0,0,0.312295346646284,0,-0.0788599291793797,0.0480513552458295,0,0,0,-0.0298356210408948,0,-0.0122943606547742,0,0,0,0,0,0.0473119241986917,0,0,0,0.0564546397376718,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151704302332054,0,0,0,0,0,0,0,0,0,0.113252450360871,0,0,0,0,0,0,0,-0.0940806230589797,0,0,0.0940466915570273,0.123739953331314,0,0,0,0,0.0411544833217686,0,0,0,0.145055778550214,0,0,0,0,0,0,0.042437463723847,0.00439472932117551,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.085415644232307,0,0,0,0,0,0.0120969663440398,0,0,0,0,0,0.219575050185934,-0.0161421131012214,0,0,0,0,0,0,0.0738025166534368,0,0.0674935490524285,0,0,0,0,0,0,0,0,0,0,0.0250227499044714,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00883758373559368,0,-0.0137485596710263,0.0107167207648391,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00142224189237831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200031025924056,0,0,0,0,0,0,0,0,0.0613052933862533,0.0564397257930292,0.0387223052397655,0,0,0.034386962103321,0,0,0.0541804237534621,0.0639344401628182,0.023626071295184,0,0,0,0.0512327991628744,0,0,0,0,0,0,-0.00821058065268815,0,0,0,0.0224938624384787,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311077502712124,0,0.00277364054026962,0,0,0,0,0.0374561991685661,0,-0.126096875565093,0,0,0,-0.0444795271358043,0,0,0,0,0.100989789780064,0.142826257161128,0,-0.0106020025647594,0,0,0.103673489651149,0,0,0,0,0,0.235827758056111,0.175866616303464,0,0,0,0,-0.00363373643377785,-9.93949040753984e-05,0,0,0,0,0,0
X600031.SH,0.0438783120910497,0,0,0,0,0,0.134353380861708,0,0,0,-0.157241464222974,0,0,0,0,0,0,0,0,0.106956712962815,0.085608144578797,0,0,0,0.0484694739291975,0,0,0,0,0,0,0.0242519243844476,0,0,0,0,0,0,0,0,0,0,0,-0.00658302945264741,0,0,0.0651430426435273,0,0,0,0,-1.73472347597681e-18,0.0633807129609404,0,0,0,0.070393603752537,0,0
X000338.SZ,0,0,0,0,0,0,0.170487039905741,0,0,0.0240190328033438,0,0.0275107752092041,0,0,0,-0.0847168926978066,0.0591579549660585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990005522561245,-0.0862310159289299,0.0524237202935503,0,0,0,0,4.33680868994202e-19,0.0478132602122606,0,0,0,0,0,0,0,0,0.0284009909781861,0,0.0143545604375229,0,0,0,0,-0.0560928630702231,0,0
X600690.SH,0.107230631231014,0,0.343763113193101,0,0.112684922078463,0,0,0,0,-0.0857835947115682,0,0,0,0,0,0,0,0,0,0.0150002399149334,-0.063380304543683,0,0,0,0.163040337121866,0.15645951749557,0,0.0501573322934914,0,0,0,0,0,0,0,0,0,0,0,0,0.193361368767671,-0.0842634667343344,0,0,0,0,-0.0447840930056175,0,0,0,0,-0.00158835611811106,-0.0236797510008951,0,0,0,0,0,0
X000568.SZ,0.210297890893335,0.385758684177394,-0.0352418887887159,0,0,0,0.0338139671673411,0,0,0,0,0,0,0,0,0,-0.00977867320260366,0,0.132334102954784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291633223841876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0018954979071054,0,0,0.0205085876095697,0,0,0,0,0,0
X000661.SZ,0,0,0,0.397405962986799,0,0,0,0,0,-0.0127031463410358,0,0,0,0,0.0925059918308332,0,0,0,0,0,0,0,0,0,0,0,0,0.024347189446551,0,0.119180717302719,0.00810690048490562,0,0,0.110127430912779,0,0,0,0,0,0.0127529800357641,-0.274201645706435,0,0,0.0668112030358074,0,0.136092848095811,0,0,0,0,0,0.0549959421819113,-0.00327983356955236,0,0,0,0.0231633913618901,0,0
X600741.SH,0,0,0,0,0.116998540932504,0,0.370348266587275,0,0,0,0,-0.0624667460405347,0,0,0,0.0408679085427463,0,0,-0.00794142416600733,0,0,0,0.0378487918621392,0,0,0,0.223839131035225,0,0.142329277016449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00810832406492553,0.0254922667867247,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-4.33680868994202e-19,0,0,0.179398546495114,0,0.135481041702712,0,0,0.346854819074476,0,0,0.00142302951508845,0.00860481839295936,0.209654298863225,0.0786135147915542,-0.169800820702442,0.186748116937668,0,0,0,0,0,0,0,0.0200570062669555,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297024431688319,0.127331294606852,0,0,0,0.158639160832186,0.0260950122888054,0,0,0,0.0702608961472417,0,0,0.0648288884227309,0,0,0,0.0872232837653576,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247784632212729,0,0,0,0,0,0,0.0131785293390274,-0.020352550825082,0,0,0,0,0,0
X000596.SZ,0.272137630702941,0,0,0,0,0,0,0,0,0,0,0.145249091097789,0,0.129749793008097,0,0,0,0,0.138412651727619,0,0,0,0,0,0.0322585393216726,0,0,0,0,0,0.0953071901367213,0,0,0,-0.0649829782876687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233695611087111,0.0319936759904595,0,0,0,0,0,0
