,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X002371.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X600703.SH,X000063.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X600089.SH,X000100.SZ,X600460.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X601799.SH,X600884.SH,X002414.SZ,X600584.SH,X000733.SZ,X002180.SZ,X600183.SH,X600522.SH,X002007.SZ,X600563.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.489652999963778,0,0.0519020825138461,0.02884238794825,0,0,0,0,0,0,0,0,0,-0.113190687836152,0,0,0,0,0,0,0.0409752746063859,0,0,0,0,0,0,0,0,0,0.00249636988166303,0,0,0,0.015612890304622,0,0,0,0,0,0,0,0,0,0,-0.00852600030881585,0,0,0,0,-6.93889390390723e-18,-0.00446507727126885,0,0,0,0,0,0
X000858.SZ,0,0,0,0.319090589891615,0,0,0,0,0,0.051096987339806,0,0,0,0,0,0,0,0,-0.0975565531913205,0,-2.16840434497101e-19,0,0,0,0,0.192321746035621,0,0,0.029291235531704,0,0,0.0615125359354512,0,0,0.142908623508887,3.46944695195361e-18,0,0.0857617558722961,0,0,0,0,0,0,0,0,-0.0414237051529731,0,-0.0807148542186894,0,0,-0.0183699386680611,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.104204234325926,0.245132642253287,0,0,0,0,0.0411022838315865,0,0,-0.0729027478712058,0,0,0,0,0,0,0,0,0,0,-0.0285085175459163,0,0,0.0690350588343122,0,0,0,-0.0332143549713312,0,0.125749628426122,0,0,0,0.0356445592044191,0.0431004574120774,0,0,-0.0739509860179142,0,-0.0157552326818551,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.162163964237898,0,0,0,0,0.0627842295254634,0,0.0615864006723406,-0.0167910424836063,0,0,0,0,0,-0.090531892579169,0,0,0,0,0,0,0,0,0,0.136219221059755,-0.0417479842996837,0,0,0,0,0,-0.153490960971722,0.110560601747627,0,0.406286253047104,0,0.0281191558239466,0,0,0,0,0,0,-0.0763349119712075,0,0,0,-0.00663755998143279,0,0,0,-0.0704728813701313,0,0,0,0,0,0
X000568.SZ,0.0812542736543898,0,0,0,0,0,0,0,0,0.0033964681996146,0,0,0,0,0,0.00669928635778597,0.0768345201662963,0,0,0,0,0.482436530840619,0,-0.101739935500847,0,0.0539364025214246,0,0,0,0,0,0,0,0,0,0,0,0.134610789243981,0,0,0,-0.150329465184768,0,0,0,0,-0.135626577930014,0,0,0,0,0.0249985048984902,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.219156790089683,0,-0.0403164973854201,0,0,0,0,0,0,0,-0.0414955878624911,0,0,0,0,0,0.0156975553623351,0,0.133422900939914,-0.183455255698287,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202125495685214,-0.0248939250749286,0,0,0,0,0,0.107154233286465,0.157905296822597,0,0,0,0,0.00957197885068543,0,0,0,-0.118333447367768,0,0
X002475.SZ,0,0.219721794694113,0,0,0,-3.46944695195361e-18,0,0,0,-0.0128226889293229,0,0,0,0.0846292147781026,0,0,0.191816961034435,0,0,0,0,0.0288537644713414,0,0,0,0,0,0,0,0,0,0,0.213662763203954,0,0,0,0,0,0,0,-0.0540702154078106,0,0,-0.0691758297935953,0,0,0.13596770971295,0,-0.0142900070116526,0,0,0.0187639229521593,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0771109014846513,0,0,0,0,0,0,0.149548917847503,0,0,0,0,0,-0.0686745579300024,0,0,0,0,0,0,0,0,0,0.0072163226327324,0,0,0.0202676454760566,0.120564273100245,-0.130865533533192,-0.00132885952036321,0,0,0,0,0,-0.0134881538775343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.274063089063255,0.0355672608350898,0.196178275952989,0,0,0,0.185267567430876,0,0,0,0,0,0,0,0,0,0,-0.0996603560626555,0.00934890856457798,0,0,0,0,0.0436432253878994,0,0,0,0.00729534202665219,0,0,0,0,0,0,0,0.0912016999570277,0.0956937061494917,0,0,0,0,0,0,0,0,-0.0424899878591936,0,0,0,0,0.0555406431355788,-0.0452981811257911,0,0,0,0,0,0
X300014.SZ,0,0,-0.35871019730888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06283267759352,0,0,0,0,0,0,0.162713585909933,0.132559902200299,0,0.0801361686465586,0.116266603564478,0,0.0174071745521712,0,0,0,0.00938519014701139,0,0,0,0,0.186848621647037,0,0,0,0.0233991258797737,0,0,0,0,0,0,0,-0.0352726482148406,0.0968703193677431,0,0,0,0.0630187489507539,0,0
