,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X000977.SZ,X300142.SZ,X000157.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600460.SH,X000066.SZ,X600183.SH,X300003.SZ,X601799.SH,X600884.SH,X002007.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112637786228984,0,0,0.0718041420271097,0,0.266723909314213,0,0.0520091414746988,0,0,0,0,0,0.0602839901956912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0877518129570536,0,0,0,0,-0.10497422633561,0.00630896735960018,0,0,0,0.0466779377797547,0.0265900065245316,0,0,0.0441503460070625,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0204031805898943,0.0839548534847507,0.170174328025714,0,0.582025103061011,0.0685928555158557,0,0.174954851920046,0,0,0.0434844698207174,0,0,0.0216465083344318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292677398657899,0,0,0,0,0,-0.0301989327031346,0.00472020385952343,0,0,0,0,0,0
X000568.SZ,0,0.510145876876885,0,0,0,0,0.345870229008511,0,-0.0221359850588244,0,0,0,0,0,0,0,-0.0128027574102147,0,0,0,0.0146929991035862,0,0,0,-0.172392725505518,0,-3.46944695195361e-18,0,0,0,0,0,-0.0446586146080136,0,0,0,-0.117357695571443,0,0,0,0,0,0,0,0.233888476502928,0,0,-0.0788646546907781,0,0,0,0,-0.0131230720928725,0,0,0,0,0,0
X002415.SZ,0,0.283823791039389,0,0,0,0,0,0,0.0234863219839662,0,0,0,0,0,0,0,0.0541907494648085,0,0,0,0.165123592331566,0,0,0,0.0718900537089421,0,0,0,0,0,-0.197490469840384,-0.0803361482790838,0.0514327381552839,0,0,0,-0.126277022306382,0,0,0.0119745345750126,0,0.190484292484781,0,0,0,0,0,0,-0.0834080479615173,-0.0164602593185775,0,0.0306230609190478,-0.0330520627173605,0,0,0,0,0,0
X600809.SH,0,0,0.13639079042348,0.154506361645903,0,0,0.089664978523754,0.0773868819595555,0,0,0,0,0.0668781308077064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0620677826461965,0,0,0,0,-0.0662597822468869,0,0,0,0.276779469259473,0,0,-0.0246275842697343,-0.0505523899248694,0,0.0311103251432966,0,0,0.0627803997462586,0,0.0040314687093383,0,0,0,0,0,0,0
X600276.SH,0,0,0.0921793667925051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133137946262967,0,0,0,0,-0.156973086567833,0,0,0,0.215839310211848,0,0,0,0.0113736494592582,0,0,0.0104542248571046,0.0999108815742712,0,0,0,0,0,0,0,-0.045646426661165,0.0450001645777952,0,0,0,0,0,0
X002304.SZ,0,0.303586269575299,0.351868097762188,0,0,0,0,0,0,0,0,0,0,0,0,0.246376672539627,0,0,0,0,-0.0159225745821888,0,0,0.0290721162630802,0,0,0,0,0,-0.0447003143516899,0,0,0,-0.0365972214675803,0,0,0,0,0,0,0,0,0,-0.034312674247011,0,-0.0346155739592526,-0.0273631160881839,0,0,0.0210203561728933,0,-0.0154036356555501,0.0151092844522928,0,0,0,0,0,0
X600690.SH,0,0,0.0481662896258556,0.0671999950664151,0.0133216057036272,0,0.0122040075379354,0,0,0,0,0,0.221024394397122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125670424699404,0,0,0,0,0,0,-0.0481490747796372,0,0,0.0496143895953294,0,0.044531444792952,0,0,0,0.00948568321729523,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.300044989141509,0,0,0,0,0,0.226047826939025,0.0989519852463806,0,-0.0406136126111255,0.00696131403963051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151916769408962,0.188935895686081,0.241385397352623,0,0,0,0,0,0,0,0,0,0.143160918042005,0,0.514105563561399,-0.0081184817157999,0,0,0,0,0,0,0
X000651.SZ,0,0.175657461115219,0,0,0,0,0,0.229497695522738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452106871525577,0,0,0,0,0,-0.0301168603885937,0,0,0.029837913346172,0,0.0211108927086511,0,0,0,0,0,0,0,0,0,0,0.0459476139618884,-0.0221189898623497,-0.0203552445301216,0,0,0.0480174135805366,0,-0.0065821340353551,-0.00505130810623277,0,0,0,0,0,0
