,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X000725.SZ,X600031.SH,X600104.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002463.SZ,X002241.SZ,X600584.SH,X600089.SH,X600418.SH,X600703.SH,X600372.SH,X000977.SZ,X000157.SZ,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X600460.SH,X601799.SH,X600487.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002180.SZ,X002294.SZ,X002074.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.518671162388069,0,0,0,0,0,0.00203715029595944,0,0.0447876263685775,0,0,0,0,-0.0278986995250168,0,0,0.121960848034891,0,0,0,0,0,-0.0290310796531089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00811046149858481,0,0,0,0,0,0,0,0,0,0,0.0835897140357054,-0.125724553110122,-0.00560241343632507,0,0,0,0,0
X000858.SZ,0.317589064493226,0,0,0,0,0,0,0.468711117188432,0,0,0,0,0,0,0,0,0,0,0,0,0.0751397848347185,0,0,-0.0899555565794971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367936323920106,0,0,0,0,0,0.202771877689372,0,0.0169252256527745,0,0,0,0,0,0,0
X600276.SH,0,0.37427613219471,0,0,0,0,0,0,0,0,0,0,0,0,0.348034261666586,0,0,0,0,0,0,0,0,0,-0.115791887187002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235650590048963,0,-0.185359051613636,0,0,0,-0.0828462138129838,0.113508487037702,-0.220714519574842,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.00688616582165422,-0.0411726383996831,-0.0373074348005618,0,0,0,0,0,0,0,0,0,0,-0.0538975304973524,0,0.0612717374532493,0.141873027002283,0.759219451607461,0,0,0.0489966177484282,0,0,0.000519585709102408,0,0,0,0,0,0,0,0.0149608565115617,0,-0.0670950840845145,0,0.165105829209675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.0217180233710691,0,0,0,0,0.485005713598698,0.100151012146756,0,0,0,0,0.0888253454261292,0,0,0,0,0.0260339621648524,0,0,0,0,0,0,0,0.00766053265887556,0,0,0.0690876442503374,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350047770860702,0,0,0.175190373126411,0,0.000594286718337217,0,-0.138036738475549,0,0.0716055912480073,0,-0.0481416009543041,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0333583744011541,0.460836064870536,0,0,0,0,0,0,0,0,0.100675420688062,0.0839655235095172,0,0,0,0,0.0373143482259178,0,0,0,0,0,0,0,0.0105778751447229,0,0,0,0,-0.0294739236215908,0,0,0,0,-0.0174503837201944,0,0,-0.0744781246400947,0,-0.0295394933688156,0,0,0,0,0,0,0,0,0,-0.0212869634048102,0,0,0,0,0,0
X002415.SZ,0.101940917204232,0,0.0495609398200368,0.086018520736211,0.190811193245733,0.00354677985194629,0,0,0,0,0,0,0.0401954565686826,0,0,0,0,0,0,0.0128178799221875,0,0.209189631855674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373009826010075,0,0,0,0.0109193015978281,0,0,0,0,0,0,0,0,0,0,0,0,0.144977589654502,0,0,0,0,0
X600809.SH,0,0.0410062871029673,0,0,0,0,0,0,0.0818512334298719,0.554204582282366,0,0,0,0,0,0,0,0,0,0.323601335482358,0,0.0330585649796652,0,0,0,-0.0383989266749799,0,0.01149727336463,0,0.0260034671861117,0,0,0,0,0,0,0,0.00794673871793165,0,-0.00764744939029549,0.0852616004926933,0,-0.104017256686116,0,-0.0937998544017382,0,0,0,0,0,0,-0.015345358465512,-0.0126879623427115,0.0398349455428589,0,0,0,0,0
X003816.SZ,0,0,-0.256877101177577,0,-0.0155974521210901,0,0.280570572114214,0.0517964225426356,0,0,0,0,0,0,0,0,0.151814822832696,0,0.34668636143776,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0368134662012575,0.291220551466275,0,-0.517201101929985,0,0,0,0,0.0287664392753105,0,0,0,-0.011862127258484,-0.370886985660898,0,0,0,0,0,0,0,0,0,0.0926206531844928,0,0,0,0,0
X000568.SZ,0.290504690314048,0.28076128570735,0,0,0,0,0,0.366321269352236,0,0,0,0,0,0,0,0,0,0,0,0.126984985975981,0,0,0,0,0,0.0352680786083596,0,0,0,0,0,0,0,0,0.0224099795143798,0,0,-0.0593500741554801,0,0,0,0,-0.0639709036985404,0,0,0,0,0,0,0,0,-0.0229566918667284,-0.0088203012584639,-0.0699722751924539,0,0,0,0,0
