,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002371.SZ,X000596.SZ,X300003.SZ,X600741.SH,X600183.SH,X300124.SZ,X000977.SZ,X002129.SZ,X000625.SZ,X002236.SZ,X601877.SH,X000800.SZ,X000157.SZ,X300136.SZ,X002456.SZ,X600584.SH,X002463.SZ,X002414.SZ,X002179.SZ,X600118.SH,X000066.SZ,X002049.SZ,X002180.SZ,X002008.SZ,X002185.SZ,X002223.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.368984622819526,0.181236563678857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373691351837168,0,0.0417809586987043,0,0,0,0,0,0,0.00725074615366733,0,0,0,-0.0500342436937099,0,0,0,0,0,0,0,0,0,0,0,0,0.120177786631007,0,0.00575966269708836,-0.00361784060163708,0,0,0,0,0,0
X000858.SZ,0.163607894561644,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0524641826492149,0,0,0,0.212935299042523,0.343704749818369,0,0,0,0.0818778708223615,0,0,0,0.0713604191096054,0,0.0804563208428839,0,0,0,0,0.00811577649335111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752095451547541,-0.0125368610636387,0,0.00756018891390363,-0.00671460294640015,0,0,0,0,0,0
X600276.SH,0,0.174843109647125,0,0,0,0,0,0,0,0,0,0,0.302933208006395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259374900957018,0,0,-0.0378832862729644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537493931020156,0,-0.0257282730096906,0,0.0649755532922337,-0.0657858297203071,-0.0202208278133643,-0.0234437425634254,0.00110586747062164,0,0,0,0,0,0
X000651.SZ,0,0.131389878004029,0,0,0.0565975367637058,0.0897877456395605,0.0938973221099651,0,0,0,0,0,0.0645644050303357,0,0,0.223429723006897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187486596775716,0,0,0,0,0,0,0,-0.122617684448104,0,0,0,0,0,0,0.0541844138623844,0,0,0,0,0,0,0.00925995699384182,-0.000396626629624535,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849379553638245,0,0.300593943378205,0,0,0,0,0,0,0,0.0558440472487916,0,0,0,0,0,0,0,0,0,0,0,0.210424329081818,0,0.176301767402782,0,0,-1.73472347597681e-18,0,0,-0.0636196347270071,0.00534455144623275,-0.0464702830493018,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.259467084803013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367150434286982,0,0,0,0,0.166286322869839,0,-0.00898508971471612,0.16163982464828,0,0,-0.126180298759679,0,0,0,0,0,0,0.100529560976147,0,0,0,0,0,0.0844664800179756,0.282507961876977,0,0.00303153921700929,-0.000101903481836185,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0135005051279821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048475266246517,0,0.112187298207111,0.0908545887555127,0.316506104566142,0,0,0.125742844142265,0,0.0870686418667603,0,0,8.67361737988404e-19,0,0,0,0,0,0.0294559772257263,0,0,0,0,0,0,0,0,-0.114456567870592,-0.0353972125012101,0.0222257411718635,0.0173454655973531,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.186319679325708,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125604037004047,0.0314972986549658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262395833775011,0,0.126928249150903,0,0,0,0,0,0,0,0,0,0,0,0.0800642826335415,0.0647928748910944,-0.0151106787451995,0.0660613635833908,-0.0641963760070494,0,0,0,0,0,0
X600031.SH,0,0.185065139329251,0,0,0.040526089879338,0,0.0797728754013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105414365976711,0,0,0,0.00655584183128199,0,0,0,0.266937841104919,0,0,-0.0820732653824136,0,0.0381958113454448,0,0.046386247990903,0,0,0,0.158764242911313,0,0,0,0,-0.0166271686078369,-0.00570654085742811,0,0,0,0,0,0
X002304.SZ,0,0.217200300839579,0,0,0.112855759907673,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0361959757598281,0.188551088736194,-8.67361737988404e-19,0.0632809850547592,0,0,0,3.46944695195361e-18,0.0318561100127715,0,0,0.0725642423710986,0,0,0,-0.0897048287531554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407323341277904,0,0,0.00899049828068088,0,0,0,0,0,0,0
