,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X000581.SZ,X002236.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X000400.SZ,X002294.SZ,X600839.SH,X002129.SZ,X000559.SZ,X000869.SZ,X002456.SZ,X002292.SZ,X600312.SH,X000977.SZ,X002465.SZ,X000050.SZ,X002007.SZ,X300003.SZ,X600435.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.146486442777448,0,0,0,0.109049906449989,0,0,0,0,0,0.544475051547055,0,0,0,0.11367320844829,0,0,-0.0278461571804079,0.140097916549249,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703892758200411,0,0,0,0,0.170801199674332,0,0,-0.0172845050797386,0,-0.0738805690207312,0,-0.00598340294286738,0,0,0.00548148779962897,-0.192775883812472,0,0,0,0,0
X600519.SH,0,0,0,0,0.112588312910569,0,0.0718636323751595,0.129112669056287,0,0.00673410626614599,0,0.227819020011379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965590478094024,0,0,0,0,0,0.167049286968818,0,0,0,0,0,0,0.0145102068904187,0,0,-0.127057936301287,0,0,0,0,0,-0.045907508904662,0,0,0.0150230584451598,0.00650385977355112,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.203418365911784,0,0,0,0,0,0,0,0,0,0,0.203307964342629,0,0,0,0,0,0,0.180934549306358,0,0,0,0,0,0,0.0470432764710683,0,6.93889390390723e-18,0,0.0490593770576993,0,0,0.0199533122737297,0.0644937283749549,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257512348753193,-0.0247295412192297,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.168663465567289,0,0.0645466672826309,0,0,0,0.0496056072371115,0,0,0,0,0,0,0,0.0173591448112492,0,0,0,0.0691230199714915,0,0,0.255040389663157,0,0,0,0,0,0,0,0,0,0.143020339425461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141385264282182,0,0,0,0,0,0,0
X000725.SZ,0,0.0987252349469881,0.116363309218359,0,0,0.0494328932606989,0,0,0,0,0,0,0,0,0.242140075088258,0,0,0,0,0,0.0664355039547391,0.0566934212445716,0,0,0,0,0,0.0333400919270981,0,0,0.0402614366145733,0.142468323385768,0.0734422276661591,0,0,0,0,0,0,0,0,0,0,0,0.14994169752269,0,0,0,0,0,0,0,0.014834927265333,0,0,0,0,0,0
X000625.SZ,0.331258280051813,0,0,0,0,0,0,0.0814281855820501,0.178803300169154,0,0,0,0,0,0,0.154420589696363,0,0.0603478914656669,0,0,0,0,0,0,0,0,0,0,0,0,0.0713327769795533,0,0,0,0,0,0,0,0,0,0,0,0.01543307672433,0,0,0,0.125218387177878,0,0,0,0,0,-0.00094597598648931,-0.0202099554957398,0.174195349924502,0,0,0,0
X000858.SZ,0.0323795480800092,0.11134408675274,0.0106728132827797,0,0,0,0,0.053830725033925,0.0999822387694738,0,0,4.33680868994202e-19,0.244045679790179,0,0,0,0,0,0,0,0.109240892660459,0,0,0,0,0.0231116601374379,0,0,0,0.00582043471547466,0,0.0125856743874837,0.0362695638249957,0,0,0,0,0,0,0.045941961453559,0,0,0,0,0,0,0,0,0,0,0,-0.0023002009802102,-0.0122846811854758,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.49926247977689,0,0,0,0.213952824372319,0,0,0,0,0,0,0.0299577540563899,0,0.0602715186380161,0,0,0,0,0,0.0400603083975527,0,0,0,0,0,0,0,-0.024341406684941,0.0366302083560882,0,0,0,0,0.0873956044056943,-0.0524372384583692,0,0,0,0,0,0,0,-0.0338460121945653,-0.00116911707691154,0,0,-0.00551172526677818,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00885034550684236,0,0,0,0,0.0683913026423004,0,0,0.0869949625548796,0,0.0908275996909401,0,0,0,0.134344570069097,0,0,0,0,0,0,0,0,0,0,0.0270271954960209,0,0.255373658819935,0,0.0508630085012754,0,0,0,0,0,0,0,0,0,-0.0198131663983329,0,0,0,0,0.0283572975105241,0,0,-0.0367668402627257,-0.0208343805575867,0,0,0,0,0,0
X600031.SH,0,0.0799548022488706,0,0,0,-0.0801429814646555,0,0.079769969854961,0,0,0,0,0,0,0.978356916753527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.012288578078072,0,0,-0.0707062952515947,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150267653430295,0.000229752220681962,0,0,0,0,0,0
