,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X601877.SH,X300014.SZ,X000157.SZ,X300124.SZ,X600183.SH,X002007.SZ,X300142.SZ,X000625.SZ,X000066.SZ,X002456.SZ,X002371.SZ,X002008.SZ,X300136.SZ,X002179.SZ,X600271.SH,X000977.SZ,X002463.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X002508.SZ,X600066.SH,X600498.SH,X002129.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.165267260095317,0.0695378752510952,0,0,0,0,0.140818369497177,0,0,0.581970326063764,0,0,0,0.0447626464726553,0,0,0.0981424021980779,0.0286584346708236,0,0,-0.0222610345901738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00996084473523894,0,0.00011035510455357,0,0,-0.0429475664188664,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0698861196952751,0,0,0,0,0,0,0,0.490761379497695,0,0,0,0,0.0308147604783335,0,0.0285767222037633,0.00773325878637884,0,0,0,0,0,0.0187403730747493,0,0,0,0.0160233125833998,0,0,0.0223721598539915,0,0,0,0.0228647087367115,0,0,0,0,0,0,0,0,0,0,0,-0.00559640236311863,-6.93889390390723e-18,0,0,0,-0.0105192507267328,0,0
X000651.SZ,0,0,0,0,0,0,0,0.162310186074444,0,0,0,0,0.254936460415998,0,0,0,-0.00729527293281845,0,0,0,0,0,0.0495257889484237,0,0,0,0,0,-0.151380963550637,0,0,0,0.0163845424063284,0,0,0,0,0,0,0,-0.00298290031570043,0,0.0382967215342393,0,0,0,0,0,0.208539899421722,0,0,0.0125524348441118,0.0235580639197086,0,0,0,-0.0378260340378283,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335201706529114,0,0,0,0.0115036726508046,-0.0586390362850089,0.104389323418233,0,0,0,0,0,0,0,0,0,0.0559462479983337,0.0399941720318205,0,0,0.122148766219893,0,0,0,-0.0498764254663888,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447691858803218,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0402917976625343,0,0,0,0,0,0,1.38777878078145e-17,0.0595299450269289,0,0,0,0,0,0,-8.67361737988404e-19,0.547001552860072,0,0,0,0,0,0,0,0,0,-0.0426933779070168,0.0298888905955733,0,0,0,0,0.065391678080785,0,3.46944695195361e-18,0,0,0,-0.0632404859678402,0,0,0,0,0,0.133987911677214,-0.0542766393077624,0,0,0,-0.103856942497574,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115684169425701,0,0,-0.0175032519551148,0,0,0,-0.00418078152234617,0,0.0204077136859718,0,0.00994529831685703,0.0165990351284728,0,0,0,-0.0286024816302793,0,-0.0658233186132349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618426310405532,0,0,0.00887817020193628,0,0,0,0,-0.0114056269983581,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908921639443767,0,0,-0.0258118224159373,0,0,0.211735666726459,0,0,0,0,0,0.0321629292674038,0,0,0,0,0,0,0.231003539395174,0,-0.0999846996366492,0.378109732806386,0,0,0,-0.0948266298588498,0.0367354282358275,0,0,0,0,0,0,0,0,0,0,-0.0396410934766908,0,0,0,0,0.0454672769119883,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0757354494067418,0,0.0800165627289339,0,0,0,0,0,0,0,0,0,0.0684364869548629,0,0,-0.0402023682356464,0,0,0,0,0,0,0,0,-0.108422055658082,0,0.102168234323605,0,0,0.0519540951627393,0.116907535318518,0,0,0.22932957903781,0,0,0,0,0,0,0,0.0859666924719815,0,0,0,0,-0.030062616478544,0,0
X002304.SZ,0,0,0,0.15696075780709,0,0,0,0.0430177004373944,0,0,0,0,8.67361737988404e-19,-0.00592730124053693,0,0,0,0,0,-0.0497859459466133,0,0.112392652005403,0.0706293491936577,0,0,0,0,0,0.0811256431104321,0,0,0,0,-0.0128836932273314,-0.0038003396190963,0,0,0,0,0.028788528858641,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0124460424340566,0.0358365181171257,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385569862058708,0,0,0,0.145647984194286,0,0,0,0,0.0411314864522702,0,0,0.00825412023870942,0,0,0,0.0289426590204296,0,0,0,0.0186890726533774,0,0,0,0.0465350261264651,0.0779853004654263,0,0.0920424374461536,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0454979927849175,0,0
