,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X600177.SH,X000157.SZ,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002294.SZ,X002508.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X600498.SH,X300136.SZ,X000623.SZ,X002426.SZ,X002074.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0385256735876125,0,0,0,0,0.0481531388793786,0,0,0,0,0,0.17040915909995,0,0,0,0,0,0.203063330731732,0,0,-0.0344851419291836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734192358399909,0,3.46944695195361e-18,0,0.0442962778329943,0.0474022667238856,0,0,0,0,-0.0107230103448392,0.00548231096667078,0,0,0,0,0,0
X600104.SH,0,0,-2.16840434497101e-19,0,0,-0.0846684477609879,-0.017450299814621,0,0,0,0,0,0,0.819637176216629,0,0,0,0,0,0,0,0,0,0.122449952472636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059057941055588,0,0,-0.103884590408989,-0.0729473612880669,0,-0.125362336593374,-0.0158825162763594,0,-0.0339503213354889,0,-0.055136164364532,-0.00131447596111039,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0398013535183546,0,0,0.0272297785729416,0,0,0,0,0,0,0,0,0,0.0600187885626794,0,0,-0.0824520359193603,0.122384364577838,0.0294084597219358,0,0,0,0,0,0,0,0,0,0,0,-0.174126910592834,0.0208454076684788,0,-0.0634895641816756,0,0,0,0.0412314232757729,0,0.339096562327248,0,0,0,0,-0.112765274301244,0,-0.0303147010413023,-0.0154582194159286,0.00877580425965864,0,0,0,-0.0520200965539961,0,0
X000651.SZ,0,0.260587580381609,0,0,0,0,0,0,0,0.251075016381812,0.597824896333557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390848702945719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162582307907726,0.061005149158881,0,0,-0.139770947590836,0.314407718515024,0,0,0,0,0.00122953324830787,0.0165280303714313,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0783116911441845,0.0450411530894622,0,0.266104226485787,0,0,0,0,0.0421724348834339,0,0,0,0,0.118093155296076,0,0,0,0,0,0,0,0,-0.0416521404742218,0,0,0,0,0,0,0,0,0,0,0.117358705092838,0,0,0,-0.016135617248208,0,-0.00279697177823279,0.00863622649665915,0,0,0,0,0,0
X002304.SZ,0,0.0811747358367357,0,0.00827134005646423,0,0,0,0,0,0.114648572367248,0,0,0,0.262241823098855,0.101390690029782,0,0,0,0,0,0,0,0,0.0628358415534472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216566310372557,0,0,0,0.0554399523904794,0,0,0,0,0,0,0,-0.11179619924468,0.00451688712618562,-8.96391001080301e-05,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0942918984076011,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.242254544331902,-0.279637889405527,0,0,0.319485870536445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080474998693781,0,0,-0.0468588380213998,0.00281455715249846,0,0,0.0433368022378526,0,0,0.156023608608833,0,0.00240706506094748,-0.0309646130729379,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0521839107448171,0,0.0741441370391521,0,0,0,0,0.185229656308872,-0.0706056745355792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0373201368688787,0,-0.00627642419100907,0,0,0,0,0,-0.0844391061848191,0.0243280242764333,-0.00385871455888801,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0977559604154291,0,0,0,0,0,0,0,0,0.102581012974094,0.429664579122654,0,0,0,0,0,0,0,0.0718345963081034,0,-0.0325265003648783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130596600194525,0,0,0,0,0,-0.00204237187482227,0,0,0,0,0,0
X000063.SZ,0.113729634470785,0,0,0.222121724454099,0,0,0,0,0,0,0,0,0,0,0,0,0.0469383158440622,0,0,0,0,-0.15786412441394,-0.284445383182153,0,0.0235899165688766,0,0,0,0,0,0,0,0,0.0147739729372139,0.146540589032009,0,0,0,0,0,0,0,0,0,-0.062093456462361,0,0.0888544202066918,0.0923525579503292,-1.73472347597681e-18,0,-0.00190518562284138,0.00846072540563637,0,0,0,0,0,0
