,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X601877.SH,X000100.SZ,X002008.SZ,X300124.SZ,X300136.SZ,X600809.SH,X600487.SH,X002508.SZ,X300003.SZ,X600522.SH,X002085.SZ,X600867.SH,X600089.SH,X002294.SZ,X600498.SH,X600699.SH,X000157.SZ,X000050.SZ,X600271.SH,X600177.SH,X000596.SZ,X600566.SH,X600118.SH,X000559.SZ,X002180.SZ,X600707.SH,X300115.SZ,X002179.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0603898946900245,0,0,0.0240909492563067,0,0,0,0.150062770047622,0,0,0,0,0,0,0,0,0,0.0171166819424619,0,0,0,0,0,0,0,0,0,0,0,0,0.0298762883507337,0,0,0,-0.0109562113570918,0,0,0.117332024906363,0,0,0,0,0,0.0136213082250999,0.0247306805340522,0,0,-0.00966289911119883,0.000917514567892206,0,0,0,0,0,0
X600104.SH,0,0,0.0548025630708411,0,0,0,0.0200158669820592,0,0,0.0714885842602568,0,0,0.376307852744959,0.00312649516180163,0.126296170261554,0,0,-0.0229594578415259,0,-0.0378967129221329,0,0,0,0,0,0,0,0,0,0,0,0.0423165812077006,0,0,-0.03120177904028,-0.0177078975306802,0,0,0,0,0,0.0247999388259792,-0.0252534764072497,0,0,0,0,0,0,0,0,-0.00709618542882718,0.0142147905516022,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0109406149706281,0.119553197365884,0,0,0.0345820122956086,0,0,0,0,0,0,0,0.0492598512978435,0.186298020941211,0,0,0,0.114577577276146,0,0,0,0,0,0,0.0425505393738886,0,0,0.00539638987912591,0,0.0035069188743677,0,0,0,0.0965621465677402,0,0,0,0,0,0,0.00621018784085626,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.170281799225163,0,-0.0216479023590697,0,0,0,0.109883130083534,0,0.0292457834658039,0.0889264942450849,0,0,0,0,0,0.195917139198203,0,0.0565116842229903,0,0,0,0,-3.46944695195361e-18,0,0.201812421584093,0,0,0,0,0,0,0,0,0,-0.0277239803044199,0,0,0,0,0,0,0,0,0,0,0,0,0.0105479240255653,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.147339815038302,0.0603337972765795,0,0,0,0.073406331223079,0,0,0,0.36981045664823,0,0,0,0,0,0,0,0,0,0.0237970340912331,0,0,0,0,8.67361737988404e-19,0.0993819530572002,0.0762660091776436,0,0,0,0,0,0,0,0,0,0,0,0,0.163310482618541,0,0,0,0,0,0,0,0,0,-0.0214182893112,0.00795972484238167,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0109086389936838,0,0.0673567341490201,0,-0.0275200136898228,0.163192901789203,0,0,0,-0.0172569347079854,0,0,0,0,0,0,0,0,0,0,-0.123328540127532,0,0,0,0,0.0552060478883937,0,0,0,0,0,0.156668338443577,-0.076791955246066,0,0.0518175486499765,0,0,0,0,0,-0.0432015171009249,0,0,0,0,0,-0.021378978808403,-0.0309121301647769,0.0349035893028721,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.000366729618140266,0.232283584664246,0.0283817369626075,0,0,0,0,0.0496809606325111,0,0,0,0,0,-0.0633899739820906,0,0.175438893619103,-0.0967535908326266,0,0.247741090154575,0,0,0,0,0,0.022216889532445,0,0,0,0,-0.0664056099368471,0,0,0,0,0,0,0,0.128874148811343,0,0.076152180328861,0,0,0,0,-0.0606197657828788,0.0615920571137212,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.286712400406803,0,0,0,0,0,0,0.226893289509863,0,0,-0.108550255223528,0,0,0,0,0,0,-0.0264376887008764,0,0,-0.0069736094049178,-0.0316891682688041,0,0,0,0,0,0.0370981209013998,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0.0182060658117852,0,0,0,-0.0817956181495215,0,0.0798200846553174,0,0,0,-0.0329550125702851,0.0335883110017164,0,0,0,0,0,0
X000063.SZ,-0.0976872630335534,0,0,0,0,-0.205390014500446,0.406399848354262,-0.0765188722571783,0,0,0,0,-0.0104042814952667,0.110138021350744,0,0,0,0,0,0,0,0.000947630821224388,0,0,0,0,0,0,0,0,0.058650838256887,0,0,0,0,0,0,0,0.14237084298454,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617265934731345,0.096939248393415,0,0,0,0,0,0
X600703.SH,0,0.292466522254236,0.0407511116092058,0,0,0.174618654897944,0,-0.0376262104444806,0,0,0,0,0,0.0167633282560668,0,0,0,0,0,0,0,-0.148760398545316,0,0,0,0,0,-0.0730828206331836,0,0,0,0,0.0608859847225249,0,0,0.17920132708365,0,0,0,0,0,0,0,0,0,-0.21961858425977,0,0,0,0,0,0.0234683301842997,-0.00790606635930539,0,0,0,0,0,0
