,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600183.SH,X600703.SH,X002236.SZ,X601877.SH,X300003.SZ,X000100.SZ,X002241.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X300142.SZ,X600271.SH,X002179.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600867.SH,X000066.SZ,X002008.SZ,X000977.SZ,X600498.SH,X002049.SZ,X002129.SZ,X300136.SZ,X600066.SH,X600177.SH,X002371.SZ,X300146.SZ,X002506.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.353899466501896,0,0.0201495800534922,0.0492273705396929,0,0,0,0,0,0,0.180131994054587,0,0,0,-0.0868157728573309,0,0,0,-0.0599947675216059,0,0,0,0,0,0,0,0,-0.0119892932722014,0,0,0,0,0,-0.0798393206481226,0.0220733200468335,0,0.0678051960014178,0,0,0,0,0,0,0,0,0,0,0.0424229156068058,0,0,-0.0227540452624802,0.0297826550665839,0,0,0,0,0,0
X000858.SZ,0.100119541389923,0,0,0,0,0,0,0.186232279504258,0,0,0.177576241518977,0.132334324986544,-0.0502053045638909,0,0,0,0.153777758823429,0,0.265827196202861,-0.0673331458954949,0,0,0,-0.0832135506511008,0,0,0,0,-0.0158040362942508,-0.0372817886070314,0,0,0,0,0,0,0,0,0,0,0,0.0325500094866513,0,0,0,0.0169563570812383,0,0,0.0242547019914297,0,0,-0.016119886888988,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0827672504991296,0,0,0,0,0,0,0,0.0814458588990601,0,0,0,0,0.0151095535694331,0,0,0,0.0106060964863186,0.336520050863324,0,0,0,0,0,0.0563930468966254,0,0,0,0.0588612970636248,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,1.73472347597681e-18,0,0,0,0,0.00725059956556364,0,0,0,0,0,0
X600276.SH,0.018525572958237,0,0,0,0,0,0,0,0,0,0.106089924038621,0.207123007011406,0,0,0,0.0288060464879828,0,0.184319127984584,0,-0.0284513445997551,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768443701357628,-0.10352086783135,0,0,0,0,0,0,0,0,-0.0395474933531528,0,0.122729489566114,0,0,0.134532585989679,-0.0135301111022007,0,0,0,0,0.00217015203482534,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0802906210788554,0,0,0,0,0,0.0350779830996921,0,0,0,0.297031217591463,0,0,0,0.083444483641027,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0659984268180774,0,0,0,0.0095372834968471,0,0,0.18628014155008,0,0,0.0127292206657726,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0117684214342681,0,0,0,0,0,0,0,0.0782351522304472,0.180665315665731,0,0,0,-0.100300136109895,0,0,0.0464989687438492,0,0,0,0,0,0.0258630545169217,0,0,0,0,0.13766427634637,0,-0.00392270042504457,0,0,0.0560490247565688,0,0,0,0,0.0497604463237496,0,0,0,0,0,0,0,-0.00289486113024144,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0901857122325453,0,0,0,0,0,0,0,-0.0169700606992291,-0.0332357333537247,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299506134805307,0,-0.0326640404796897,-0.0494078251356587,0,0,0,0.374399988801178,0,0
X002304.SZ,0,0,0,0.0966861258185408,0.0510734973012376,0,0.087642076000624,0,0,0.0322521914036013,0.345386697328534,0,0,0,0,0.0411371586109695,0,0,0.0542092024726167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317030183724201,0,0.0681177509958711,-0.0147474358606273,0,0,0,0,-0.096264688870514,0,0,0,0,0,0,0,0,0.188465723248356,-0.0333381926962273,0.076028125398588,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.39010566462851,0,0,0,0,0,0.203496301364879,0.163497325176183,0,0,0,0,0,0,0,0,0,0.0739409512656006,0,0,0,0.00123809718663241,0,0,0.0582448537494211,0,0,0,0,0,0,0,0,-0.0926095532230122,0,0,0.0464500527593719,0,0,0,0,0,0.416372057508253,0,-0.0392567598134859,0.0448973773355431,0,0.0269763808156189,0.0520146482429474,0,0,0,-0.125566346364314,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0172186172358044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494977520291411,0,0,0.0141127219383699,0,0,0,-0.00898276119998619,0,0,0,0,0,0,0,0.0963026193072125,0,0.0904235103797182,0,0,0,0,-0.0813586513843829,0,0.18777003223434,0,-0.0609339007361958,0.0933120767597298,0,0,0,0,0,0
