,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X300124.SZ,X002008.SZ,X600487.SH,X600498.SH,X002456.SZ,X000100.SZ,X002007.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600867.SH,X600809.SH,X000157.SZ,X000596.SZ,X300142.SZ,X600177.SH,X300136.SZ,X002180.SZ,X002294.SZ,X600089.SH,X600372.SH,X600066.SH,X000977.SZ,X002506.SZ,X002241.SZ,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.542008573514882,0.191616870917957,0,0,0,0,0,0,0,0,0,0.0825859283071794,0,0,-0.0938183714169825,0,0,0.134378285245122,0,0,0,0,0,0.0764003269556132,0,0,-0.0139843917693592,0,0,0,0.0695781738289342,-0.00879251487970357,0,-0.0213527134312099,0,0,0,0.000361020633740057,0,0,0,0,0,0,0,0,0.0306998447708088,0,0,0,0,0,0,0
X600104.SH,0,0,0.130953291296859,0,0,0,0,0,0,0,0,0,0,0,0,0.228343946047437,0.0528095845722043,0,0,0,0,0,0,0.0801121629595092,0,0,0,0,0.0724612257401165,0,0,0,-0.0526166760414283,0.321153802812171,0,0,0,0,0,0,0,0,0,0,0.139312160233376,0,0,0,0,0,-0.155170554470124,0.0229847901187169,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586965681764686,0,0.125636081869809,0,0.165357316961958,0,0,0,0.0947328895766096,-0.045812289134913,-0.158867568518938,0,0,0,0,0,0,0,0,0,0.0360427868793525,0,0,-0.0647204090144307,0,0.0227468952214769,0,0,0,0,0,0.20716338592233,-0.00921810396373051,0.111986290839373,0,0,0,0.100796250595262,0,0
X000651.SZ,0.0749503586257645,0,0,0,0,0.112927861918189,0,0,0,0,0.0548523704915942,0,0,0,0.156642894972179,0,0.162743781733223,0,0,0,0.0510855743149341,0.00219367230149064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102950523498631,0,0,0,0,0,0,0,0.0440797515367589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438680176068916,0
X600276.SH,0,0.0507479810162951,0.130127934115762,0,0,0,0,0,0.0283642301132213,0,0.0100899770780975,0,0,0,0.00184332393228262,0,0.403348292419791,0,0,0,0,0.00804672159797411,0,0,0,0,0,0,0,0,0.0630368431694665,0,0.0353729124822904,8.67361737988404e-19,0,0,0,0,0,0.040183760655369,0,0,0,0,0,0,0,0,0.0824996677724984,0,-0.0135184697723177,0,0.026926445396933,0,0,0,0,0,0
X000858.SZ,0.204297317795543,0.036776900673578,0,0,0,0,0.173163579600555,0,0,0,0,0,0,0,0.0885505490573996,0.0247943917959781,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212885183186652,0,0,0.034477857797205,-0.0186986524214103,0.237781771336367,0,0.0625679663873249,0,0,-0.00477038516658043,0,0,0,0,0.115089070102739,0,0,0,0,0,0,0,0.0179345153122663,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.410263220636732,0,0,0,0,0,0,0,0,0.436436144966725,0,0,0,0,0,0.0427482656506794,0,0,0,0,0,0,0,0.019178148952814,0,0,0.121053882695163,0.0643173480009834,0.0997729973057934,0,0.0785572522518264,-0.0162731590705012,0,0,-0.153500249120203,0,0,0,-0.0423200161470216,0,0,0,-1.64205715303088e-05,0,0,0,-0.00717197671008947,0.0355671926928998,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.112022381341775,0,0,0,0,0,0,0,0,0,0,0,0,0.0977910808063299,0,0,0,0,0.0700420921379271,0.286399862454585,0.0386562075310852,0.206045183457371,0,0.0276907793232107,0.0602169195034853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563993805593795,-0.0138779315622545,0,0,0,0,0,0
X000063.SZ,0,0,0.118969036228937,0,0,0,0.0236858789881319,0,0,0,0.308104696504669,0,0.0416681797768783,0,0,0,0,-0.00531948626445235,0,0,0,0,0.376822152531245,0.135213479339306,0.220759630605975,0,-0.0836955232493457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256865238124003,0,0,0,0,0,0,0,0,-0.0699368166834265,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.212001686973113,0,0,0,0,0,0,0,0,0.0764365635876451,0,0,0,0,0,0.270053785059571,0,0,-0.0322606139978766,0,0,0,0.0349209827221643,0,0,0,0,0.0263007710858025,0,0,0,0,0,-0.139719601457079,0,0,0,0,0.180016153194044,0.250488427410155,0,0,0,0,0,0,-0.0269425691829074,-0.0328892014929874,0,0,0,0,0,0
