,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X000977.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000066.SZ,X300003.SZ,X000733.SZ,X600460.SH,X300142.SZ,X002463.SZ,X002007.SZ,X300146.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.151187478549199,0,0,0,0,0,0,0,0,-0.0455087523520003,0.0250620191158246,0,0,0,0,0,0.0781611775557024,0,0.0105747550347668,0.0906564652529221,0,0,0,-0.0197681918584967,0,0,0,8.67361737988404e-19,0,-0.0172938637108254,0,0,0,0,0,0,0,0,0.0704245310619479,0,0,0,0,0,0,0,0.0687730048111921,0,0,0,0,-0.0618200602572372,0,0,0,0,0,0
X000858.SZ,0,0,0.248620598462622,0,0,0.0627179484832475,0,0.124970014094013,0,0,0.00577394161573209,0,0,0,0,0,0.0650792396508273,0.0568690912865166,0,0,0,0.0198203852533434,0,0,0,0,0.00887696241183686,0,0,0,0,0,0,0,0,0,0,0,0,0.0324848395072876,0.0119807335779059,0,0,0,0,0.000724240692113013,0,0,0,0,0,0,-0.0469584125857801,0,0,0,0,0,0
X000568.SZ,0,0.269529489369523,0,0,0,0.110562094622035,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0327229760558081,-0.0783282885298368,0,0,0.116753755370303,0,0,0,0,0,0,-0.00542254371069148,-0.00333088930165861,0,0,0.0515814595015847,0,0,0,-0.0117898208044391,0,0,0,0,0,0,0,0,-0.00922184522994751,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0921248101119718,0.0158445479762825,-0.0866997844699096,0,0,0,-0.0740601951976737,0,0,0,-0.0748424857601479,0.230104025802627,0,-0.0266302757157692,0,0.239714940453407,0,0,0,0.264126263161999,0,0,0,0,0,0,-0.0176241085234283,0,0,0,0,0.0681612254142732,0,0,0,0,-0.142813564076849,0,0,0,-0.0662502810557438,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.148274438372064,0,0,0,0,0,-0.0790862520717992,0,0,0,0,0,0,0,0,0,0.158396959354038,0.0128396427397449,0,0,0,-0.181402011307594,0,0.0827966260196287,0,0.0211010236028141,0,0,0,0,0,0,0,0.11402259955719,0,0,0,0,0,0,0,0,-0.304099054656204,0.110865109800494,0,0,0.169742319067642,0,0.00725044165138563,0,0,0,0,0,0,0
X600809.SH,0,0,0.179049535444314,0,0,0,0,-3.46944695195361e-18,0.0660875106463632,0,0.0239256666780696,0,0,0,0,0,0,0,-0.123962577067396,0,0,0,0,0,0.14645705534823,0,0,0,0,0,0,0,0,0,0,0,0,-0.163507110857559,0,0,0,0,0,0,0,0,-0.181311343165127,0,0,0,0.488727615920771,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.146905842331622,0,0,0.594915260236564,0.233474737679352,0,-0.0340276349686873,0,0,0,0.201523038973962,0,0,-0.418875638463388,0.0177126370267148,0.0140419373721013,0,0,0,0,-0.0253069365476287,0.0140748062979087,0,0,0,0.0315233501051462,0,0,0,0,0,0,0.0306956758394016,0,0,0,-0.237033361917207,0,0,0,0,0,0,0,0,0,0,0.0745387482542802,0,0,0,0,0,0,0
X002304.SZ,0,0.324231096144385,0.105068814890406,0,0,0,0.0467569700352977,0,0.0733113397157544,0,-0.0159410374283266,0,0,0,0,0,0.00652502811569688,0,0,0,0,0,0,0,-0.00252102007229412,0,0,0,-0.121102461566202,0,0,0,0,0,0,0.0380368345627313,0,0,0,0.171048384389531,0,0,-0.0152835199084704,0,0,0.030214073946668,0,0,0,0,0,0,-0.00908814325142456,0,0,0,0,0,0
X000651.SZ,0,0,0.139003459815614,0,0,0,0.0824416081535279,0,0,0,0.0304244155592899,0.0328641844708597,0.393782641762172,0,0,0,0,0,0,0,0,-0.404600849225051,0,0,0,-0.00946368364619992,0,0,0,0.0850430239082686,0,0,-0.311440669507717,0,0,0,0,0,0,0.0185497996527722,0.0588858446251395,0,0,0,0,0.0411950882222955,0,0,0,0.0718571296071007,0,0,-0.0385964755344759,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0359572798768445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690224046044605,0,0,0,0,0.135197845030929,0,0,0,0,0.000815776291313048,0,0.763973409284118,0,0,0,0,0,-0.0721663061808377,0,0,0,0,0,0,0,0,-0.10268601277121,0,-0.114190968237434,0,0.20576940271519,0,-0.0302795995245159,0,0,0,0,0,0,0
