,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000568.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X600703.SH,X003816.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X000157.SZ,X600741.SH,X002129.SZ,X002007.SZ,X601877.SH,X002179.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X000799.SZ,X601799.SH,X300142.SZ,X600183.SH,X000066.SZ,X002074.SZ,X300003.SZ,X002008.SZ,X000800.SZ,X600089.SH,X600779.SH,X600118.SH,X000977.SZ,X000547.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.10360300129975,0,0,0,0.014739399551549,0.00417676541549053,0,0.17008035207178,0,0,0,0,0,0.0963105640562838,0,0,0.0193825709464928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025448061421251,0.0515779123277775,0,0,0,0.00305393569014152,0,0,0,0,0.0371626365423116,0,0,0,0,0,0,0.0105852575598127,0,0,0,-0.0115922151220878,0,0
X000858.SZ,0,0,0,0,0,0.144857254591019,0,0,0.137757364364102,0.0932110978908389,0,0,0,0.0798942547534075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185273144524636,0.0292162384253662,0,0.136435595646619,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,1.0842021724855e-19,-0.0284717651816817,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0209573980619014,0,0,0,0,0,0,0.0474608263872429,0,0,0,0,0,0,-0.0737390088908171,0,0,0,0,0,0,0.0112618047304951,0,0,0.020869402566669,0,0,0,0,0.114856043625631,0,0,0.184717377703523,0.188762780321686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109809964852052,0,0,0,0,0.00172400301171786,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0601056760828508,0,0,-0.0432785601298309,0,0,0,0.0101953405621071,0,0,0,0,-0.0380926337984072,0,0,-0.0467757703462383,0,0,0,0.221592719149994,0,0.0531853435531548,0,0,0,0,0,0,0,0.013303983965702,0,0,0,0,0.0832429816785121,0,0,0,0,0,0,0,0,-0.0105520386422051,0,0,0,0,-0.00276932949245577,0,0
X002475.SZ,0,0,0,0,0,-0.0495919893482933,0.139760171736941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394385397448807,0.435269786895306,0,0,0,0,0,0,0,0,-0.0533926579670699,0,0,0,0,0,0.113662345876468,0,0.143615948115526,0,0,0,0,0,-0.0321629210982087,0,0.0459447445361677,0,0,0,0,-0.0216249242879621,0,0,0,0,0.0180300428056155,0,0
X000568.SZ,0,0.237576541949582,0,0,0,0,0,0,0.395928634654515,0.228872954774054,0,0,0,0,0,0,0,0,0,0,-0.00984784288222691,-0.00997615804740333,0,-0.0452430060997885,-0.00398440362325775,0,0,0,0,0,0,0,0,0,0,0.0324207529547399,0,0,0,0,0,0,0.0320830251965222,0,-0.0280340415553577,0.0646430480683386,0,0,0,0,0,0.00406015949792076,-0.0430348294838653,0,0,0,-0.00378849430557517,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.179019855595018,0,0.0388374266104779,0,0,0,0,0,0,0,0.0789889282607444,0,0,0,0,0,0.0508432617860081,0.271668563283841,0,0,0,0,0,0,0,0,0,0.0220287532372785,0.245076186052377,-0.0135797479557981,0,-0.0115402124122212,0,-0.112953900612729,0,0,0,0,0,0,0,0,0,-0.0232184109354615,0,0,0,0,0.0133382396774844,0,0
X000651.SZ,0,0,0,-1.73472347597681e-18,0,4.33680868994202e-19,0,0,0,0,0.170057498754718,0.148309382007174,0,-0.0399617170039693,0,0,0,0,0,0,0,-0.0957339178801811,0,0.0821824733852596,-0.03787372672745,0.227653625104941,-0.0620433725910415,0,0,0,0,0,0,0.0469304091356944,0.0644568710608639,0,0,0.0557991014339245,0,-0.0196812099331235,0.0704054134570134,0,0,0,0,0,0,0,0,0,0,-0.0036225059161394,0,0,0,0,-0.0205813258699237,0,0
X600809.SH,0,0,0,0,0,0.378934275911775,0,0,0,0.145430160772354,0.267635061199307,0,0,0,0,0,0,0,0.0880943687771128,0,0,0,0,-0.200945626858822,-0.0181741314235281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120381884085586,0,0,0,0,0.000784616607978559,0,-0.0228517492669414,0,0,0,0,0,-0.00332391119422396,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0905661133113367,0,0,0.305385299500181,0,0,0,0,0,0,0.0226714414236214,0,0,0,0,0,0,0,0,-0.0737351314719705,0,0,0,0,0,0,0,0,0,-0.0163075851206453,0.0203454621464888,0.253381538299882,0,0,0,0,0.156123292391955,0,0,0,0.124594518395311,0,0,0,0,0,-0.039321574162011,0,0,0,0,0.0228416174625879,0,0
