,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000063.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X002008.SZ,X600271.SH,X600809.SH,X601877.SH,X002456.SZ,X600867.SH,X300124.SZ,X000596.SZ,X600487.SH,X000100.SZ,X600066.SH,X600566.SH,X000625.SZ,X002294.SZ,X000661.SZ,X000977.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X600498.SH,X002241.SZ,X000157.SZ,X000981.SZ,X000050.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X000869.SZ,X600522.SH,X600779.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.248871768016343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018622563758381,0.0392609870215935,0,0,0,0,0,0.05545294943337,0,0,0,0,0,0,0,0,0,0,0.040420638979754,0,0,0,0.012139234735172,0,0,0,0.0890032917714504,0,0,0,0,0,0.0176487429087546,0.00582401818462167,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0442661653823332,0.233973733384615,0,0,0.118555428553632,0,0,0,0,0,0,0,-0.0456989021709047,0.114706418361719,0,-0.0417486099580872,0,0,0,0,0,0,0,0,0.0436170150154398,-0.0522518457312876,-0.0993967938456052,0,0,0,0,0,0,-0.0203587858795595,0,-0.0194734727516702,0,0,0,0,0.0249894200178752,0.0119869354306327,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0254231065339245,0,0,0,0,0.00111927314473341,0,0,0,-0.129202368874267,0,0,0,0.17894799995353,0,0,0,0,0,0,0,0,0.105225108515221,0,0,0,0,0,0,0,0,0.119060715455355,0,0,0,0,0,0,-8.67361737988404e-19,0.069722916975198,0,0,0,0,0.108406572114321,0,0,0.0218916284640818,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.135682484736254,0.0858784739585861,0.0534300640895336,0,0.148985214916346,0,0,0.043720321291378,0,0,0,0,0,0.136339123732149,0.0576636207317431,0,0,0.128642802912038,0,0,0,0.227337941017884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917182922699846,0,0,0,0,0,0,0
X000651.SZ,0.328590540229468,0,0,0.343438995241166,0,0,0,0,0.0725662520149891,0.376528769998677,0,0.0331063279131038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354156338442724,0,0,-0.181782161791299,0,0,0,-0.0446600705027299,0,0,-0.166098433054267,0.0892215112155347,0,0.124643664053706,0,0,0,0,-0.0237639517494597,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.129568612298933,0,0,-0.0326673278544481,0,0.0495650145722833,0,0,0,-0.0246606636645421,0,-0.0661450705506999,0,0,0,0,0,0,0,0.045144830870508,0,0.148007256530206,0.215275491322533,0,0,0,0,0.0275675727749248,0,0,0,0,0,0,4.33680868994202e-19,0,0.0604474075968051,0.102798959660718,0,0,0,0.0215398997648754,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0565578006435747,0.0375288967861308,0,0,0,0,0.244202178085232,0,0,0,0,-0.0730435657748368,0.0583049498229815,0,0.118802304956836,0,0,0,0.313798902016702,0.061086790045867,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.034784548251412,0,0.0363741335039684,0,0.125394077721894,0,0,0,0.020481899296031,0.0321648606755689,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.109429192589464,0,0,0,0,0,0,0,-0.0140664630128722,0.00748229054492114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18957771521942,8.67361737988404e-19,0,0,-0.0305116674500599,0,0.11913800554969,0,0.177225517148724,0.163378663911841,0,0,0.113998023017758,0,0.176371120126285,0,0,0,0,0.0068251641086729,-0.00642740193416175,0,0,0,0.077430580498894,0,0
X600690.SH,0,0,0,0.387142690846003,0,0,0.154106664297901,0,0,0,0,0,0,0,0,0,0.0572953850461258,0.0576603277679968,0,0,0,0,0.0846093378152444,0,0,0,0,0,0,0,0,0,0,-0.0854504053707009,0.0101621743181896,0,0,0,0,0,0,0,0,0,0,0.0982917214897678,0,0,0.0713587863115564,0,0,-0.00140965110784516,0.0273155429855078,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0941302871752504,0,0,0,-0.343060187126662,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.539336717859912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17988116765748,0,0,0,0,0.0188875076371244,0.220364250039702,0,0,0,0.000844282991677908,-0.00409262579912814,0,0,0,0.00537835175135215,0,0
X000568.SZ,0,0,0,0,0,0.130957246024465,0.0927071669026064,0,0.176574757424135,0.0425654234000299,0,0,0,-0.0118135828796259,0.154529941921853,0.0113038546067871,0,0,0,0,0,0,0,0,0,0.237375934681275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0994010454209466,0,0,0.0800840126978301,0.0206752994939026,0,0,0,0.0153970235492016,0.0035358200356508,0,0,0,0,0,0
X002475.SZ,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117948040190989,0,0,0,0,0,0,0.670104547374935,0,0.000867659080978604,-0.0273954055574322,0,0,0,0,0,0,0,0.00595373158143219,0,0.174302024952647,0,0,0.0106496903982656,0,0,-0.201962634528343,0,0,0,-0.0320064445527309,0,0,0,0,0,0.0123585209461942,0.00142756793845207,0,0,0,0.0505528782127691,0,0
X600741.SH,0,0.206675158184671,0,0,0,0,0,0,0,0,0,0.0573151861158589,0,-0.0624837074151754,0,0,0.0125715917291294,0.0143827893713902,0,0,0,0,0.0206379026172912,0.0821180114200815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118249705601789,0,0,0.0359820989544595,0,0,0,0.0403579530276169,-0.0096297146584201,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.100413282900788,0,0,0,0,0,0,0,0,0,0,0,0.137037619759213,0,0,0,0.150229121907452,0,0,0,-0.0290264475330035,0,0,0,0,0,1.73472347597681e-18,0,0.0540035966305113,0,0,0,0.210844637711227,0,0,0,0,0,0,0,0,0,0.157796311973075,-0.139883618679822,0,0,0,-0.635988655176018,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0660407521332658,0,0,0,0,0.0623306121355335,0.0115656639785446,0,0,-3.46944695195361e-18,0,0,0,0.0589164054515447,0,0,0,0,0,0,0.356337878969715,0,0,0,0,0,0,0,0,0,0,0.122922810767285,-0.192144209868424,0,0,0.107920402254862,0,0,0,0,0,0.0157501472316692,0,0,0,0,-0.0679347144238698,0,0
