,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000596.SZ,X000100.SZ,X002241.SZ,X002371.SZ,X000157.SZ,X600741.SH,X000625.SZ,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X002414.SZ,X600584.SH,X300142.SZ,X601799.SH,X600183.SH,X000799.SZ,X000066.SZ,X000800.SZ,X300003.SZ,X600089.SH,X002074.SZ,X002008.SZ,X600779.SH,X000547.SZ,X000050.SZ,X002185.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131400220495046,0,0,0,0,0,0,0.156097871588521,0,0,0,0,0,0.0783268669465783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036019247900135,0,0,0,-0.0183865475655498,0,0,0.0368778265623428,0,0,0,0,0,-0.00512481845414827,0.0113793889864198,0,0,0,-0.00971843655366752,0,0
X000858.SZ,0,0,0,0,0.316253346481742,0,0,0,0.117344258579973,0.0764837784876155,0,0,0,0.00839602720144119,0,0,0,0,0,0,0.0382652530674258,0,0,0,0,0,0.0261734854935643,0.0559619617754729,0,0,0,0,0,0.0329510192696135,0,0,0,0,0.105275112377642,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563350842190067,-0.0182089842945368,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0184979038682285,0,0,0,0.124441404296984,0,0,0.105206908329533,0,0,0,0,0,0,0,0,0.151176835357736,5.42101086242752e-20,0,0,0,0,0.0115013045365378,0,0,0.0719643034552089,0.258766431659004,0,0,0,0,0,0,0,0,0,0,0.000478345858801939,0,0,0,0,0,0,0,-0.00454255512628301,0,0,0,0,-0.0117650317786675,0,0
X600276.SH,0,0,0.102744918073664,0,0,0,0,0,0,0,0,-0.0932355612850412,0,0,0.0607327499832978,0,0,0,0,0.0106727138726964,0,0,0,-0.0600424336299598,0,0,0.0743560865884589,0,0.0619688263846549,0,0.115675929665016,0.0221385881589388,0,0,0,0,0,0,-0.0192307508902672,0,0,0,0,0,0.0276664287391021,0,0,0,0,0,0,-0.0074300208251861,0,0,0,0,-0.00611296914209745,0,0
X000568.SZ,0,0.121273025080099,0,0,0,0,0,0,0.354798441900485,0.204127263571857,0,0,0,0,0,0,0,0,0,0,0,-0.0816091316658921,-0.0607830544441529,0,0,0,-0.0260463760380416,0,0,0,0,0,0,-0.02762383452473,0,0,0,0,0.0526564918492613,0,0,0,0,0,0,0.089962101291383,0,0,0,0,0,0.00156317201239267,-0.029703201038036,0,0,0,-0.00934589236968357,0,0
X002475.SZ,0,0,0,0,-0.116606689819474,0,0.152387221708359,0,0,0,0,0.00391186919695047,0,-0.0151952139878631,0,0,0,0,0,0.0978080652024446,0,0,0.450961306373864,0,0,0,0,0,0,0,0,-0.00575038689360409,0,0,0,0,0.021110153439085,0.115085810932944,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246670588998054,0,0,0,0,0.0133259996838056,0,0
X600031.SH,0,0,0.126103352440671,0,0,0,0,0,0.147732964629357,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.153941887734022,0,0.00980716289201891,0,0,0.182534099786721,0,0,0,0,0,0,0,0,0,0,-0.0359994756477266,0,0,0,0,0,0,0,0.0579174683431516,0,0,0,0,0,0,0,-0.0302577611425902,1.73472347597681e-18,0,0,0,0.0346174161460876,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.271748487277584,-1.73472347597681e-18,0,-0.0187099615745941,0,0,0,0,0,0,0,0,-0.0382394101491535,0,0.181369690998403,0,-0.00154240419866636,0,0.0335622083338526,0,0,0,0,0.0651689401249634,0,0.00643693608589094,0,0,0,-0.056897423911753,0,0,0,0,0.0369137542499582,0,0,0,0.232608201964812,0,0,0.00520019549415946,0,0,0,0,-0.0214032116063608,0,0
X600809.SH,0,0.213590988134162,0,0,0,0.012715922767049,0,0,0,0,0.265673042284583,0,0,0,0,0.143523978490224,0,0,0,0.143918200715488,0.178691943338498,-0.0130688066134762,0,-0.324220950390606,0,0,-0.0197427258018539,0,0,0,0,0,0,0,-0.0174234309132255,0,0,0,0.147732053418731,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022820830517542,0,0,0,0,0,0,0
X002304.SZ,0,0.0184325290685352,0,0,0.207194793414164,0,0,0,0.23242395912929,0,0,0,0,0,0,-0.0628468094778372,0,0,0,0,0,0,0,0,0,0,-0.068364104563849,0,0,0,0,0,0,0,0,0,0.212984414914883,0,0.0889353201071548,0,-0.0415471081617316,0.218441943221056,0,0.0187902021222312,0,0.0761877756070049,0,0,0,0,-0.0744927083265869,-0.0436254197702013,0,0,0,0,0.0203761645867442,0,0
X600690.SH,0,0,0.0404876839808375,0,0,0,0.0856559882559686,0,0.238679194864094,-0.0517528054487107,0,0.128194578334943,0,0,0.0123836215127131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110948538535537,0,0,0,0.136375937473832,0,-0.0141929606473451,0.0687771440622181,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.12260995351248,0,0,0,-0.0262819043772569,0,0,0,0,0,0.0590248065440356,0,0,0,0,0,0,0,0,0,0.0748199324036082,0.225069607012372,0,0,0,-0.0441270663654806,0,0,0,0,0,0,0.0555097918428626,-0.0799927764949024,0,0.146309180602888,0,0,0.234534260069347,0,-0.00381172814128705,0,0,0,0,0,-0.00136172884411254,0,0,0,0,-0.00110278657193802,0,0
X000725.SZ,0,0,0,0,0,0.166585433648825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321552424467518,0.0950987878727322,0.0944092575612671,0,0,0.0983992483530018,0,0.0652155420567897,0.0186164829375726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712568634164501,0,0,0,0,0,0,0,-0.0203638590907883,0,0,0,0,-0.000507970905523811,0,0
X300014.SZ,0,0,0,-0.0857574373284836,0,0,0,0,0,-0.113157169542607,0,0,0,0,0,0,0,0,0,0,0,-0.0146763008410679,0,0,-0.174831268862915,0,0,0.0276788601068821,0,0,0.277630164386321,-0.0502420798472406,0,0.0662197969801259,-0.23500999977632,0.028673736533164,0,0,0,0,0,0,0.236556538523826,0.247890813165234,0,0,0.31331916113477,-0.0254716833586446,0,0,0,0.00568208747710995,0,0,0,0,-0.00180286170482567,0,0
X000661.SZ,0,0,0,0.00777106823376629,0,0,0,0,0,0,0.0116323826153155,0,0,0,0,0,0,0,0,0,0,0.0373435974514412,0,-0.0513520116499147,0.0981790340592897,0,0.0144752077014334,0,0,0,0,0,0,0,0,0,0,0,0,0.0482569620620665,0,0.0844964876956444,0,0.227533441649039,0,0.0222605551859903,0,0,-0.133559305814769,0,0,-0.0320788563855874,0,0,0,0,0.0189919561837661,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0202964325763185,0,0.0360426003465101,-0.067775132212178,0,0,0,0,0.192311203340371,0,0,0,0.0173472259645084,0,0,0.0150932755277379,-0.0409465342641374,0,0,0,0,0,0,0,0,0,0,0.096806200536718,-0.0146604585074558,0,0,0,0,0,0,0,0,0,-0.0165873368342673,0,-0.0440757624258651,0.107655889152777,0,0,0,0.0281723272670608,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.144248871480568,0,0.0453998879401514,0,0.157066376861979,0,0,0,0,0,0.051739720617215,0,0,0,0,0,0,0.159416516784795,0,0,0,0,0,-0.078273854386873,0,0.310303983821203,0,0.133540237560787,0,0,0.239790675003227,0,0,0,0.160160939197801,0,0,0,0,0,0,0,-0.0190678481935331,0,0,0,0,0.0118221190975459,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0746471572756471,0,0,0,0,0,0,0,0.106048421380628,0.000413492331846127,0,0,0,0,0,0,0,0,0.0340918594962513,0,0.035023804007379,0.0154457065493048,0,0,0,0.196584773275798,0,0,0,0,0,0,0,0,0.117601303573467,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0416158072785149,0,0,0,0,0,0.00869746277004506,0,0.028690687126626,0,0,0.0536941220316787,0,0,0,0,0,-0.00315578930184209,-4.33680868994202e-19,0,0,0,-0.0209934488645557,0,0.0320799070381373,0,0,0,0.0146992374182404,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0345724870031193,0,0,0,0.000893133412605077,0,0,0,0,-0.00566177165544769,0,0
X600703.SH,0,0,0,0.168918251468876,0,0.074609810543441,0.204654295958596,0,0,0,0,0,0,0,-0.344576177307833,0,0,0,0,0,0,0.145042854010054,0,0,0,0,0,0,0,0,0,0,-0.0140947928600155,0,0,-0.0199751465183215,0,0,0,0,0,0,0,0,0.367034685747057,0,0,0,0,0.131994727653936,0,0,-0.00765562620649831,0,0,0,-0.00186625668375067,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.144317068195828,0,0,0,0,0,0,-0.0464548458104483,0,0,0,0,0,0,0,-0.115341321626314,0.0437469046083497,0,0,0,0,0,0,0.175920731127205,0,0.0180523962981438,0,0.178709050892265,0,0,0,0,0,0,0.123404360856325,0.0916943972032417,0,0.0897928934357474,0,0,0,0,0,-0.0316273393273907,0.00905266593286596,0,0,0,0.0100952079059215,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0555959149964338,0.763581218485713,0.0558032775546104,0,0,-0.328526747784834,0,0,0.173434822911728,0,0,-0.124591968706882,0,0,0,0,0,0.1792561703778,0,0,0,0,0.0684213902969574,0.0326259328797536,0,0,0,-0.00102222817152951,0,0,0,0,0,0,0,0,0,0,0,0,-0.00944017659516961,0,0,0,0,-0.0204453477075891,0,0
X002241.SZ,0,0,0.0628871211469986,0,0,0.438982990976495,0,0,0,0,0.295281267601198,0,0,0,0,0,0,0,0,-0.00592859553102322,0,0,0,0,0.0762604739213697,0,0,0,0,0,0,0,0,0,0,-0.0198458575078791,0,0,0,0,0,0,0,0,0,0.011183507334299,0,0,0,0,0,-0.0841717665212158,0.15874101981375,0,0,0,0.00926003734714921,0,0
