,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600703.SH,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X601877.SH,X300142.SZ,X002007.SZ,X000100.SZ,X000157.SZ,X000066.SZ,X300136.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X600271.SH,X002008.SZ,X300014.SZ,X000977.SZ,X002463.SZ,X600177.SH,X002506.SZ,X002129.SZ,X002456.SZ,X600066.SH,X002371.SZ,X600498.SH,X600867.SH,X002508.SZ,X002180.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.119465022292759,0,0,0.574035235716423,0,0,0,0,0,0,-0.0248828704829016,0,0,0,0.0465160536790877,0,0,0.0287493857573866,0,0,0,0,-0.0336757588940119,0,0,0,0,0,0,-0.0648180303453248,0.0282305581292689,0,0,0,0,0.00556437313052558,0,0,0,0,-0.0479648231442957,0.10519631327494,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.295056448765898,0,0,0,0,0,0,0,0,0,0.483275896553421,0,0,0,0,0,0.107782587309949,0,0,0.056370908327285,0.00265258651931209,0.00677379103418522,0.0143415810242053,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00906445408952468,0,0,0,0,0.00986913095828261,0.0321584037081759,0,0,0,0,0,0,0,0,0.0155243730663429,-0.0201526716014306,0,0,0,-0.0344928902971362,0,0
X600276.SH,0,0.0334991410401874,0,0.0323410697593957,0,0,0,0,0.0343720107203441,0,0.188555995076989,0,0,0,0,0,0,0.0841168631333123,0,0.00288935449200853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917917775448177,0.0521579990192036,-0.0654289957006279,0,0,0,0,0,0,0,0,0,0,0,0.0286891491729352,0,0,0,0,0,0,0,0.0402110341673611,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698616688968463,0,0,0.0374551738936359,0,0,0,0,0,0.118499774535843,0,0,0,0,0,0,0,0,0.115631308792125,0,-0.0917662342500798,0,0,-0.00753735451488254,0,0,0,0,0.0067929312325777,0,0,0,0,0,0.239567424167666,0,0.128551415140048,0,0.00884016938668479,-0.0359473480481574,0,0,0,0.0487193054454546,0,0
X002415.SZ,0,0.0543498684333082,0,0,0,0,0,0,0,0,0.00928042728044134,0,0,0,0,0.00359977491731509,0,0,0,0,0,0,0.544619785492248,0,0,0,0,0,0,0,0,0.0179764634964335,0,0,0,0,0,0,-0.0164792379881942,0,0,0,-0.0399973604530587,0,0.0086726590000466,0.0794612857770476,0,0.059408284516901,0,0,0,5.42101086242752e-20,0,0,0,0,-0.0410869294126297,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0980259977934294,0,0,0,0.204028204285034,0.0362640027046086,0,0,0.0326884572996638,0,0,0,0,0.0661245108894564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620308017184539,0,0,0,0,0,0,0,0,0.0271438470524065,-0.0271516626952611,0,0,0.000729182633852692,0,0,0,0,0,0,0
X003816.SZ,0,0,0.300611350600661,0,0,0,0,0,0.0587840673227855,0,0,0,0,0,0,0,0,0,0,0.266983582186922,0,0,0,0,0,0,0,0,-0.129912702630718,-0.17339690510939,0,0,0,0.0279065218096903,0,0,6.93889390390723e-18,8.67361737988404e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0801031897701073,0.069650496431799,0,0,0,0.143119614051898,0,0
X002475.SZ,0,0.137628586334165,0,0,0,0,0,0,0,0,0,0,0.01445652875411,0,0.393662061046958,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.177010291940492,0.280104588308522,0,0,0,0,0.164575862773492,-0.0383340543773153,-0.0185168778775331,0,0,0,0,0.0586168892106024,0,0,0,0,0,-0.0194948581859943,0,0,0,0.017861553891168,0,0,0,0,0,0
X002304.SZ,0.32490537686326,0,0.0237836563152838,0,0,0,0.124639347162524,0,0,0,0,0,0,0.0486134087825976,0,0,0,0,0,0.00881482319090844,0,0,0,0.0578750883734903,0.0109857130884103,0,0,0,0,0,0,0,0,0,0,0,0,0.020677057464626,0,0,0,0,0,0,0,0,0.0218004585143999,0,0,0,0,0,0.0280039478805316,0,0,0,0.0148754835994504,0,0
X000063.SZ,0,0,0,0.240575715345793,0,0,0,0.200123479747468,0,0,0.339817284187013,0.343160761689589,0,0,0,0.143910157213592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027207530907994,0,0,0,0,0,0,0.387610848924613,0,-0.0270087929610374,0,0,0,0,-0.0984268161414791,0,0
