,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000625.SZ,X002236.SZ,X600741.SH,X000568.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X300124.SZ,X601877.SH,X002508.SZ,X002008.SZ,X002085.SZ,X300136.SZ,X300003.SZ,X600177.SH,X600089.SH,X002294.SZ,X000157.SZ,X600271.SH,X600522.SH,X600487.SH,X600118.SH,X000050.SZ,X000981.SZ,X600867.SH,X600566.SH,X600699.SH,X600809.SH,X300115.SZ,X002074.SZ,X000559.SZ,X000066.SZ,X600372.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.029458036555956,0,0,0,0.083742499043915,0,0,0.0485290104091426,0,0,0,0.16078290615924,0,0,0,-0.0897100153484754,0,0.0949344853664176,0,-0.0748253952562572,0,0.0540891727449809,0,0.155875367085104,0,0,0,0.143308744990413,0,0,-0.0256702836542902,0,0,0,0,0,0,0,0,0.222695379874838,0.127704411635838,0,0,0.00482740520090562,0,0,0,0.0187240152200008,-0.0488623756645286,0,0,0,0,0,0
X600104.SH,0,0,0,0.18160024598251,0,0,0,0.0392540717996785,0,0.0390219345634229,0,0.163980991866648,0,0.375010540273259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106467949125878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15328811937348,0,0,-0.149386037049335,0.0347575097736986,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.219719958878281,0.0328483879566325,0.126463817529964,0,0,0,0,0,0.392808497659701,0.0384662105753559,0,0.128274452113956,0,0,0,0,0,0,0,0,0.266911285478986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449289968950727,0,0,0,0,-0.119553721508882,-0.108525668909358,0,0,-0.0278444209904149,0.0556189466612508,-0.135226175417792,0,0,0,0,0
X000651.SZ,0,0.116208334452741,0,0,0.0933716174867477,0,0.0783173858721136,0,0,0,0,0,0.131892769751346,0,0,0,0,0,0,0.0358685272687013,0,0,0.0980330512352663,0,0.0434090762204482,0,0,0,0,0,0.0146923516976277,0,0,0,0,0,0,-0.0729582886434235,0,0,0,0,0,0,0,0,0,0,0,0,-0.000864215427423838,-0.0134464722774783,0,0,0,0,0,0
X000858.SZ,0,0,0.016318033643354,0.0952287416894983,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.712223905335662,0,0,0,0,0,0,0,0,0.00677570348270278,0.021322730904582,0,0.0197703425610757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127318042031321,0,0,0,0.0326902009090755,0,0,0,0,0,0,0,0,-0.0520562632755315,0,0
X600276.SH,0,0.0329323922763062,0.0957046842323394,0,0,0,0,0,-0.0644574122978025,0,0,0,0,0.0844513946871967,0,0,0,-0.0358502311795698,-0.0742488181656863,0,0,0,0,0,0,0,0,0,0.179983994173824,0,0,0,0,-0.0883217000599956,0,0,0,0,0,0,0,0,0,0,0,-0.0586331817738009,0,-0.0440661291349883,0,-3.46944695195361e-18,0.0158380843711156,-0.0198472593524756,0,0,0,0,0,0
X000725.SZ,0,0,0.0441324301524093,0,0,0,0,0,0,0,0,0,-0.0150311097234566,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.175155453881024,0,0,0,0.264523594469628,0,0,0.581358739530145,0,0,0,0.322437200506704,0,0,0,0,0.148630647351474,0,-0.166951515190419,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.10949300476368,0.339400900292604,0,0,0,0.500745149174007,0,0,0,0.389307362019949,0,0,0,0,0,-0.317266329867332,0,0,0,0,0,0,0,0,0,0,0,0,0.349372616438829,0,0,0,0,0,0,0,0,0.0242297489207698,0,0,0,0,0,-0.244277998872812,0,0,0,0,0,0,-0.0182187295713193,-0.0898906154091081,0,0,0,-0.00391886176129677,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.23845939913139,0,0.0788000011268232,0.00706434621986037,0.14600673684425,0,0,0.096713532921213,0,0,0,0,0.00183476652327063,0,0,0.111391962234308,0.0479926071815855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083421399837426,0,0,-0.0497415991328721,0.0567733709243906,0,0,0,-0.140307258086686,0,0
X600690.SH,0,0.111591853547947,0,0.258805329712234,0,0,0,0.0283393995821999,0,0,0,0.0539880160450566,0.12523465886167,0.199852717619885,0,0,0,0,0,0,0,0,-0.0396753112202073,0,0,0,0,-0.0967646944628845,0,0,0,0.245838550284859,0,0,0,0,0,0,0,0.0206971149373208,0.0313957008550064,0,0,0,0,0,-0.165029094287677,0,0,0,0.0257266682821617,-0.0195342648951454,0,0,0,0,0,0
X600703.SH,0.343751372781402,0,0,0,0,0,0,0,0.113823598809446,0.0787271549142516,0,0,0.0667261124313182,0.16161302696526,0,0,0.12507571571835,0.381915355500048,0,0.00454884458952745,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.142446770260754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156191104278331,0,0,0,-0.00104138901447184,0.0673557623292584,0,0,0,0,0,0
X000625.SZ,0,0.148001968088461,0,0.081674423887042,0,0,0,0,0,0.159109088380351,0,0,0,0.085815655012925,0,0,0,0,0,0.0853656104230709,-0.0360449718865515,0,0,0,0,-0.217406651219446,0,0,0,0,0,0,0,0,0,0,0,-0.0341189224987793,0,0,0,0,0,0,0.229304382514997,0,0,0,0,0,0,-0.0558282877107482,0,0,0,0.0457594160308437,0,0
X002236.SZ,0,0,0.24960235999395,0,0,0,0,0,0,0,0,0,0,0,0,0.111008861931647,0,0,0,0,0.134705360994592,0,-0.270489877832738,0,0,0.0687605418656494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389096596643513,0,0,0,0,0,0,0.00327895704939065,0,0,0,0,0.0510043296939254,0,0
X600741.SH,0,0.723594240639644,0,0,0,0,0,0.0190221984691903,0.124956531613659,0.0151711562133686,0.0675193523213275,0,0,0,0,0,-0.0834002548294234,0,-0.0379867155909901,0,0,0,0,-0.0829477201234126,0,-4.33680868994202e-19,-0.0500731420506669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0844003335105888,0,0,0,0,0.0313258585728407,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.699737659576736,0,0,0,0,-0.0718203722218905,0,0,-0.0475355344120449,0,0,0.085135454185663,0,0,0,0,0,0,0,0,0.073102643536183,0,0,0.0348486365909171,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00294632281763647,0,0,0,0,0,0,0,0,0.00494566073156634,-0.0111896368743528,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0849149033107729,0,0,0,0,0.11515409472349,0,4.33680868994202e-19,0,0,0,0,0.0111049611436499,0.312043779645286,0,0.217125259227028,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337216699250157,0,0,0.0659935324918119,0,0.0261935985605867,0,0,0,0.0202177176281067,-0.0482672678633596,0,0,0,0,0,0
X600031.SH,0,0,-0.120210073557838,0,0.16092049280136,0,0,0,0.0593684206986005,0,0,0.0814973146968315,0,0,0,0,0,0,0,0,0.0568955803294621,0,0,0,-0.260386549793091,0,0,0,0,0,0,0,0,0.207565923333539,0,0,0,0.100460041754683,0,0.0174297937757005,0.188414785243571,0,0,-0.0253811483980127,0,0,0,0.0296224960194807,0,0.092507676446017,-0.0211647045842518,0.0227697048403338,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0120843202522277,0,0.0164859082391314,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.159225330954112,0,0.0633587445007847,0,0,0.44262189679353,0.186269644283992,0,0.0321039020233269,0,0,0.390024589273116,0,0,-0.0574979758310846,0,0,0,0,0,0,0,0.0743312325231097,0,0,-0.164845008798421,0,0,0.252800653643053,0,0.001031499744085,-0.0225507200605037,0,0,0,0,0,0
X000338.SZ,0,0,-0.0251023987938914,0,0,0,0.11579436970945,0,0,0,0,0,0,0,-0.147065563949198,0,0.701504735755827,0,0,0,0,0,0,0.00943408679874959,0,0.196513227398456,0,0,-0.0417939622477327,0,-0.0487065769629749,0,0.0407606072776251,0,0,0.0574606653102845,0,0,0,0,0,0,-0.0451680661052548,0,0.107181830237792,0,0,0,0,0,-0.00905267503864781,-0.0113738946268692,0,0,0,-0.304309252225776,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.100323476045595,0,0,-0.47056595258503,0,0,0,0,0,0,0.0706682485861514,0,0.0381153168664503,0,-0.015643737452951,0,0,0,0,0,0,0,0,-0.00528606360091781,0,0,0.132848545645231,-0.0760809133448723,0,0,0.0981539458018354,-0.151594244418612,0.246929244817601,0,0,-0.180423474380451,0,0,0.0176802216561386,-0.0229979893932111,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0525975865563362,0,-0.0468264575138522,0,0,0,0,0.275722857608321,0,0,0,0,-0.0548733696276833,0.191619479292338,0,0,0,0,0,0,0,0,0,0.212016791334171,0,0.0199384994958431,0,0.0184435709114666,0,0,0.129744351778983,0.284290270646907,-0.120840964366374,0,0,0,0,0,-0.00968728856551328,0.0781893359819381,0,0,0,0,0,0
X000100.SZ,0,0,0,-0.025017984750912,0,0,0,0,-0.00661145561359247,0,0,0.0126381809612555,-0.0110285368941587,0,2.16840434497101e-19,0,0,0,0.0327712455728542,0,0,0,0.0109534283634421,0,-0.00990819533578565,0,0,0,0,0,-0.0163979390144822,0.00429322136961289,0.0017529503554324,0,0,-0.0253977886880537,0,0.00956179339943432,0,0,0,0,0,0,0.0152965232068376,0.0458611365335024,0,0,0,0,-0.000509086863788106,-0.0109355601178582,0,0,0,-0.0357639879676309,0,0
X300124.SZ,0,0,0,0,0.0287448043845556,0,0,0,0.257664260509309,0,0.141724871862597,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167006487183993,-3.46944695195361e-18,-0.0227441089625595,0,0,0,0,0,0,0.183186078772541,0,0,0,0,0,0,0,0,0,0,0.0873507298513019,0,0,0,0,0,-0.0251375224588027,-0.0439310343746895,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.328150985447584,0,0,-0.0741347661750547,0,0,0,0,0.181211829779659,0.305982102872664,0,0.424763761427899,0,-0.256375167252673,0,0,0,0,0,0,0,0,0,0,0,0,0.317777651088269,0,0,0,0.0243007410931779,0,0,0,0,0,0,0.21315741962837,0.0396854712380431,0.0781574572737549,0,0,0,0.00524722841939963,0.0144207333163112,0,0,0,-0.0314693883861839,0,0
X002508.SZ,0,0,0,0.494856869559667,0,0,-0.120709882446757,0,0,0,-0.0204052087691599,0,0.231377698707346,0,0.24437896710193,0.101833541484251,0,0,-0.100533203405685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733418575282043,0,0,0,0,0,-0.0105314262036912,-3.46944695195361e-18,-0.0198471961472744,0,0,0,0,0
X002008.SZ,0,0.0568156739988446,0.0666946256441604,0,0,0,0,0,0.00826821267461533,0,0.175948056732936,-0.00656583844872817,0,0,-0.0886920403795113,0.38515423219248,-0.020462365530068,0.114643804947637,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.145257258046282,0,0,0,0.132718830985407,0,0,0,0,0,0,0,0.134365499150542,0.107574601046073,0,0,0,0,0,-0.00429169494928317,-0.032182066339828,0,0,0,0,0,0
