,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000625.SZ,X600104.SH,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X600584.SH,X000157.SZ,X000977.SZ,X600741.SH,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002180.SZ,X601799.SH,X002074.SZ,X600183.SH,X600418.SH,X002463.SZ,X300142.SZ,X000733.SZ,X002028.SZ,X000066.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.224233505781851,0,0,0,0,0.0153778993920171,0.271527537294332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455579559036138,0,0,0,0,0,0,0.0511043010072691,0,0,0.0767877213361375,0,0,0,0.481032643222444,0,0,-0.0969765408878712,-0.00272362203181913,0,0,0,0,0.0449103839560437,0,0
X000858.SZ,0.286003527492468,0,0,0.164485809362935,0,0,0,0,0,0,0.0991808020564878,0,-0.0379604824342485,0,0,0,0,-0.0196287143998106,0.105666478372396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673525866141243,-0.147285469388691,0,0,-3.46944695195361e-18,-0.0638739266630889,0.0540973188528946,0,0,0,0.123744611645357,0,0,0,0,0,0,-0.000187898909276085,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122225238809504,0,0,0.0566079495565965,0,0.0188167603673128,0,0,0,0,0,0,0,0,0,0.253624116943739,0,0,0.0899239956658152,0,0,0,0,0,0,-0.107670644676372,0,0,0.0123172795991668,0,-0.0423822969228815,-0.100946271378323,0.0283331894671636,0,0,0.0669017989320577,0.00392495391662592,0,0,0,0,0,0,0
X000568.SZ,0.509199679395379,0.0205447813896854,0,0,0,0.295147172233311,0,0,0,0,0,0,0.201416902978802,0,0,0.191131967483086,0,-0.0428244458963041,-0.00393148992734798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555045309783416,0,-0.0161934267547199,0,0,0,-0.0427382434040876,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.156323593796729,0,0.216925850375656,0,0,0,0,0,0,0,0.00418141839160462,0,0,0,0,0,0,0,0,0,0,0,0,0.239316148221613,0,0,0,-0.0706591379242621,0,0,0,0.0545032262330347,0,0,0,0,0,0,0,0,0,0,0,0.172781601840933,0.0319104918924284,-0.023217207538688,0.0247563360431858,0.0705553796159937,0,0,0,0,0
X600809.SH,0.289922408813438,0,0,0.263997141852621,0.0740411470280546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138792018012615,0,0,0.0244946770571026,-0.0587422900398517,0,0,0.0374040083705224,0,0.175446199474616,0,0,0,0,0.0223090089523997,-0.044410916770059,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.243157022989829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07656934358728,0,0,0,0.0456492409835659,0,0,-0.0678093238318922,0,0,0,0,0,0,0,0,0,0.0398598406603553,0.424936203312111,0,0,0,0.292128698509204,0.145510776072836,0,-0.0642194626824898,0.100685400595876,0,0,0,-0.103139624484467,0,0
X600690.SH,0,0,0,0.105427744713463,0,0,0,0,0.223059762986543,0,0.0170824291381823,0,0,0,0,0,0.137466864003723,0,0,0,0,0,0,0,0,0,0,0,0,0.0207926012308957,0,0,0,0,0,0,0,0,0,0,0,0,0.0673975005166123,0,0.0316803771075716,0,0,0,0,0,0,-0.000345286019694386,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.141487246606359,0,0,0.236688882979145,0,0,0.0412977208498764,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514742381716075,0,-0.0704763745116808,0,-0.0431489120411202,0.0361261212757411,0,0,0,0,0,0,0.0343374165843052,0.0345905686412087,0,0,0.0932434588001182,0,0,0,0,0.112583477140881,0,0,-0.0893817099399777,0,0,0.043499458336881,-0.108375643866642,0,0,0,0,0,0
X002304.SZ,0,0.175911909629086,0,0.0287272375325614,0,0.193860796992052,0,0,0,0,0.0783649265276871,0,0,0,0,0,0,0.129334296627,0,0,0.174958212505595,0,0,0,0,0,0,0,0.067597472941583,0,-0.00139387764569158,-0.142797382456587,0,0.0106288641044824,0,0,0,0,0,0,0,0,0,-0.0722521068843044,0,0,0,0,0,0,0,0.0126544510696897,-0.0327114099850419,0,0,0,0,0,0
X000625.SZ,0,0.0865819017316875,0,0,0.0995704683575832,0,0,0,0,0.132190439754723,0,0,0,-0.127486682551133,0,0,0,0,0,0,0,0,-0.0978327733529216,0,0,0,0,0,0,0,0,-0.0177552008094419,0,0.0431707945851265,0,0.628663896341859,0,0,0,0,0,0,0,0.419316767180358,0,0,0,0,0,0,0,-0.0205546090749736,0.0439495450733217,-0.276396372639598,0,0,0,0,0
X600104.SH,0.138494074137432,0,0,0,0.00296914540458946,0,0,0,0,0,0.140076276823596,0,0.0389179309881457,0,0,0,0.106473056879097,0,0,0,0.0444124940730427,0,0,0,0,0,0,0,0,0,0,-0.0860639933825521,0,0,0,0,0,0.111544423599134,0,0.0273809389163472,0.00977049372603506,0,0,0.024359296914065,0,0,0,0,0,0,0,0.00394102403921324,0.00319130064619266,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254618856347172,0,-0.261460010770986,0,0,0,0,0.0941899779233721,0,0,0.0237908771495563,0,0,0,0,0,0.116233195904304,0,0,0,0,-0.101645588983448,0,0.140369180510341,0,0,0,-0.0085770751366323,0,0,0,0,0,0,0,-0.00941516588894891,0.00845065785270257,0.0139977949420654,0,0,0,0,0
