,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X600031.SH,X300014.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X000338.SZ,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X300142.SZ,X000661.SZ,X002180.SZ,X600522.SH,X600702.SH,X000157.SZ,X002074.SZ,X600884.SH,X000733.SZ,X002236.SZ,X000799.SZ,X600584.SH,X002008.SZ,X600563.SH,X600779.SH,X000977.SZ,X002414.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.403911478605607,0,0,0.145608607638403,0.0101528908624478,0,0.158693590735276,0,0,0,0,0,0,0,0,0,-0.0500241291739522,0,0,0,0,0,0.00626880166874679,0,0,0,0,0,0,0,0,0,0,0,0.149217728145268,0,0,-0.00361843729431099,0,0,0,0,0,-0.0460060184626496,0,0,0,0,0,0,0,-0.0100183375612401,0,0,0,-4.33680868994202e-19,0,0
X000858.SZ,0,0,0,0,0.196835802805729,0.0535510024436661,0,0,0.00543109457938673,0,0,0,0,0,0,0,0,0,0.0178264364387298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460352375475519,0,0.126596414658156,0,0,0,0,0.00210051228204636,0.141930263579029,0,0,0,0,0,0,0,0,0,-0.0388767763041596,0.0446780534644835,0,0,0,8.67361737988404e-19,0,0
X002415.SZ,0,0.15864412792789,0,0,0,0.124202143777543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465192293080981,0,0,0,-0.0528755036912933,0,0,0,0,-0.148802175542293,0,0,0,0,0.0716275667643174,0,0,0,0,0,0,0,0,0,0,0,0.035120247514622,0.064046542734898,0,0,0,0,0.0041404733446187,0.0112655535574106,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.32609333523049,0,0,0.0507324741136543,0,0,0,0,0,0,0,0,0,0,0,0.0330583724486001,0,0,-0.429418198463687,0,0,-0.027726272174659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168580075362779,0,0,0,0.0784492532018228,0,0.00163846910988936,0,0,0.0253109803371597,0.00934878337434335,0,0,0,0,0,0,0
X000568.SZ,0.431632817957814,-6.93889390390723e-18,0,0.0074020692527602,0,0.00826180308303854,0,0,0,0,0,0,0,0,0,0,0,0.0622355510247213,0,0,0,0,0,0.125061503688217,0,0,0,0,-0.0533759460856056,0,0,0.00277156430611828,0,0.106136249388216,0,0,0,0,0,0,0,0.179690425846449,0,0,0.00766160945663165,0,0,0,0,0,0,0.000291326929123278,0.0306834329148274,0,0,0,0,0,0
X002475.SZ,0.0558709115213192,0.090083032853765,0,0,0,0,0,0,0,0,0,0,0.257225776939054,0,0.060710602737715,0,0,0,0.425162628147146,0,0,0,0,-0.0239350798748776,0,0,0,0,-0.0793002229023541,0,-4.33680868994202e-19,-2.16840434497101e-19,-0.0475173569527228,0,0,0,-0.166777275003036,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.000677234797668359,0,0,0,0.0726040027566933,0,0
X600276.SH,0.15308398497573,0,0,0,0,0,0,0,0.246321569357021,0,0,0,0,0,0,0,0,0,0,0,0.277144345467968,0.00746150482518424,0.0539876274416857,0,0,0,0,0,-0.0506759253704831,0,0,0.0340052565860295,0.0233644215984852,0.0368699130040791,0,0,0,-0.0278474440127824,0,0,0,0.018627015555236,0,0,0,0,0,0,0,0,0,0,-0.0414205334195864,0,0,0,-0.0600945124504499,0,0
X002304.SZ,0,0,0,0,0.00311058680640842,0,0,0,0,0,-3.46944695195361e-18,0,2.16840434497101e-19,0,0.00392743115673783,0,0,0,0,0,0,0,0,0.270273750047665,0,0,0,0,0,0.0931393608558672,0,0.0263963471660414,0,0,0,0,0,0,0,0,0.000916697190366633,0,0,0,0,0.194754744510294,0.0381542669450193,0,0,0,0,-0.000844958646853778,0.0132248944824532,0,0,0,0,0,0
X600690.SH,0,0.157672848037851,0,0,0,0,0.132834806258223,0.0374482253678968,0,0,0.157480448829893,0,0,0,0,0,0.192655029959584,0,0,0,0.00212125811686575,0,0.00654896630236631,0,0,0,0,0.0628909616043217,0,0,0,0,-0.0196964764598206,0,0.170318003072144,0,0,0,0,0,0,0,0,0,0,0.150882179905397,0,0,0,0,0,-0.00568071310459193,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0152564013931202,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.00865252258045972,0,0,0,0,0,0,0,0.0133166784911463,0,0,0.00955370477066646,0.196951275064853,0,0,0.211336823383719,0,0,0,0,0,0,0.121743810045574,0,0,0,0,0,0,0,0.00118934476994857,0.0165868862052041,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.00509531244963596,0,0
