,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X000157.SZ,X002456.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002007.SZ,X600089.SH,X002085.SZ,X000066.SZ,X000981.SZ,X002508.SZ,X600867.SH,X300003.SZ,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600498.SH,X300136.SZ,X002074.SZ,X000623.SZ,X002426.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.136465458844638,0,0.0404951878648114,0,0,0,0,0,0,0,0,0,0.102808180387568,0.0869081099994008,0,0,0,0,0,0,0,0,0,0,0.00325014941364541,0,0,0,0,0,0,0,0,0,0,0,0.025518129984358,0,0.0774572160998034,0,0.116144069981706,0,0.0053169188406267,-0.00437520606805251,0,0,0,0,0,0
X600104.SH,0,0,-0.174727591834149,0,0,-0.0325909393234408,0,-0.0715202013877243,0,0,0,0,0,0.779753833091876,0,0,0,0,0,0,0,0,0,0,0,0.144429919676507,0,0,0,0,-0.00174499983027501,0.00818212734878849,0,-0.0605033812989977,0,0.114397026305694,0,0,-0.168310478103739,0,0,0,-0.0483673456235256,0,-0.120594099645981,0,0,0,0,0,-0.0136044575876166,0.00773730194016444,0,0,0,0,0,0
X002415.SZ,0,0,0,0.132284602628271,0,0,0,0,0,0,0,0.0849397863656607,0,0,0,0,0.0698681415113494,0.221140303943808,0,0,0.250090957601519,0,0,0,0,0,0,0,0,0,-0.0409835440634073,0,0,0,-0.0382653169198201,0,0,0,0,0,0.0314923652903233,0,0,-0.186637646375902,0,-0.00677947541413798,0,0,-3.46944695195361e-18,-0.0488435568842483,0.00489774176104844,0.000115199006017395,0,0,0,0,0,0
X000651.SZ,0,0.338005567642608,0.0702076548067485,0,0,0,0,0,0,0.268561887199892,0.415388404941551,0,0.0482741663651758,0,0,0,0,0,0,0,0,0,0,0,0.610266649129215,0,0,-0.137023901842645,0.0862295707410536,0,0,0,0,0,0,0,0,0,-0.00541238797402563,0,0,-0.0209905276648789,0,0,-0.180965928271087,0,0.25160040733709,0,-0.0508225370950047,-0.0661136614210696,0,0.0127665459061013,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0842220963464806,0,0,0,0,0.111733736592575,0,0,0,0,0.207475389518719,0.360402364821339,0.0383110055947961,0,0,0.0812019799422439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457155295681654,0,0,0,0,0,0,-0.0626426990061051,0,0,0,0,0,0,0,0,0.00429982870426267,0.00124491407319586,0,0,0,0,0,0
X002304.SZ,0,0.0211933003098419,0,0.064294882664216,0,0,0,0.0476444581355658,0,0,0.0305297015548149,0,0,0.33015538168877,0.341026704443354,0,0,0,0,0,0,0,0,0,0,0.0855800201735593,0,0,0,0,0,0,0,0.0339223551153756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991843582106221,0,-0.00416199515262452,0.00279685125161691,0,0,0,0,0,0
X600276.SH,0,-0.0776846268259084,0,0,0,0,0,0,0,0,0,0.229692756121613,0,0,-0.0158834097068063,0,0,0,-0.0848966601991105,0,0,0,0,0.0532364685957575,0,0.0476892474889169,0,-0.02595515331286,0,0,0,0,0,0.0653676964177458,0,0,0,0.00379695391444034,0,0,0,0,0,0,-0.0243533617744846,0,0,0,0,-0.140710711047522,0.0171311071816985,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.041913404633762,0,0,0,0,0,0,0.270123837979468,0,0,0,0.130586238311869,-0.814883608917439,0,0,0,0.112186279070239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113869734408574,0,0,0.118880399791551,0,0,0,0.330550869972884,0.0590756287297884,0,0,0,-0.0177478302074954,0.00590301898289616,0,0,0,0,0,0
X000625.SZ,0.0775601059840524,0.0807049138691391,0,0,0,0,0,0,0,0,0,0,0.150675575586062,0.419389033464212,0,0,0,0,0,0,0,0,0,0,0,-0.047377160498222,0,0,0.129723704492971,0,0,0,0,0,0,-0.0732165250317163,0,0,0,0,0,0,0,0,0,0,0.083625478604735,0,0,0,-0.016808937054198,0.00411945536807316,0,0,0,0,0,0
X600690.SH,0,0,0,0.200356705100612,1.73472347597681e-18,0.127254407064937,0,-0.0243722883010665,0.00419165156005493,0,0,0,0.0518628526372089,0,8.67361737988404e-19,0,-0.00476731779434155,0,0.0793314985798561,0,0,0,0.0870451046173776,-0.125392451574429,0,0,0,0,0,0,0,0,0,-0.0270731177751981,0,0,-0.149117226737947,0,0,0,0,0,0,0,-0.112927452811913,0,-0.0477356293045681,0,0,0,-0.0151598597530369,0.00372659587787656,0,0,0,0,0,0
