,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X600372.SH,X002236.SZ,X000661.SZ,X002049.SZ,X002241.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002180.SZ,X002007.SZ,X002074.SZ,X601799.SH,X600183.SH,X002463.SZ,X600418.SH,X300142.SZ,X000733.SZ,X002028.SZ,X000066.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0230674979572487,0,0,0,0.20956847070162,0,0,0,0,0.292228115498549,0,0,0,0,0,0,0,0,0,0,0.00645898320896529,0,0,0,0,0,0,0,0,0,0,0,0,-0.00878453790186751,0,0,0,0,0,0,0.0664472209465182,0,0,0.0788435708601998,0,0,0.467158399566153,0,0,-0.0860005050795914,-0.00183415942199054,0,0,0,0,0.0579354997084716,0,0
X000858.SZ,0.119498941144302,0,0,0.0478203094065698,0,0,0,0,0,0,0,0,0.0565210431477697,0,0,0,-0.0486882369331633,0,0,0,0,0,0,0,0,0,0,0,0.038314196891937,-0.153061292577051,0,0,0,0,0,0,0,0,0,0,0,-0.124599818000893,0.0638152454166849,0,0,0.108470042265104,0,0,0,0.276225775422561,0,-0.00779521221757249,-0.0091859662554155,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923762022407406,0,0,0.0492750541239535,0,0,0,0,0,0,0,0,0,0,0,0.274629759724999,0,0,0,0.0852096581194319,0,0,0,0,0,0,-0.101717447931259,0,0,0,-0.0367670974495962,-0.0794454743184046,0.0511132829613637,0,0,0.0824449754738051,0.00451876518124739,0,0,0,0,0,0,0
X000568.SZ,0.494985208800094,0,0,0,-0.0144559822932092,0.223750462234564,0,0,0,0,0,0.190208235946059,0,0,0,0.212814377481257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841188245599011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072501638357826,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.073453397315379,0,0.326030693509467,0,0,0,0.00139883644723995,0,0,0,-0.0130086322233574,0,0,0,0,0,0,0,0,0,0,0,0.185327278019512,0,0,0,0,0,-0.0569952617362587,0,0,0.0904535427018616,0.126128062280288,0,0,0,0,-0.00259028416697041,0,0,0,0,0,-0.0606785768844926,0.0541519125143097,-0.00376717154476331,0,0,0,0,0,0,0
X600809.SH,0.237185284701368,0,0,0.348351236182007,0.100980120459188,0,0.0127369552022136,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0391595787108935,0,0,0,0,0,-0.0273419778154328,-0.0240968780738727,0,0,-0.0435001854007484,0.0539396897097829,-0.0908088342244162,0.0573775097808215,0.0220996741199871,0,0.168864167040149,0,0,0,0,0.0184654616542952,-0.0320825168703488,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0220492025329016,0.161530361901504,0,0,0,0,0,0,0,0,0,0,0.0810108892405871,0,0,0,0,0,0,0,0,0,0,0.0720173540449166,0,0,0,0,0,0,-0.123386326117391,0,0,0.0243530692386284,0,0,0,0,0,0.443654526072143,0,0,0.0334012801478968,0,0.12279950499552,0.170738132421417,0,-0.0963113974329624,0.130121822831414,0,0,0,-0.227922913485545,0,0
X600690.SH,0,0,0,0.0979633270806256,0,0.0115786647788845,0,0,0.209695336101548,0,0,0,0.0151446552006678,0,0,0,-0.000785892908416098,0.144268163643256,0,0,0,0,0,0,0,0,0,0,0.0199900697736733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697728379361682,0.0309138655242228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.106226657695966,0,0,0,0,0,0,0.107200403975438,0,0,0,0,0,0.141979847271923,0,0,0,0,0,0,-0.111427612862406,0,0,-0.00022283341597303,0.14941992260567,-0.0218920354162534,0,0,0,0,0,0,0.104569529001383,0,0,0,0,0.0973970439950761,0,0,0,0.0396940288594721,0,0,-0.14797958421652,0,0,0.0298099157924757,-0.0744762369987372,0,0,0,0,0,0
X002304.SZ,0,0.116566799734186,0,0.00565816540412285,0,0.119824103564988,0,0,0,0,0,0,0.10049858750805,0,0,0,0.161303967668581,0,0,0,0.144312719937818,0,0,0,0,0,0,0,0,0,0,-0.103798163822602,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688959753956352,0,0,0,-0.0106645440942959,0.168421078962344,0,0.00715594089882326,-0.0313228748623853,-0.0124137179291564,0,0,0,0,0
X600104.SH,0.137113892522118,0,0,0,0.000405401052440982,0,0,0,0,0,0,0.036761547112812,0.142823320481526,0,0,0,0,0.11312948920747,0,0,0.0458449478343467,0,0,0,0,0,0,0,0,0,0,-0.0841566271977373,0,0,-0.00128463404707196,0,0,0.109278635785288,0.0301450641646606,0,3.46944695195361e-18,0.00764288182585431,0,0,0.0243045621814181,0,0,0,0,0,0,0.00473153659206868,0.00221383176429529,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254618856347173,-0.261460010770986,0,0,0,0,0.0941899779233736,0,0,0,0.023790877149556,0,0,0,0,0.116233195904304,0,0,0,0,-0.101645588983448,0.14036918051034,0,0,0,0,0,-0.00857707513663211,0,0,0,0,0,0,-0.00941516588894898,0.00845065785270263,0.0139977949420637,0,0,0,0,0
X000625.SZ,0,0.0856300629762759,0,0,0.0904176952950539,0,0,0,0,0.18983918942872,0,0,0,-0.177803609357881,0,0,0,0,0,0,0,0,-0.00811988565807222,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.663543416710505,0,0,0,0,0,0,0,0,0.410272844998953,0,0,0,0,0,0,-0.0227355685507191,0.0474633858254981,-0.260880569058222,0,0,0,0,0
X000725.SZ,-0.138911341139405,0,0,0,0,0,0.0294299384289425,0,0,0,0,0,0,0,0,0,0,0,0.134165913243612,0,0,0.310758092260341,0.283447299351163,0,0,0,0,0,0,0,0,0,0.204426765021163,0,0,0,0,0,0,0,0,0,0,0.0309852122003003,0.0534009496458328,0,0,0,0.0569505690857446,0,0,0,0.0220179821931242,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0167286120032829,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0902919729579954,0.0322980925593245,0,0,0,0,0,0,0,0.0557173364233808,0,0,-0.136813526232557,-0.0435879480145334,-0.0942675292180438,0,0,0,0.00588352881983869,0,0,0.0972039314346317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00422252451293863,0,0,0,0,0,0
X000596.SZ,0,0,0,0.401067439174182,0,0,0,0,0,0.0113574912825765,0,0,0,0,0,0,0.0517987895821649,0,0,0,0,0,0,0,0,0,0,0,0.114975967469673,-0.0149647299301638,0,0.012819704836408,0,0,0.0180816719216113,0,0,0,-0.0250311538471476,0.0658080313582799,0,-1.73472347597681e-18,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0181355121973321,0,0,0,-0.0657354899379072,0,0
X000063.SZ,0,0,0,0.0920078682738039,0,0,0.105328124819357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258726898868309,0,0,0,0,0,0,0.224651103369513,-0.366144020585818,0,0.00367440707125349,0,0.0157407342656796,0,0.342908093923687,0,0,0.159626240144306,0,0,0,0,0,0,0,0,0,0,0,0.0967346749944928,-0.00457831916678792,0.0220803843669725,0,0,0,0,0.290319084636918,0,0
X000338.SZ,0,0,0,0.0375032837143194,0.0406461824212694,0,0,0,0.182105240402849,0,0,0,0.0705223466776992,0,0,0.00940424463727601,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038738055031693,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00845989046236782,0,0.0239217826468258,-0.0872830140232765,0,0,0,-0.0338938836265163,-0.0221159643894763,0.0200805082380328,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0155616335581614,0,0,0,0,0,0,0.0454698927968775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305822747546344,0.176404237626877,0.299004453838571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185846188047928,-0.0301067005851556,0.000826815077669632,-0.116733381255171,0,0,-0.0847797575978581,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663501617230268,0,0,0,0.153881409193474,0.0325533773844405,0,0,0,0,0,0,0.055956717982988,0,0,0,0,0,0,0,-0.0144626799729828,-0.0325025919492521,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.128969918917522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300264905584676,0,0,0,0,0,0.0258186160264787,0.0691208379781435,0,0,0,0.0375529214860295,0,0,0,0,0,0.0953653333427205,0.0336843918839004,0,0,0,0,0,0,0,0,0,0.0225913019103212,-0.0473682101231388,0,0,0,0,0,0
X002179.SZ,0,-0.0832867019028021,0,0,-0.0408640011087851,0,0,0,0,0,0,0,0,0.360980518434257,0,0,0,-0.12145891013407,0,0,0,0,0,0,0,0,0,0.0946726283972154,0,0.0360536097137636,0,-0.174379885402789,0,0,-0.0197604875312908,0,-0.0876740587622942,0,0,0,0,0,0,-0.0836859218156576,0.044961262493929,0,0.271543314794123,0,0,0,0,-0.0102322161948166,0.0042878985703802,0,0,0,-0.0522446054456101,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627001296354198,0,0,0,0,0,0.00766780094025954,0,0,0,0,0.0495789300518902,0,0,0,0,0,0,0,0,0,0,0,0,-0.00861029931613803,0,0,0,-0.0448400864129116,0,0.159335106535655,0.0255081906415789,0,0,0,0,0.0896419555651815,0.117116676562444,-0.009838997841631,0.0050634247483826,0,0,0,0.061928590913177,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647248278129684,-0.0385362705075869,0,0,0.0546060062381429,0,0,0,0,0,0,0,0,0.0245982349254019,0,0.17535670513176,0,0,0,0,0,0,0,0,0.482512587269843,0.0200876665424827,0,0,-0.049696900896574,0.253904253878865,0.0523064661814256,0,0,0,0,-6.7762635780344e-21,0.00229148289147096,0,0,0,0,0,0
X600703.SH,-0.0322179758095743,0,0,0,0,0,0,0,0,0,0,0,-0.339667550957902,0,0,0,0,0,0,0,-0.0299040932828558,0,0,0,0,0,0,0,0.0148328654821454,0,0.104412372970946,0,0,0,0.426241721421116,-0.365214422800339,0,0,0,0,0,0,0.437098623055129,0.0907307336910251,0.165103334291325,0.185957486040056,0,0,0.290174321430786,0,0,0,-0.0113407243207289,-0.156940459424458,0,0,0,0,0
X600089.SH,0,0,-0.214505410545285,0,0,0,0,0,0,0,0,0,0.0849404818763061,0,0,0,0,0,0,0,0,0,0.0194895892957998,0.0427216152969986,0,0,0,0,0,0.027408915598241,-0.0165063529030464,0,0,0,0.164488356354942,0,0,0,0.00971363416028371,0,0.258052498241837,0,0,0,0,0,-0.0488267022862186,0,0,0,-0.0568304837336838,0,0.00312794803785792,0,0,0,0.0284565940149871,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110506289491816,0,0,0,0,0,0,0,0,0.0166172458085592,0.033420606606177,0,0,0,0,0,0.0119856676345445,0,0,0,0,0.0430320479169063,0,0,0,0.0859911747133489,0.0111683247736851,0,0,0,0.058073710045943,0,0,0.0806924140268056,0,0.0421310594653837,0,0,0.00386442096278692,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0255932209441067,0,0,0.263234255961678,0,0,0,0,0.153877849729524,0,0,0,0,0.416891422685155,0,-0.0662737965885574,0,0,0,0,0,0.00918433917321166,0,0,0,-0.211618866766118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467873546698248,0,0.179869052576313,0,0.0269023620832627,0,0,0,0,0,0,0,0.0490237052585801,0,0
X000661.SZ,0,0,0,0,0.0944183279648592,0,0,0,0,0,0,0,0,0,0,0,-0.0782986549909261,0,-0.00850711202945672,0,0,-0.106962529706995,-0.0623602347028169,0,0.0214428102015269,0,0,0,0,0,0,0,0,0,0,0,0,-0.149720512503361,0,0,0,0,0.0620954244044101,-0.0895601994246703,0,0.393087870456538,0,0,0.236267156310196,0.143117460993832,0,0.00954334689036487,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745811547963273,0.00656099025916717,0,0,0.238740439416451,0.2001943442031,0,0,0.158633700694423,0,0,0,-0.116280509156342,0,0,0.151638111311989,0,0,0,0,0,0,0,0,0,0,0.160255655258838,0,0.30980871216777,0,-0.204821000817655,0,-0.112052789255473,0,-0.068445075012166,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185036310372015,0,0,0,0,0.117655484626096,0,-1.73472347597681e-18,0,0,0,0,0,0,0.105376499024801,-0.0278184409524273,0,0.0484209841932475,0,0,0.257488279394644,0.0123023234570374,0,0.26284205901659,0,0,0,0,0,-0.0017194844740976,0,0,0,0,0,0,0
X600584.SH,0,0,0,0,0.0606109806364421,0,0,0,0,0,0,0,-0.0150097514551528,0,0,0,0.163951683840032,0,0,0,0,0,0.13948787796644,0,0,0,0.11927156843566,0.156639904338187,0,0,0,0,0,0.171719838145564,0,0,0,0,0,0,0,0.0917668110242413,0,0.0174523673727028,0.0408187212929185,0,0.164649809943759,0,0.100011210104992,0,0,-0.0101906342118437,0,0,0,0,0,0,0
X000157.SZ,-0.0540359188972504,0,0,0,0,0,0,0,0.16843219414546,0,0,0.0193149052496677,0,0,0.0440173157623789,0,0,0,0,0.429767631935174,0,0,0,0,-0.0551150858642941,0,0,0,0,0,0,0,0,0,0,0,0,0.134728832568694,0,0,0,-0.0612955153747522,0,0,0,0,0,0,0.0180273824236755,0,-0.0571403346841954,0.00387779410457793,-0.00788646864328161,-0.0755718715482879,0,0,-0.0567319645083508,0,0
X600741.SH,0,0,0,0.200667402061025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880910735266956,0,0,0,0,0,0,0,0.135920420026976,0,0,0,0,0,0.0237530588896206,-0.0125280930332498,0.337050835944366,0,0.147064318890462,-0.0235553090819726,0,-0.0507035262785392,0,0.0340336193003232,-0.0636007836217666,0,0,0.0946493288232166,0,0
