,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X600703.SH,X300003.SZ,X002007.SZ,X600271.SH,X300142.SZ,X300124.SZ,X002241.SZ,X002179.SZ,X600183.SH,X000625.SZ,X002506.SZ,X600177.SH,X600867.SH,X600498.SH,X600487.SH,X002008.SZ,X000050.SZ,X300014.SZ,X002371.SZ,X600066.SH,X002049.SZ,X002129.SZ,X000066.SZ,X002463.SZ,X600118.SH,X000977.SZ,X300146.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173202496141393,0,0,0,0,0,0,0,0,0,0.0517148373109418,0,0,0,0.0808034886668778,0,0,0,0,0.253066842540657,0,0,0,0,0,0,0,0,0,0,0,-0.0553369088720304,0,0.161331019443297,0,0,0,-0.0575507275097828,0,0,0,0.0435962739503607,0,0,0,0,0,-0.163441476902975,0,0,-0.00476133720142894,0.0233987488417475,0,0.138269153597586,0,0.00156255830631214,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.411624856929676,0.124761984773673,0,0,0,0,0.150716049938373,0,0,0,0.0677043827620658,0,0,0,0,0,0.00387971412630731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587392475242116,0,0,0,0,0,0,0,0,0,0,-0.043290159475978,-0.014629102507115,0,0,0,0.00223204513752356,0,0
X000651.SZ,0,0.118295399684038,0,0,0,0,0.161162543590197,0,0.122242601679867,0,0,0.158079718953454,0,0,0.0942264262525556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531738374685043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031793905772248,0,0.0393553752834049,0,0.0092174244803621,-0.0544108502324242,0,0,0,-0.00791843374153577,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.243265046995984,0,0,0.0189977009130205,0,0,0,0,0,0,0,0,0,0.307283922449949,0,0.0705039871293369,-0.074042243777744,0,0,0,1.73472347597681e-18,0,0,0.182596916986621,0,0,0,0,0.0279064856525711,0,0,0,0,-0.125705478782518,-0.0261745160925047,0,0,0.173023570128217,0,0,0,0,0,0,0,0.0166756960002766,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0568172264524158,0,0,0.257035356117487,0,0,0,0,0,0,0,0,0.498170037554177,0,0,0,0,0,0,0,0.281520817412149,-0.0474279373802405,0,0,-0.033279900681378,0,0.0342119579984007,0,0.0829037679315571,0,0,0,0,0,0,0,0,0,-0.0537241465446037,-0.0949337837178388,0,0,0,0,-2.16840434497101e-19,0,0,0,0.035933593244177,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242115917125061,0,0,0,0,0,0,0,0,0.116291152905741,0.135221008854617,0,0,0,0,0,-0.0585997171711232,0.164968183271178,0,0,0,0,0,0,0,0.0789547436071456,0.0121702852371774,0,0,0,0,0,0,0.0291236542455495,0,0,0,0.00224354445033239,0.00390597052572271,0,0,0,1.73472347597681e-18,0,0
X002304.SZ,0,0.160801831698639,0.00268813832933597,0,0,0,0,0,0,0,0.172848979783711,0,0,0,0.140808805867852,0.0727600620302277,0.0536402405578704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648872282942187,0,0,0,0,0,0,0,0,0,0,0,-0.0319730295580962,0.0589211984396005,0,0,0,-0.0524792777896139,0,-0.0415541704810935,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523518478751643,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0239222655141901,0,0.0330524200823222,0,0.348747547521545,0,0.141691168557567,0,0,0,0.110747347529903,0.0335416397908805,0,0,0,0,0,-0.0152876190982269,0.0157161630394316,0,0,0,0.0358321156540332,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.10561234741867,0,0,-0.0263359718010282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070039403498456,0,0.339729247307335,0,0,0,0,0,0,0.0295058126481908,0,0,0.127795524162222,0,0.0291473582560748,0.262113639049026,0,0,0,0.0821097224550429,0,0.0691989229373932,0,0,0,0,0,0,0
X600031.SH,0,0.177576922521886,0,0,0,0,0,0,0,0,0,0.0090024803180759,0,0.125952401978231,0,0,0,0,0,0,0.0179318307222916,0,0.0957193748311378,0,0,0,0.0434747912890011,0,0.021573740124051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046571880136672,0,0,0,0,0,0,0,0,0,0,0.020266282834555,0,0
X000568.SZ,0,0.633958259817843,0,0,0,0,0,0,0,0.0908010741424393,0,0,0,0,0.0610184062386608,0.0325556304946588,0.0562052234695064,0.0836586611071999,0,0,0.17403123520423,0,0,0,0,0,0,0,-0.0340959570168334,0,0,0,0.036547877738195,0,0,0,0,0,-0.052340139429622,0,0,0,0,0,0,0,0,-0.066781046365804,0,0,0,0,0.0896215165799656,0,0,0,0.0107708578827396,0,0
X002475.SZ,0,0.0250373122202723,0.0826589228998445,0.117421266920519,0.32724142277887,0,0,0,0.242725420895489,0,0,0,0,0,0.0601592724113987,0,0,0,0,0,0,0,0.12141248664721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730654257888844,0,0,-0.092516394614869,0,0,0.0330301371503339,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0129032763523616,0,0,0,0,0,0.0124690532272939,0.0275784815797948,0,0,0.152581572266928,0.0996028288337661,0,0,0,0,0.00348385523918259,0,0,0,0,0,0,0,0.158624003028642,0,0,0,0,0,0,0,0.100135398637948,0,0,1.73472347597681e-18,0,0,-0.0157925514066422,0,0,0,0,0,0,0,0,-0.0258174196494141,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.457096486331887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129044903160509,0,0,0,0,0,0,0,0,0,0,0,0.252088574299835,0.0203938020740519,0,0,0.0424578642238672,0,0,0,0,0,0.000402429082712645,0.0473791902055146,0,-0.0422773916587652,-0.0237386540782718,0,0,0,0.0372540971239508,0,0
X600741.SH,0,0,0.118281863459973,0,0,0.131598085799752,0,0,0,0.0175202852395698,0,0.253749040996358,0.198109638089528,0,0,0,0,0,0,0,0,0,0.0467157125472028,0,0,0,0.0584349311499524,0,0,0,0,0,0,0,0,0,0.0153636286290702,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00663859503549211,0,0,0,0,0.0134838522290287,0,0
X000596.SZ,0,0,0,0,0.121153142886985,0,0,0,0,0,0.283254851259728,0,0,0,0,0,0.412131268235127,0.014082218096859,0,0,0,0,0,0,0,0,0.0246587887294137,0,0.0184734188659505,0,0,0,0,0,0.0387105943262058,0,0,0,0,0,-0.0276566543723027,0,0,0,0,0,0,0,0.253025978625259,0,0,-0.0265628916322837,0,0,0,0,0.151255816484681,0,0
X600809.SH,0,0.251932686711335,0,0,0,0,0,0,0,0,0.0504395689116915,0,0,0,0,0.147386349372292,0,0.0546932915676113,0,0,0,0,0.0668130479117531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105731458763746,0,0,0.0373854125362898,0,0,1.73472347597681e-18,0,0.0936839706437017,0.0234643609705338,0,0,0,0,0,0,0,0,0.0235134733734611,0,0
X000661.SZ,0,0.159637468005254,0,0.148580887525951,0,0,0,0,0,0,0,0.0650286320336294,0,0,-0.0123311076361277,0.138341206873907,0,0,0,0,0,0,0,0,0.294643137359356,0,3.46944695195361e-18,0,0,0,0,0,0.0210960723638747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
