,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X600118.SH,X000550.SZ,X002236.SZ,X601877.SH,X000581.SZ,X000623.SZ,X002475.SZ,X300124.SZ,X600582.SH,X000568.SZ,X000800.SZ,X600177.SH,X002294.SZ,X000400.SZ,X002129.SZ,X000559.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002292.SZ,X000977.SZ,X002007.SZ,X002465.SZ,X000050.SZ,X600312.SH,X600435.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.216425323495993,0,0,0,0.101938078789942,0,0,0,0,0,0,0.478683829798741,0,0,0.117545960876899,0,-0.0954313718469948,0,0.0596191103598093,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0440956348759232,0,0,-0.0432976755628076,0,0.0997768488340129,0,0,0,0,0,0,-0.055043208487467,0.210050356318882,0,0,0,0,0,0.0020828637602387,-0.116761115643916,0,0,0,0,0
X600519.SH,0,0,0,0,0.116343040038678,0,0.0950097114463563,0.135923214583703,0,0,0,0.231576072228135,0,0,0,0,0,0,0,0,0,0,0,0,0.116042225954704,0,0,0,0,0,0,0.17521728702224,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024644063468256,-0.133998228202895,-0.035444739989699,0,0,0,0.00471923993827621,0.00324642086220023,0,0,0,0,0,0
X000651.SZ,0.236692145195514,0,0,0.114998822839029,0.203148883328018,0,0,0,0,0,0,0.0408111176096292,1.73472347597681e-18,0,0,0,0.120633741847267,0,0,0,0,-3.46944695195361e-18,0,0,0,0.156375650149821,0,0,0,0.0136746533898064,0,0,0,0,0,0,0.0942178051984044,0.0105279706283992,0,0,0,0,0.135832697448415,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.010623683791883,-0.00681197745223589,0,0,0,0,0,0
X002415.SZ,0,0,0.161983027683806,0,0,0.116880967265939,0,-6.93889390390723e-18,0,0,0,0.0695474415721975,0,-0.0402263187985319,0,0,0,0,0,0.0485148817151798,0,0,0,0,0.337106914003403,0,0,0,0,0,0,0,0,-0.101606551524086,0.0148011737912447,0.0975964214834696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000399158281836755,-0.00819600190838935,0,0,0,0,0,0
X000725.SZ,0,0.0830884942381402,0.094149634242798,0,0,0,0,0,0,0,0,0,0,0.0247735222957981,0.214160021291005,0,0,0,0,0,0.219173186733942,0.0300858836656282,0.111886503817903,0,0,0,0,0,0,0,0,0.0190564347494082,0,0.230032614916437,0,0,0,0,0,0,0,0,0,0,0.0874483369934655,0,0,0,0,0,0,0,0.0132032109551658,0,0,0,0,0,0
X000625.SZ,0.358742843272697,0,0,0,0,0,0,0.0649963221894484,0.218186419386243,0,0,0,0,0,0,0,0.142885948549961,0.0422733394734265,0,0,0,0,0.0166174010508807,-8.67361737988404e-19,0,0,0,0.0647720330523095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973621770875629,0,0,0,0,0,0,0,0,-0.00358643916848234,-0.00712958150876354,0.139070619340461,0,0,0,0
X000858.SZ,0.0113338924832458,0.142263644695281,0.0519307543685648,0,0,0,0,0,0.0916718747101993,0,0,0,0.235455237052367,0,0,0,0,0,0,0,0.103491601828684,0,0,0,0,0,0.0251040872919396,4.33680868994202e-19,0,0,0,0.0106119258529011,0,0.0281102902476475,0,0,0,0,0.0514678693820319,0,0,0,0,0,0,0,0,0,0,0,0,-0.00221043694593176,-0.0155131929299895,0,0,0,0,0,0
X002304.SZ,0,0,0.0405781077146817,0,0,0,0.251956841565669,0,0,0,0,0,0,0,0,0,0,0,0,0.0426868725192819,0,0,-0.00993168879183647,0,0,0,0.124826538115416,-0.041276342294729,0,-0.0477508287521603,0,0,0,0,0,0,0,0,0.187161011848249,0.0607448207054504,0,0,0,0,0,0,0,0,0,0,0,0.0229614462317404,0,0,0,0,0,0,0
X000063.SZ,0.0188139459543757,0,0,0,0.0895894215964038,0,0,0,0,0.00686776896539505,0,0,0.104316263142677,0,0.150091869804794,0,0.153798123379042,0,0.0401734976763246,0.0627776131146139,0,0,0,0,0,0,0,0,0,0,0,0,0.0356859702437342,0.136117066154968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010219418784419,0,0,0,0,0,0
X600031.SH,0,0.060358304288922,0,0,0,0,0,0.0311407442534484,0.0455552719808162,0,0,0,0,0,0.967080871719008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667618859083075,0,0,0.0278346212597622,-0.105737295863404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103402275946345,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0435467840754518,0,0,0,0.151160159553425,0,0.0384608616772841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359388425278123,0,0,0,-0.1017786377736,0,-0.0567619591880432,0,0,0,0,0,0,0,0.0732664292230969,0,0,0,0.103536918957254,0,0.16424123271988,0,0,0,0,0,0,0,-0.012539159069526,0.0117723187728426,0.0996138265374427,0,0,0,0,0
X600690.SH,0,0.0684844399284977,0.108517218223333,0,0,0,0.333099986961132,0,0,0,0,0,0.126618641330508,0,0,0,0.238082781628786,0,0,0,0,0.070306358659592,0,0.0545935186155482,0,0,0,0,0,-0.0692194681764784,0,0,-0.0176112340627793,0,0,0,0,0,0,0,0,0,0,0,0.0919572616529763,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.034250762279255,0,0,0.294174842362506,0,0,0.56828278594754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997196418060689,0,0,0,0,5.42101086242752e-20,0,0.0453819599179813,0.056828594739181,0,0,0,0.0559528902193018,0,-0.190687366270006,0,0,0,0,-0.055300167191639,0,0,0,0,0,0,0
X600372.SH,0,0,0.0626790692783624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144917447785322,0.0156244311205554,0,0,0,0,0,0,0.0277801261371675,0,0,0,0,0,0,0.0780429751426672,0,-0.0465861145969511,0.0506623472834604,0,0,0,-0.0148934564660125,0.141250608422759,0,0,0.244843713830934,0,0,0,-0.0240906418681125,0.0223914293600393,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.391956646607447,0,0,0.26223967931553,0,0,0,0,0.0354342384094665,0,0,0,0,0,-0.0478203701364826,0,0,0,0,0,0,0.184987800810596,0,0,0,0,0,0,0.0363572261145992,0,0.0200221306078471,0.0617707808236289,0,0,0.011611548442256,0,0,0,0,0,0,0,-0.0569956958613277,-0.026457351043529,0.0451377518529465,0,0,0,0,0
X002241.SZ,0.0277235029482237,0,0.0918787149898835,0,0,0,0,-0.023973758055713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817218864761464,0,0,0,0,0,0,0,-0.017437136891279,0,0,0.0441397974745818,0.309686707701657,0,0,0.0802545083287518,0,0,0,0,0,0,-0.0185899594862144,-0.00883131583013158,0,0,0,0,0,0
X600741.SH,0.254341365577284,0,0.12336162831527,0,0,0,0,0,0,0,0,0,0,0,0.057746064315606,0,0,0.255235297084586,0,0,0,0,-0.00785499893815639,0,0,0,0,0.0796989976142345,0,0,0,0,0,0,0,0,0,0,0,0.00975011469843784,0,0,0.0229466258373797,0,0,0,0,0,0,0,0,0,-0.00461075645785248,0,0,0,0,0,0
