,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X002179.SZ,X600741.SH,X601877.SH,X002049.SZ,X000157.SZ,X002129.SZ,X002007.SZ,X002414.SZ,X600584.SH,X600183.SH,X002236.SZ,X000066.SZ,X300142.SZ,X000799.SZ,X601799.SH,X000800.SZ,X002074.SZ,X300003.SZ,X000547.SZ,X002008.SZ,X600779.SH,X600372.SH,X600089.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.356719203556529,0,-0.256824229097761,0,0,-0.0177054325399016,0,0.0513046710509469,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0672854092066728,0,-0.00141853780784615,0,0,0,0.0566346567024722,0,0,0,0,0,0,0,0,0,0,0.0771504208984482,0,-0.0886090132529221,0,0,0,0,0.0233892274273213,0,0,0,-0.00414831838631355,0,0
X000858.SZ,0.176194957275867,0,0,0,0,0,0.0436332104941818,0.192350146718849,0.12554205934197,0,0,0,0,0,0,0.0499552656157214,0,0,0,0,0,0,0,0,0,0,0,0,0.0328054083220067,0,0,0.0432553013577065,0,0,0,0,0,0,0.0520721777015629,0,0,0,0,0,0,0,0,0,0,0,0,0.000144317405037475,0,0,0,0,-0.00485870801476844,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0583921215314399,0,-0.0368130056197572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545838755728974,0,0,0.232403845596514,0.034281110084504,0,0,0,0,0,0,0,0,0,0,0.0279651928949468,0,0.038823465242241,0,0,0,0,0,0,-0.00370069274382955,0,0,0,0,-0.00569127583468915,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0807681877533247,0,0,0,0,0,0,0,-0.116601866036756,0,0.00688302457811256,0,0,0,0.074596225065774,0,0,0.000480106116581994,-0.165051328898707,0.117628947804753,0,0,0,0,0.0517675374525444,0,0,0.0609434752090483,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0212499533742969,-0.0135620324456236,0,0,0,-0.0134969802704549,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0532670445859956,0,0,0,0,0,0,0,0,0.0810492519348718,0,0.0522508262400812,0,0.0324460388761078,0.511928434075599,-0.0243755995819184,0.0934582995835667,0,0,0,0,-0.0410305133466373,0,0,0,0,0,0.024621838202005,0,0,0,0,0.137921808116311,0,0,0,0,0,0,0,0,0,0,0,-0.00772780089654858,-0.0352946823333417,0,0,0,0.000743376307003557,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0381809411918717,0,0,0.112393171031832,0.0707909222971186,0,-0.0367769090608379,0,0,0,0,0,0,0.0163464060889367,-0.0891833535732227,0,0,0,0,0,0,0,0.215395354495271,0,0,0,0,0.0598353153512852,0,0,0.0208628537527112,0,0,0,0.109229109467788,0,0,0.0363133699420421,0,0,0,0,0.0354282439393346,0,0,0,0,0,0,-0.0224122449759737,0,0
X002304.SZ,0,0.0898191840477467,0,0,0,0,0,0,0.320935412025479,0,0,0,0,0.0207814729169769,0,0,0,0,0,0,0.0040222741774269,0,0,0,0,0.123114616980337,0,0,0.0249342293916063,0,0,0,0,0,0,0,0.0220172035352541,0,0.150060354321262,0.0467065035837854,-0.118472007349844,0,0.0406133364007798,0,0,0.0928175312888379,0,0,0,0,0,0.0250838691871896,0,0,0,0,0,0,0
X000568.SZ,0,0.116060558963884,0,0,0,0,0.107357269436986,0,0.404500187024417,0.0285253486263561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323858174167423,0,0.0489316738809665,0,0,0,0,0,0,0.0710243754982123,0,0,0,0,0,-0.000354020438989734,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.250516789809039,0,0,0.270962943249137,0.0344973402251978,0,0,0,0,0,0,0.147834788835962,0,0,0,-0.159300134040387,0,-0.0793412559410695,0,0,0,0,0,0,0,-0.0799829902524166,0,0,0,-0.0716006906235041,0,0,0.16751744343421,0,0,0,0,0,0,0,0,0,0,0,0,0.101933316798919,0,0,0,-0.004077506008691,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.181557175786632,0,0,0,0,0.102752723476778,0,-0.0559090177278066,0,0,0,0,0,0,0.0198527037855907,0,0,0,0,0,-0.0246899437264584,0.293478888885479,0,0,0,0.178714538355062,0,0,-0.0457820125578051,0,0.0599896405131245,0.293865101724207,0,0,-0.107334714684373,0,0,0,0,0,0,0,0,0,-0.020235308640385,0,0,0,0,0,0
