,X600519.SH,X002415.SZ,X000858.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X600809.SH,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600776.SH,X000625.SZ,X600498.SH,X000157.SZ,X002179.SZ,X000050.SZ,X002180.SZ,X300142.SZ,X002241.SZ,X300146.SZ,X002371.SZ,X000977.SZ,X600867.SH,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X600118.SH,X600066.SH,X600566.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.123949161031712,0,0,0,0,0,0,0,0,0,0,0.0816568173170682,0,-0.0167750089212974,0,0,0.0197957846186881,0,0.0322307116124193,0,0,0,0,0,0.108292913475773,0,0,-0.034312909107024,0,0.0688274318788358,0,0,0.0169087938382139,0,0,0,0.0615187882793956,0,0,0,0,0,0,0,0,0,0,0,0,-0.00843327295024336,0.00336474742684589,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0511030851820361,0,0,0,0.0810938860117974,0.103027934728247,0,0.12908165731356,0,0,0.00250365973012014,0,0.235826349469613,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0.155067236712805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0309812164447041,0.0526364724291568,0,0,0,0,0,0
X000858.SZ,0,0.0710464109462778,0,0,0,0,0.113510621370125,0,0,0,0,0,0,0.335783228785644,0,0.0107119527430268,0,0,0.0575912796119301,0,0,0.0986137817757514,0.0342164696869896,0,0,0.00508570124302875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997322369932595,0,0,0.0198171319860629,0,-0.0168647354302285,0.000931348882523492,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.125894149951327,0,0,0.118390908174783,0,0.210487420868782,0.00244972213465086,0,0,0.0651759080352858,0,0.10431644980006,0,0,0,0,0,0,0,0,-0.0114886473107669,0,0,0,0,0.0156102169152071,0,0,0.139847965009747,0,0,0,0,0,0,0,0,0,0,0.159067610111936,0,0,-3.86856792068057e-05,-0.0872887817740606,0,0,0,0,0,0
X000651.SZ,0,0,0.1198304914341,0.169890143094962,0,0,0,0,0,0.237496770989098,0,0,0.00897095681362243,0.0508218460192297,0,0,0,0,0.0681051697890602,0,0,0,0,0,0,0,0,0,0,0.00619540467671735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051090877507169,0,0,0.0119097210469549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.076967170907171,0,0,0,0,-0.234989480253545,0,0,0.0952040499483289,0.127828033044054,0,0,0,0,0.135088878806489,0,0.143946941798569,0.517938504656288,8.67361737988404e-19,-0.133012951483244,0,0,0,0.0952992674539454,0,0,0,0,0,-0.152432384030585,0,0,0.0519770832519994,0,-0.0277785910717616,0,0,0.203156432914657,0,0,0,0,0,0,0,0.0285041226721663,0.0452313454431684,0,0,0,0,0,0
X002304.SZ,0,0,0.051110416483378,0,0,0,0,0,0,0,0,0,0,0.412820399283795,0.00588224915455984,0,0,0,0,0,0,0,0,0.057771069573654,0,0.134135122548935,0,-2.16840434497101e-19,0,0.00249547885430416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089991366815806,-1.73472347597681e-18,0,0,0,0.0771160575166485,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0862358669689166,0,0,0,0,0,0,0,0.0616567965112952,0.106345256921336,0,0,0,0.0754815886301322,0,0.0742209676037656,0,0.00620072237604375,0.179403644034781,0,0,0,0,0.0575428316533136,0.162596737634835,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385243543624011,0.0340062685150663,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774260985188354,0,0,0.0272422708284554,0,0,0,0,0,0,0,0.0591918333784006,0,0.107328441433956,0.0252845118561354,0,0.48873742986759,0,0,0,0,0,0,0,0.021013677152001,0.15251767321702,0,0,0,0,0,0,0,0,0.0282151725097683,0,-0.0190620475841722,0,0,0,0,0,0,0
X600690.SH,0,0,0.0807575197014743,0.183303150633439,0.165607599208426,0,0,0,0,0,0,0,0.138657110110776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761465994117573,0,0,0,0,0,0,0.168098952717634,0,0,0,0,0,0,0,0,0,0,-0.0293112580874828,-0.00854721192331018,0,0,0,0,0,0
