,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X002236.SZ,X000100.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X000661.SZ,X000596.SZ,X600498.SH,X002007.SZ,X002456.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600177.SH,X600089.SH,X600066.SH,X002180.SZ,X002506.SZ,X600522.SH,X600867.SH,X002129.SZ,X600372.SH,X002508.SZ,X000977.SZ,X300136.SZ,X002241.SZ,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.123631235681734,0,0,0.0389482821882359,0,0,0,0.221864393342744,0,0,0,-0.0391025255951187,0,0,0.0393075883463225,0,0,0,0.110446895064318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391077654891333,0,0,0,0,0.00307570093476268,0,0,0,-0.0258389147024751,0.019872955826892,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.127131637920403,0,0,0,0,0,0,0,0,0.0133704225757683,0,0.0679037510185134,0,0,0,0,0,0.11545496225141,0,0,0,0,0.077605624263002,-0.11433563078918,0,0,0.0808901662722754,0.196345947571959,0,0,0,0,0,0,0,0.0196076033369368,0.0213490819280278,0,0,0,0,0,0,0,0.0125628031875855,-0.0681486516494029,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00445382588263585,0.156991854030461,0,-0.0108013273187425,0,0.0240700755604426,0,0.109782823527858,0,0.0556474513535047,0,-0.0638476506255212,0.611442370039334,0,0,0,0,0,0.101621988498214,0,0.0839473322652452,0,0,-0.18830575001216,0,0,-0.00735006802906042,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00661816741566381,-0.0173354446380113,0,0,0,0,0,0,0
X000651.SZ,0,0.119476396591838,0,0,0,0,0,0.220502754256998,0,0,0,0,0,0,0,0,0,0,0.0549237109715245,0.0142084669625217,-0.00958502405169352,0,0,0,0,0,0,0,0,0,0,0,0.0432768549954817,0,0,0,0,0,0,0,0,0,0,0.0626958967942716,0,0,0,0,0,0.0414897870509326,0,-0.00531658870165898,-0.000418711324556087,0,0,0,0,0,0
X000858.SZ,0,0,0.123878316824905,0,0,0.0272648099424882,0.0956203657396429,0.0164518587613307,0,0,0,0,0,0.315407147173576,0,0,0,0,0,0,0.000640505536440323,0,0,0,0.00978314467177342,0,0.0537232155245713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012944932437069,0,0,0,-0.00126042764239689,-0.00452352152316,0,0,0,0,0,0
X600276.SH,0.255435401391721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895882128890724,0,0.226297813511514,0,0,0.364974659187901,-0.403895405396774,0,0.0218317912355442,0,0,0,0.0769089638300024,0,0,0,0,0,0,0.0975807789630654,0.00801615737386125,0,0,0,0,0,0.250420258629259,0,-0.221821595497647,0,0.131490560989605,0,0,0,0,0,4.33680868994202e-19,0.0862119126267892,0,0,0,0,0,0
X002304.SZ,0,0,0,0,2.77555756156289e-17,0,0,0,0,-0.0572063517087225,0,0,0,0.116149761505203,0,0,0,0,0,0,0.178808657812931,0,0,0,0,0,0,0.334316346053273,0,-4.33680868994202e-19,0,0,0,0,0,0.220631450705487,0,0,0,0,0,0,0,-0.145697669433425,0,0.137515070615876,0,0,0,0,0,-0.0154766084415221,0.0199880940508334,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809280955652411,0.121236855371858,0,0,0,0,0,0,0.247435168555305,0,0.0226307480018986,0,0,0,0,0,0,0,0,0,0,0,0.184216817656947,0.0275968634274189,0,0,0,0,0.0100989002697143,-0.03774180581308,0,0,0,0.011304081708579,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.056391451504387,0.0915823929211822,0,0,0,0,0.0799201352146874,0,0.0340235443117311,0.0675419458882398,0.111286251553293,0,0,0.0785665154754375,0,0,0,0,0,0,0,0,0,0,0,0.0212946688051845,0,0,0,0,0,0,0,0.0693513440200714,0,0.0310797683420566,0,0,0,0,0,-0.0796842480668897,0.00667282605546304,4.33680868994202e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0825602704481684,0.00302982626529161,0,0,0,0,0.0422014430969,0,0,0.262959944653565,0,0,0.210560104120454,0,0.0284216572234789,0,0,0,0,0,0,0,0,0,0,0.137851477459206,0,0,0,0,0,0,0,0,0,0.0163126676869336,-0.0175954990019632,0,0,0,0.133566518547745,0,0
