,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600522.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600741.SH,X000733.SZ,X600884.SH,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X600563.SH,X601799.SH,X002236.SZ,X600584.SH,X002176.SZ,X002414.SZ,X000800.SZ,X002056.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.312990384610457,0,0.0253232266052312,0,0,0,0,0.0497002853306487,0,-0.010457549415263,0,0,0,0,0.0333210955628133,0,0,0,0,0,0,0,0,0,0,0,0.00498360009822795,0,0,-0.0524760395608179,0.0232427918409233,0.107157422204824,0,0,0,0,0,0,0.0378959732615745,0,0,0,0,0,-0.0262855040768841,-0.0148010008228201,0,0,0.00801951941419688,0,0,0,0,-2.16840434497101e-19,0,0
X000858.SZ,0,0,0.214516559714537,0.236119058043484,0,0,0,0,0,0,0,-0.00894636621296042,0,0,0,-0.00744359416728993,0,0,0,0.00195241517228075,0,0,0,0,0,0,0,0,0,0,0,-0.0123504642372575,0,0,0,0,0,0,0.199356990855742,0,0.0789581571717048,0,0,0,0,0,0,0,0.0507389168393653,-0.0228581585795311,-0.125421550367782,0.00549106945045209,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.66207471656641,0.0312814458021896,0,0,0,0,0,0,0.0023848769477841,-0.0304217722825053,0,0,0,0,0,0,0,0.0375843316835899,0,0,0,0,0,0,0,0,0,0,0.0608789771291463,0,0,0,0,0,0,0.0551030263009072,0,0,0.0138288950593185,0,0,0,-0.219923016458434,0,0,0,0,0,0,0,0,0,0,-0.00243401600442013,0,0
X000568.SZ,0,0.214158757457791,0.0633755358498036,0,-0.0105955783877456,0,0,0.0174812062492383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045300321003519,0,0,0.103310358908654,-0.0479873191819085,0,0,0,0,0,0,0,0,0,0.368592685476211,0,0,-0.0359785431150389,0,0,0,0,0,0,0,0,0,-0.00907046314267004,0,0,0,0,-0.0365320882277612,0,0
X002415.SZ,0,0,0,0,0,0.496905564034103,0,0,0,0,0,0,-0.150270244421639,0.0608320183233644,0,0,0,0,0,0,0,0,0,0,0.0101708237118797,0,0,0,0,0,0,0.00107278115741077,0,0,0,0,0,0,0,0,0,-0.0271634851419354,-0.00827006294478072,0.754013795861199,0,-0.0263455529587534,0,0,0.0590145352076978,0,0,0.140044346302517,0,0,0,0,0.00915314663254345,0,0
X002304.SZ,0,0,0.0185333355625724,0.31284057794845,0,0,0.0491148512480673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743185354783433,0,0,0,0.182424073668905,0,0,0.0269782026515443,0,0,0,0.0126394023241569,0,0,0.0181908045314302,0.0105152079107361,0,0.00736895603679629,0,0,0,0,-0.0110640662866274,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.342209987755503,-0.0123723667174101,0,0,0,0.0701166560219775,0,0.0278431627257327,0,0,0,0,0.0626070099004735,0,0,0,0,0,-0.0450448617235654,0,0,0,0,0,0,0,0,0,0.128856753055377,0,0,0,0,0,0,0,0.120839170610009,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087407312235479,0,0,0,0,0.222025808053723,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.308941448767443,0.139967778254679,0.0480323471259606,0.168856973073642,0,0,0,0,0,0.0223557957180583,0,-0.0187744013263307,-0.194389491356693,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.204340604961631,0,0,0,0.01991356145609,6.93889390390723e-18,-0.244840510672963,0,0,0,0,0,0,0,0,0,0,0.15521737322187,0,0,0.208190152301262,0,0,0,0,0.218177069226909,0,0.000881240840298244,0,0,0.0952260210169579,0,0,0,0,0,0,0,0,0,0,0,0,0.0725000182608682,-0.0962775944058579,0.382199195899973,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0868098478383837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172070609298525,0,0.00640062970409151,0,0,0,0.169585321669475,0,0,0,0,0.279855788966449,0,0,-0.0376630560038586,0,0,0,0,0,0.221249496381954,0.15137832196449,0,0,0.00717947299051584,0,0,0,0,0,0,0
