,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X600066.SH,X000338.SZ,X600372.SH,X000559.SZ,X000016.SZ,X002241.SZ,X600741.SH,X600089.SH,X002475.SZ,X000568.SZ,X000066.SZ,X600177.SH,X002292.SZ,X300124.SZ,X600839.SH,X002294.SZ,X300003.SZ,X002465.SZ,X600312.SH,X002129.SZ,X000869.SZ,X600867.SH,X000800.SZ,X600525.SH,X000581.SZ,X300142.SZ,X000550.SZ,X600498.SH,X002007.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.160453105809221,0.153940773227584,0,0,0,0,0.0144525661239991,0,0,0,0,0,0,0,0,0,0,0,0,0.041508539089188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424990873599355,0,0,0.159745489406273,0,0,0,0,0,0,0.0351736516531862,0.012121213769473,0,-0.0285712750914536,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.28012852272624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411083677225405,0.00442246241634608,0,0.185025698432875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760700242743928,0.0984537753965796,0,0,0,0,0,-0.0139342899214724,0.0350384771437534,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885118836322574,0,0.0484382791897738,0,0,0,0,0,0,0,0,0,0,0.186610242258058,0,0,0,0,0,0,0,0,0,-0.0475272597272227,0.00146889121302655,0,0,0,0,0,-0.00186419367221562,0,0,0,0,-0.0517929655888547,-0.0742803401691574,0.0299895485174186,0,0,0,0,0
X000725.SZ,0,0,0.0630131151619989,0,0,0,0,0,0,0,0,0,0.195198099766376,0,0,0,0,0.0744038238631272,0,0.332159800041535,0,0,0,0,0,0,0,0,0,-0.0213446949849774,0,0,0,-0.0344635336974942,0,0,0,0,0,0,0,0,0.0642280183733,0,0,0.159281551312976,0.0401699662574307,0,-0.00382695381081052,2.16840434497101e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.144579856074136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109154676685756,0,0.361432801001994,0,0,0,0,0.220752393072101,0,0,0,0,0,0,0,0,0,0,0,0.00852651484691089,0.00796094114954365,0,0,0,-5.04351450257808e-06,-0.00475092725174746,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0904571727513414,0,0.0953789845112294,0.387232900710668,0,0,0,0,0,0,0,0.096800563547341,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.209692752052431,0,0,0,0,0.0745554832015018,0,-0.181486162013142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431650024971511,-0.0652729811045198,0.0546422679873673,0,0,0,0,0
X600276.SH,0,0,0,0,0.160574656593782,0,0,0,0,0,0,0.0797393769123265,0,0.0369240951469165,0,0,0.127603049981682,0,0.108378603772272,0,0,0,0,0,0.112956826928048,0,0,0,0,0,0,0,0.00764345848486195,0,0,0,0,0,0,0,0,0,0,0,0.0673184272244404,0,0,0.0611469652067832,0,0,-0.0171893298965914,0,0,0,0,0,0
X002304.SZ,0,0.306549652372781,0,0,0,0.200718685058632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787639366297724,0,1.38777878078145e-17,0,0,0,0,0.13409823007316,0,0,0,0,0,0,0.0483179719021475,0.0944940156880047,0,0,0,0,0,0,0,0,0,0.0230714742075139,0.00718384583526729,0,0,0,0,0,0
X000063.SZ,0.00409038221947873,0,0.0369978817973155,0,0,0,0,0,0,0,0,0,0,0,0.0555736905013476,0,0.148768696905042,0,0,0,0,0,0,0.0334104833797858,0.112471132445721,0.235985171391324,0,0,0,0,0,0,0,0,0,0.0365086907817583,0,0,0,0,0,0,0,0,0,0,0,0.0916738402018187,0,-0.00762692227214518,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0742509710267803,0.158970961827453,0,0,0,0.0276508901629618,0,0,0,0.00569463842239103,0.0619578257695009,0,0,0,0.141755824247943,0,0,0.190697567138292,0,0.0314881895453063,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0122109683557186,0,0,0,0,0,0,0.085195704724725,0,0,0,0,0,0,0,0,0
