,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600584.SH,X600703.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X600522.SH,X002028.SZ,X002236.SZ,X600741.SH,X002049.SZ,X600418.SH,X601877.SH,X600487.SH,X000921.SZ,X000800.SZ,X002180.SZ,X000661.SZ,X002223.SZ,X601799.SH,X002156.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.100476206627501,0,0,0,0,0,0.208194084875434,0,0.163004267275004,0,0,0,0,0,0,0,0.060682422959465,0,0.116681488555291,0,0,0,0,0,0,0,0,-0.0747754868501425,0,0,0,0,0,0,0,0,-0.00619738165164446,-0.0685738969010474,0,0,0,0,0,-0.00211468235034824,-0.0339060837126264,0,0.031072435863266,0,0,0,-0.0148122072544447,0,0,0,0,0,0,0
X000858.SZ,0.277659017747826,0,0,0,0.0225632951210664,0,-0.0510254622142271,0.0196607493991797,0,0.309620340399631,0,0,0,0,0.0371656310465298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868533252584737,0,0,0,0,0.0115849299548874,0,0,0.010336816910758,0.0512586823025768,0,0.0439578584333472,0,0,0,-0.000990280085880051,0,0,0,0,0.0408829625230808,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595573930779551,0,0,0,0,0,0,0,0.157821076976498,0,0.45728009933129,-0.0339791796664239,0,0,0,0.0842674780550309,0,0,0,0,0.101102774103776,1.73472347597681e-18,0.0775401076681602,0,0,0,0,0,0,0,0,0,0,0,0.0447260813430231,0,0.0100956637049235,0.0547196575881422,0,0.0332160518268966,0.0547503506722515,0,0,0,-0.0446484418877847,0,0
X002415.SZ,0,0,0,0,0.0666089627207933,0,0,0,0,0,0,0,-0.176004997313206,0,0,0,0,0,0,0,0.0354805408845388,0,0,0,0,0,0,0,0,0,0,0.0421912171986179,0,0,0,0,0,0.0539378495728308,0,0,0,0,0,0,0,0,0,0,0.144786304106799,0,0,0,0.00714746193206055,-0.158254032706521,0,0,0.064562998233297,0,0
X600276.SH,0,0,0,0,0,-0.0322763710619684,0,0,0,0,0.107064731851499,0,0,0,0,0,0,0,0,0,0.123665170222524,0.021224245554237,0,0.301534806384032,0,0,0,0,0,-0.133043364329739,-0.0580376457417066,0,-0.0208359811604392,0,0,0,0,0.0148094401746123,0,0,0,0,0,0,0,0,0.242760539036431,0,0.0411631060641193,0,0,0,-0.0938490690838123,0,0,0,0,0,0
X600690.SH,0,-0.172674433148934,0,0,0,0,0,0,0,-0.039961270581778,0,0,-0.0747232125606647,0.18009977331239,0.0467559391912744,0,0,0.103516380827266,0,0,-0.039355735164065,0,0,0,0,0,0,0,0,0,-0.0397860381365709,0,0,0,0,0,0,0,-0.0672244465875412,0,0,0.283807312716724,0,0,0,0,0,0,0.0548972992479048,0,0,-8.67361737988404e-19,0,-0.0856333274071346,0,0,0.0658825099991753,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.132606386641988,0,0,0,-0.243840401247511,0,0,0,0,0,0,0,0,0,0,0,0,-0.177943153189715,0,0,0,0,0,0,-0.00741582627938426,0.0492816682018054,0,0,0,0,0,0,0,0,0,0,-0.0359546313508508,0,0,0.0916080374011633,0,0,0,0,-0.00213042403865352,0,-0.013639739678397,0,0,0,0,0
X600809.SH,0.297776502974056,0,0,0,0,0,0,0,0,0.0889000215108056,0.008616271555547,0,-0.0515470421601305,0,-0.0373062534548984,-0.130720390659402,0,0,0,0.191895300152219,0,0,0,0,0,0,0,-0.0231815952272042,0,0,0,0,0.0693063124862866,0,0,0,0,0.0481086842472357,0,0,-0.0366049279833402,0,0,-1.73472347597681e-18,0,0.15391470523051,0.048266430487896,0,0,0,0,0,0,0.171325593536858,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0598778937316759,0.0400534282731176,0,0,0,0,0,-0.0180931422304777,0,0.168399615311007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276547152887148,0,0,0,0.0303137165041101,0,0,-0.0504909743901238,0,0,0,0.115706121388049,-0.0663680328658799,0,0,0,0,0,0,0,0,0,0.0450214900514625,0,0,0,0,0,0
X000568.SZ,0.0271357034314116,0.784350921107424,0,0,0,0,0,0,0,0,0.0622902835162795,0,0,0,0,0,0,0,0,0.0984261610242332,0,0,0,0,0,0,0,0,0,0,0,-0.0159190128778972,0.0895252057631301,0,0,0,0,0,0,0,-0.116535409335157,0,0,-0.0513700915658904,0.0128910254562687,0,0,0,0,0.108036302887695,0,0,-0.0573513381157347,0,0,0,-0.00903926684291343,0,0
