,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X000100.SZ,X002236.SZ,X002456.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X600867.SH,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X002294.SZ,X300124.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X000550.SZ,X600566.SH,X002465.SZ,X000050.SZ,X000981.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0194619636530504,0,0.0510532067187185,0,0.238417469077783,0,0,0,0,0,0,0.0103261363222159,0,0,0.0712882345303448,0,0,0,0.061143697617788,0,0,0,0,0.0783696734321665,0,0,0,0.148122632559195,0,0,0,0,0,0,0,0,-0.0419800607517879,4.33680868994202e-19,0,0,0.135782904605113,0,0,-0.0877490747311155,0,0,0,0,0,0.0731208656284046,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0809292400681728,0,0,0,0,0,0,0,0.0403605438326906,0,0,0,0,0.00975750624569843,0,-0.0457939620733978,0,0.230994551164048,0.0513030289636643,0.125413062328107,0,0,0,0,0,0,0,0.0489744167039812,0,0,0,0.0407411476057133,0,0,0,0,-0.0572844730461996,-0.0262849689762673,0,0.0990640418160302,0.154279678489781,0,0,0.0276170491445393,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.024253291287663,0,0,0,0,-0.48289626795206,0,0,0,0,0,0,0,0,0.0637676955305948,0,0,0,0,0.0738183437314674,6.93889390390723e-18,0,0.154451470498187,0,0.118581073477996,0,0,0,0,0,0,0,0,0,0,0,0.0580502399333163,0,0,0,0.327211883869937,0.14950883365597,0,0,0,0.0605765025586106,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.0438073316792621,0,0,0,0,0,-0.0395208654033588,0,0,0.0306475260261473,0,0,0.0148528531689235,0,-0.0707495074500356,0,0.0334238376904742,0,0,0,0,0.0857179856846152,0,0,0,0,0,0,0,0.0740750262012172,0,0.023249613935949,0,0,0.149782155230549,0,0,0.077237922673978,0.00864622389558622,0.137314170146457,0,0,0,0,-0.0565430410030984,0.0740053315727498,-0.123114679193467,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0737850884881264,0,0,0.305882862963642,0,0,0,0,0,0,0,0,0,0.0104144683987303,0,0,0,0,0,0,0.145181302277753,0,0.0138639891744956,0,0,0,0.0902139274914419,0,0,0.117632400407456,0,0,0.0324131661608128,0,0.0516586342069084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512138963705099,0,0,0.0153979197697674,0,0,0,0.102159738882221,0,0,0,0,-0.051538638029212,0,0.241207898512603,0,0,0,0,0.0434383114923324,0,0.0938727901775741,0,0,0,0.200994372405587,0,-0.0419977356603833,0,0,0,-0.0292086001155017,-0.0291863667628175,0,0,0,0,0,0
X002304.SZ,0.222874518664381,0,0,0,0.124832082825985,0,0,0,0,0,0,0,-0.0540337553925251,0.0230061754265372,0,0,0,0,0,0,0,0,0,0.0342841815399269,0,0,0,0,0,0,0,0.00495746506746801,0,0,0,0.0876927290992397,0,0,0,0,0,-0.0426269855813128,0.0952935045269206,0,-0.0389128452903616,0,0,0,0,0.13834847993076,0,-0.001337328040369,-4.33680868994202e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0173392725230621,0,0,0,0,0,0,0.150492099701207,0,0.00935146927531286,0.0643089387785677,0,0,0.0786714603974406,0,0,0,0,0,0.15055729431874,0.0336517880772302,0,0,0,0,0,0,0,0,0.0387856866760977,0,0,0,-0.0540227605744447,0.119415547781946,0,0,0,0.0211973447419774,0,0,-0.0465170875214708,-0.00171632896528762,-0.113940684642948,0,0,0,0,0
X000625.SZ,-0.118911248042669,0,0,0.00959003161242461,0,0,0,0,0,0,0,0.120965283412952,-0.0897471153770978,0,0.0717745246392382,0.108401398682311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584891478506538,0.0929187420318122,0,0,0.0953799659937806,0,0.0637255373296105,0,0,0,0.0438893324934841,0,0,0.0551619473513904,-0.0382165670735321,0,0,0,0,0,0
X000063.SZ,0,0,0.0745173675225445,0,0,0,0,0,0,0,0.104557880073714,0,0,0.141055769820125,0,0,0.00281132847103987,0,0,0,0,0,0.0490042591107884,0.0295353457906617,0,0.0386316186149956,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0536402630981832,0,-4.33680868994202e-19,0.0345946513770833,0,0.0898128940506785,0,0,0,-0.0105158528791892,0,0,0,-0.0213894289770213,0,0,0,0,0,0
