,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000063.SZ,X600809.SH,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X002007.SZ,X000100.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X002371.SZ,X600741.SH,X002049.SZ,X000800.SZ,X300003.SZ,X002414.SZ,X002129.SZ,X002236.SZ,X000157.SZ,X601877.SH,X000625.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002294.SZ,X002185.SZ,X300146.SZ,X000050.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.075467918887178,0,0,0,0,0,0.173881980963666,0.0268455619122189,0,0,0,0.233391820250204,0,0,0,0,0,0,0,0,0.0359868007729461,0,0,0,0,0,0.0162279717916425,0,0,0,0,0.0371684165639611,0,0,0.0420355141372258,0.024117557528541,0,0,0,0,0,0,0,0,0.0753924302426941,0,0.00486799408027325,0,0,0,0,0.000463237718705754,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.23883583325415,0.0438100556563688,0,0,0.437168730316162,0,0,0,0.104157404366689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621757423636128,0,0,0.0509605533817861,0,0,0,0.0343409575761187,0.0145075083995699,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0465699998709349,0.167572173891918,0,0,0,0,0.100645871940032,0,0,0,0,0,0,0,0,0,0,0,0.0123922702287745,0,0,-0.071055444030597,0.0355549926418543,0.0393154488553823,0,0,0,0.0195396583986423,0,3.46944695195361e-18,0,0,0,0,0.0363145173753427,0.0108807656268461,0,0,0.135270999800851,0,0,0,0,0,-0.0191262040526302,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340274591711063,0,0,0,0.0481166859618275,0.0729393698558714,0,0,0,0,0,0,0,0,0,0.0194222926785425,0,0,0,0.00308247530238678,0,0,0,0,0,0,0.0334969115531311,0.0371179994042148,0,0.102734487578669,0.127848627336797,0,0,0,0,0.0216428829989252,-0.0149086882197243,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0788159060587931,0,0,0,0,0,0,0,0,0,0,0,0.117267851030721,0,0,0,0,0,0,0,0,0.024872194982013,0,0,0.103194695085224,0,0,0,0,0.0949355051711162,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512061253345034,0.112309025933822,0,0,0,0.0127700161835162,-0.000560244252214513,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0457747837534094,0,0,0.124809191006728,0,0,0,0.000683933946336974,0,0,0,0,0.0400749750276552,0,-8.67361737988404e-19,0.143029911208101,0,0.00986056903068665,0,0,0,0,0,0.0494207970421847,0.0314820990377894,0,0,0,0,0.0225362292393781,0,0,0,0,0,0,0,0,0,0,0.0558050036411092,0,0,-0.02805350106376,0,0.0355620573703057,0,-0.0356141713829995,-0.00966059647293557,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540541332361185,0,0.0264851209222815,0,0.0254050587989523,0,0.118693444270813,0,0,0,-0.00610110510171076,0,0,0,0,0.0854599828240642,0,0,0,0.0854142695395835,0,0,0,0,0,0.0452674511289471,0,0,0,0,0,0.100045464948314,0,0.0656396611500491,0,0,0,0,-0.0255146288806654,0,0,0,0,0,0,0
X000568.SZ,0,0.448895006650116,0,0,0,0,0,0,0.190898959500166,0,0,0,0.091356945645733,0,0,0,0.0349642646101728,0,0,0,0,0,0,0.0226950657211672,0,0,0,0,0,0,0,-0.0351919025798953,-0.00100406309500505,0,0,0,0.133516396997613,0,0,0,0,0,0,0,0,0,0,-0.024904877947272,0,0,0,-0.0169190063671886,0.00418039091535294,0,0,0,0,0,0
X002304.SZ,0,0.306080828721093,0,0,0,0,0,0.409643693797993,0,0,0.0242691018476839,0,0,0,0,0,0,0,0,0,0,0,0,0.057293612474219,0,0,0,0,0,0,0,0.0448496466773177,0,0,0,0,0,0,0,0.0405949176754839,0,0,0,-0.0583021738037852,0,0,0,0,0,0,0,0.0158314423355712,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0934246134850794,0,0,0,0,0,0,0,0,0,0.0302951939283247,0.385466698208865,0,0,0,0,0,0,0.0176687493690255,0.079897232781882,0,0,-0.136062924165264,0,0,0.334763574079257,0,0,0,0.0284134147288864,0,0,-0.0161117216421386,0,0,0,0,0,0,0,0,-0.00353125452220151,0,-0.0252593016883463,0,0,0,0,0,0,0
