,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X002241.SZ,X601877.SH,X600584.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X600702.SH,X300142.SZ,X600460.SH,X000800.SZ,X002463.SZ,X002007.SZ,X601799.SH,X002028.SZ,X000066.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.347209054902911,0.00427288922881843,0,0,0.0162607625438506,0,0,0,0.0809266867715434,0,0,-0.0229285857626722,0,0,0,0,0,0,0,0.0175100103749487,0,0,-0.0181829617293032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142747877692319,0,0,0,-0.0357065614376726,0,0,0,0,0,0,1.0842021724855e-19,0.000364015869879467,0,0,0,0,0,0
X000858.SZ,0.18684831801247,0,0.570274942576102,0,0,0,0,0.0159028399934088,0.00613285680462081,0.118299354788141,0,0,0,0,0.0108937684180361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.047841574882381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.426202928332957,0.248230027487719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695892606432425,0,0.136708180696092,0,0,0,0,0,0,0,0,0,0,-0.0351249304993984,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.255733872613833,0,0,0,-0.00114087339679045,0,0,-0.0683289184921324,0,0,0,-0.0114168608651818,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.222320637916321,0,0,0,0,0,0,0,-0.0789414947258747,0,0,0,-0.111527131110073,0,0.0120621145465748,0.208042614034183,0,0,0,0.107360346279027,0,0,0,0,0.411857476111536,-0.0785423420753331,0,0,0,0.0307175414239813,0,0,-0.230628330947709,0.337145433284909,0,0,0.0299559615034399,0,0,0,-0.0742878782563061,0,-0.0429845825506762,-0.145052775903467,0,0,0,0,-0.0604263440028424,0.109116331982023,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.138457902179802,0,0,0,-0.0206921284301449,0,0,0,4.33680868994202e-19,0,0.260337953503446,0,0,0,0,0,0,0,0,0.123996362647926,0,0.0292720853125005,0,0,0,0,0,0,0,-0.038589411283516,0,0,0.218004635886616,-0.0609632391386161,0,0,0,0,0,0,0,0,0.0190551626379579,0.115974239174043,0.0880005535646341,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0372307293557642,0,0,0,0.0937716158131698,0,0,-0.0662231096731799,-0.17120697822837,0,0,0,0,0,0,-0.516586514224737,0,0,0,0,-0.221226064982606,0.131721122013154,0,0,0,0.028543573623393,0,0.65777960095648,0.139848339633296,0,-0.26025596888403,0,0,0.059389243868449,0,0,-0.00487943316479683,0,-2.16840434497101e-19,0.262247417051619,0,0,0,-0.0419315182214729,-0.0296691389657876,0,0,0,0,0,0
X002475.SZ,0,0,0,0.142138026559135,-0.113000469411426,0,0,0,0,0,0.181978146133389,0,0.0427219416279242,0,0,0,-0.0177044288631962,0,0,0,0,0,0,0.0335238933122006,0,0.124898726896676,0,0,0.0464695007930486,0.0609146338560139,0,0.637146271239003,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339111302934059,-0.0388670385454101,0,0,0,0,0,0
X600690.SH,0,0.20671094056826,0,0.0210586073852357,0,0.0483414716829332,-0.000975824815995261,0,0,0,0,0,0,0,0.150290830479739,0,0,0,0.0717205897736786,0,0.0716633419039994,0,0,0,0,0,0,0,0,0.0105546329465455,0,0,0.0456166507358782,0,1.73472347597681e-18,0,-0.0603655357103661,0,0,0,0,0,0,0,-0.0268935068815763,-3.46944695195361e-18,0,0,0,0,0.120764221181116,0,-0.00889161518331886,0,0,0,0,0,0
X002304.SZ,0,0.243773936422817,0.263233857290146,0.000522187258857023,0,0,0,0.0286942872934457,0,0,0,0,0,0,0.0926199743986763,0,0,0.112068188103365,0,0.0436046943509196,0,0,0,0,0,0,0,0,0.00753013929003057,0,0,0,0,0,0,0,0,0.000864242655879344,0,0,0.0136157682845214,0,0,0,0,0,0,0,0,0,0,0.000229531382760509,0.0153449441736303,0,0,0,0,0,0
X000651.SZ,0.042273353526586,0.128815640428135,0,-0.0881400708059281,0,0,0.0462730924745021,0.403745610398777,0,0,0,0,0,0,0,0,0.0654748950624361,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316706141842184,0,-0.0723234212338607,0,0,0,0,-0.0168606653693055,0,0,0.0379979986316385,0,0,0,0,0.00983553134875906,0,0,0,0,0,0,-0.00106466201590881,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0590229697940443,0,-0.0217389682918224,0,0,0,0,0,0,0,0.215756370237641,0.128194293401294,0,0.214697742760556,-3.46944695195361e-18,0,0,0,0,0,0,-0.366818559381253,0,0,0,0,0,0,0,0.177099261740535,0,-0.0058071724259145,0.194038025414624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546444196115265,0,0,0,0,0,0
X600104.SH,0,0,0,0.00318894801181566,0,0,0,0,0,0,0,0,0,0,0,0,0.104079216566284,0,0.180467850377957,0,0,0.152046712390771,0,0,0,0,0.0647398523534264,0,0,-0.0136303825941235,0.118410288067837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612539638520779,0.0237365795828209,0,0,0,0,-0.00218913287540671,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.316311618333314,-0.18407865100583,0,0,0,0,0,0,0,0,-0.112683181057056,0,0,0,0,0,0,-0.0943714217335735,0,0,0,0,0,0,0.128774314325642,0,0,0,0,0,0,-0.145827798445706,-0.273008975659012,0,0,0.116059550190849,0,0,0,0.314630437143838,0.287930627943378,-0.453468381359644,0,0,0.835156802802648,0,-0.0937332788951988,-0.0531493609505837,0,0,0,0,0,0
